Frame,Time,Marker 1 X,Marker 1 Y,Marker 1 Z,Marker 2 X,Marker 2 Y,Marker 2 Z,Marker 3 X,Marker 3 Y,Marker 3 Z
0,0,-0.040651,0.025919,0.005594,-0.031028,0.026709,0.115154,-0.017483,0.027107,0.061719
1,0.008333,-0.040652,0.025922,0.005591,-0.031025,0.026709,0.115158,-0.017482,0.02711,0.061715
2,0.016667,-0.040652,0.025917,0.005591,-0.031023,0.026708,0.115161,-0.017483,0.027107,0.061717
3,0.025,-0.040651,0.02592,0.005586,-0.031023,0.026709,0.115159,-0.017479,0.027112,0.061718
4,0.033333,-0.040649,0.025918,0.005587,-0.031023,0.026711,0.11516,-0.017477,0.027113,0.061715
5,0.041667,-0.040648,0.025923,0.005582,-0.031023,0.026708,0.115159,-0.017473,0.027109,0.061718
6,0.05,-0.040645,0.025922,0.005577,-0.031021,0.026708,0.115165,-0.01747,0.027105,0.061718
7,0.058333,-0.040646,0.025923,0.005581,-0.03102,0.026708,0.115165,-0.017468,0.027104,0.061716
8,0.066667,-0.040643,0.02592,0.005575,-0.031019,0.026712,0.115165,-0.017466,0.027111,0.061715
9,0.075,-0.040646,0.02592,0.005576,-0.031017,0.026707,0.115168,-0.017465,0.027106,0.061713
10,0.083333,-0.040644,0.025923,0.005573,-0.031016,0.026703,0.11517,-0.017466,0.027109,0.061714
11,0.091667,-0.040641,0.025921,0.005572,-0.031016,0.026707,0.115169,-0.017459,0.027107,0.061715
12,0.1,-0.040641,0.025923,0.005574,-0.031015,0.026705,0.115171,-0.017454,0.027113,0.061713
13,0.108333,-0.040639,0.025917,0.005569,-0.031011,0.026711,0.115172,-0.017455,0.027105,0.061716
14,0.116667,-0.040643,0.025917,0.005568,-0.03101,0.026707,0.115175,-0.017452,0.027104,0.061716
15,0.125,-0.040636,0.025918,0.005565,-0.031009,0.026705,0.115177,-0.017447,0.027109,0.061716
16,0.133333,-0.040638,0.025921,0.005562,-0.03101,0.026706,0.115178,-0.01745,0.027106,0.061712
17,0.141667,-0.040639,0.025918,0.00556,-0.031006,0.026706,0.115184,-0.017441,0.027107,0.06172
18,0.15,-0.040639,0.025923,0.005558,-0.031005,0.026706,0.115183,-0.017442,0.027112,0.061714
19,0.158333,-0.040636,0.025918,0.005553,-0.031006,0.026707,0.115185,-0.017439,0.027106,0.061716
20,0.166667,-0.040633,0.025919,0.005552,-0.031004,0.026707,0.115185,-0.017437,0.027107,0.061715
21,0.175,-0.040637,0.025919,0.00555,-0.031003,0.026708,0.115191,-0.017431,0.027109,0.061712
22,0.183333,-0.040633,0.025917,0.005546,-0.030998,0.026707,0.115191,-0.01743,0.027107,0.061715
23,0.191667,-0.040633,0.025922,0.005545,-0.031,0.026706,0.115189,-0.017424,0.027099,0.061711
24,0.2,-0.040631,0.025916,0.005542,-0.030997,0.026701,0.11519,-0.017424,0.02711,0.061714
25,0.208333,-0.040628,0.025916,0.005541,-0.030994,0.026708,0.115197,-0.017421,0.027109,0.061714
26,0.216667,-0.040628,0.025918,0.005539,-0.030993,0.026708,0.115197,-0.017415,0.027107,0.061718
27,0.225,-0.040629,0.025915,0.005534,-0.030995,0.026706,0.1152,-0.017415,0.027105,0.061717
28,0.233333,-0.040625,0.025916,0.005531,-0.030992,0.026709,0.115202,-0.017413,0.027107,0.061714
29,0.241667,-0.040625,0.025914,0.005527,-0.030989,0.026706,0.115199,-0.017412,0.027108,0.061713
30,0.25,-0.040625,0.025919,0.005526,-0.030986,0.026708,0.115202,-0.017408,0.027106,0.061713
31,0.258333,-0.040623,0.02592,0.005528,-0.030983,0.026704,0.115205,-0.017402,0.027104,0.061713
