Frame,Time,Marker 1 X,Marker 1 Y,Marker 1 Z,Marker 2 X,Marker 2 Y,Marker 2 Z,Marker 3 X,Marker 3 Y,Marker 3 Z
0,0,-0.057876,0.026139,0.005717,-0.036509,0.027043,0.114827,-0.012821,0.027261,0.057815
1,0.008333,-0.057874,0.026136,0.005716,-0.036508,0.027045,0.114828,-0.012823,0.027262,0.057813
2,0.016667,-0.057874,0.026134,0.005721,-0.036507,0.027045,0.114826,-0.012827,0.027265,0.057812
3,0.025,-0.057871,0.026134,0.005719,-0.036507,0.027044,0.114824,-0.012827,0.027264,0.057813
4,0.033333,-0.057872,0.026135,0.005725,-0.03651,0.027047,0.114821,-0.012829,0.027264,0.057816
5,0.041667,-0.057874,0.026137,0.005722,-0.036509,0.027042,0.114821,-0.012835,0.027268,0.057818
6,0.05,-0.057876,0.026134,0.005727,-0.036511,0.027045,0.114818,-0.012837,0.027266,0.057815
7,0.058333,-0.057872,0.026135,0.005732,-0.036514,0.027044,0.114817,-0.012842,0.027263,0.057823
8,0.066667,-0.057875,0.026136,0.005735,-0.036512,0.027042,0.114815,-0.012842,0.027267,0.057818
9,0.075,-0.057874,0.02613,0.005735,-0.036511,0.027051,0.114813,-0.012844,0.027264,0.057822
10,0.083333,-0.05787,0.026132,0.005737,-0.036513,0.027047,0.114808,-0.012849,0.027265,0.057821
11,0.091667,-0.057874,0.026131,0.005737,-0.036514,0.027049,0.114808,-0.012848,0.027266,0.057822
12,0.1,-0.057871,0.026134,0.005747,-0.036515,0.027044,0.114807,-0.012855,0.027262,0.057821
13,0.108333,-0.057871,0.026132,0.005748,-0.036514,0.02705,0.114805,-0.012859,0.027269,0.057826
14,0.116667,-0.057872,0.026131,0.005752,-0.036515,0.027049,0.114807,-0.012861,0.027271,0.057827
15,0.125,-0.057871,0.026131,0.005753,-0.036516,0.027048,0.114802,-0.01286,0.027268,0.057828
16,0.133333,-0.057873,0.026131,0.005754,-0.036519,0.027046,0.114801,-0.012867,0.027264,0.057828
17,0.141667,-0.057876,0.026132,0.005758,-0.03652,0.02705,0.114803,-0.012869,0.027264,0.057834
18,0.15,-0.057876,0.026128,0.005762,-0.036521,0.027048,0.114796,-0.012876,0.027268,0.057831
19,0.158333,-0.057875,0.026132,0.005767,-0.036521,0.027048,0.114795,-0.012878,0.027263,0.057833
20,0.166667,-0.05787,0.026127,0.005765,-0.03652,0.027049,0.114791,-0.012878,0.027269,0.05783
21,0.175,-0.057874,0.026125,0.005769,-0.036522,0.027046,0.114793,-0.012884,0.027267,0.057831
22,0.183333,-0.057873,0.026129,0.005771,-0.036523,0.027049,0.114785,-0.012884,0.027273,0.05783
23,0.191667,-0.057873,0.026127,0.005774,-0.036522,0.027042,0.114784,-0.012889,0.027268,0.057834
24,0.2,-0.05787,0.026132,0.005776,-0.036522,0.027046,0.114784,-0.012891,0.027267,0.057832
25,0.208333,-0.057869,0.026128,0.005784,-0.036523,0.027048,0.114778,-0.012896,0.02727,0.057837
26,0.216667,-0.057873,0.02613,0.005787,-0.036525,0.027048,0.114779,-0.012902,0.027268,0.05784
27,0.225,-0.057871,0.026128,0.005793,-0.036523,0.027044,0.114776,-0.012903,0.027273,0.05784
28,0.233333,-0.05787,0.02613,0.00579,-0.036525,0.027046,0.114772,-0.012911,0.02727,0.05784
29,0.241667,-0.057869,0.026126,0.005793,-0.036526,0.027042,0.11477,-0.012905,0.027275,0.057837
30,0.25,-0.057869,0.026128,0.005796,-0.036527,0.027043,0.114771,-0.012917,0.027273,0.057835
31,0.258333,-0.057868,0.026123,0.005799,-0.036526,0.027048,0.114766,-0.012919,0.027273,0.05784
32,0.266667,-0.057872,0.026122,0.005802,-0.036528,0.027047,0.114766,-0.01292,0.02727,0.057836
33,0.275,-0.057872,0.026128,0.005805,-0.036526,0.02705,0.114764,-0.012923,0.027271,0.057841
34,0.283333,-0.057874,0.026122,0.005807,-0.036527,0.027045,0.114763,-0.012926,0.027269,0.057844
35,0.291667,-0.057874,0.026128,0.00581,-0.036532,0.027046,0.114768,-0.012929,0.027273,0.057844
36,0.3,-0.057874,0.026125,0.005815,-0.036528,0.027044,0.114762,-0.012931,0.027271,0.057847
37,0.308333,-0.057874,0.026129,0.005814,-0.036528,0.027045,0.114761,-0.012935,0.027269,0.057846
38,0.316667,-0.057869,0.026129,0.00582,-0.03653,0.027045,0.114759,-0.012934,0.027273,0.057847
39,0.325,-0.057871,0.026129,0.005819,-0.03653,0.027043,0.114757,-0.012937,0.027274,0.057849
40,0.333333,-0.057868,0.026126,0.005821,-0.036527,0.027046,0.114754,-0.012942,0.027268,0.057849
41,0.341667,-0.05787,0.026125,0.005823,-0.036528,0.027043,0.114753,-0.012942,0.027272,0.057846
42,0.35,-0.057869,0.026129,0.005824,-0.036528,0.027045,0.114749,-0.012948,0.02727,0.057846
43,0.358333,-0.057869,0.026127,0.005826,-0.036536,0.027051,0.114751,-0.01295,0.027272,0.05785
44,0.366667,-0.057871,0.026122,0.00583,-0.036534,0.027046,0.114749,-0.012949,0.027266,0.057849
45,0.375,-0.057867,0.026125,0.005827,-0.036534,0.027047,0.114747,-0.012953,0.027269,0.057848
46,0.383333,-0.057869,0.026126,0.005832,-0.036532,0.027045,0.114746,-0.012952,0.027272,0.057845
47,0.391667,-0.05787,0.026123,0.005834,-0.036534,0.027041,0.114745,-0.012956,0.027271,0.05785
48,0.4,-0.057867,0.02613,0.005834,-0.036533,0.027046,0.114742,-0.012956,0.027271,0.057852
49,0.408333,-0.057866,0.026121,0.005835,-0.036533,0.027045,0.114743,-0.012956,0.027274,0.057854
50,0.416667,-0.057868,0.026122,0.005842,-0.036534,0.027048,0.114741,-0.01296,0.027267,0.057855
51,0.425,-0.05787,0.026122,0.005842,-0.036532,0.027048,0.114745,-0.012962,0.027266,0.057852
52,0.433333,-0.057871,0.026125,0.005842,-0.036536,0.027049,0.114746,-0.012965,0.027272,0.057855
53,0.441667,-0.057871,0.026123,0.005844,-0.036536,0.027045,0.114742,-0.012962,0.027276,0.057851
54,0.45,-0.05787,0.026124,0.005843,-0.036537,0.027044,0.114741,-0.01296,0.027274,0.057849
55,0.458333,-0.057869,0.02612,0.005845,-0.036538,0.027048,0.114739,-0.012965,0.027273,0.057851
56,0.466667,-0.057872,0.026123,0.005842,-0.036538,0.027044,0.114737,-0.012964,0.027271,0.057853
57,0.475,-0.057873,0.026123,0.005849,-0.036537,0.027045,0.114737,-0.012968,0.027275,0.057853
58,0.483333,-0.057872,0.026124,0.005847,-0.036539,0.027047,0.114738,-0.012968,0.027269,0.057852
59,0.491667,-0.057871,0.026122,0.005851,-0.036538,0.027045,0.114739,-0.012968,0.027272,0.057857
60,0.5,-0.05787,0.02612,0.00585,-0.036536,0.027045,0.114738,-0.01297,0.027269,0.057854
61,0.508333,-0.05787,0.026123,0.005848,-0.036537,0.027045,0.114737,-0.012974,0.027268,0.057857
62,0.516667,-0.057871,0.026126,0.005847,-0.036532,0.027046,0.114741,-0.012968,0.027275,0.057858
63,0.525,-0.057871,0.026124,0.005848,-0.036537,0.027049,0.114735,-0.012971,0.027272,0.057855
64,0.533333,-0.057865,0.026123,0.005851,-0.036535,0.027047,0.114738,-0.012972,0.027274,0.057853
65,0.541667,-0.057868,0.026124,0.005851,-0.036536,0.027048,0.114733,-0.012971,0.027271,0.057855
66,0.55,-0.05787,0.026123,0.005849,-0.036535,0.027047,0.114735,-0.012971,0.027268,0.057852
67,0.558333,-0.057869,0.026124,0.005852,-0.036536,0.027046,0.114736,-0.01297,0.027274,0.057854
68,0.566667,-0.057867,0.026124,0.005848,-0.036539,0.027047,0.114731,-0.01297,0.027273,0.057855
69,0.575,-0.057867,0.026121,0.005849,-0.036538,0.027046,0.114738,-0.012974,0.027271,0.057854
70,0.583333,-0.057869,0.026121,0.005853,-0.036537,0.027044,0.114737,-0.012973,0.02727,0.057856
71,0.591667,-0.057871,0.026121,0.005854,-0.036538,0.027044,0.114735,-0.012975,0.027269,0.057856
72,0.6,-0.057867,0.026122,0.005853,-0.036535,0.027046,0.114736,-0.012974,0.027271,0.057857
73,0.608333,-0.057868,0.026125,0.005851,-0.036538,0.02705,0.114735,-0.012975,0.02727,0.057854
74,0.616667,-0.057868,0.026125,0.00585,-0.036536,0.027044,0.114734,-0.012978,0.027269,0.057858
75,0.625,-0.057868,0.026126,0.005852,-0.036537,0.02705,0.114728,-0.012975,0.027274,0.057858
76,0.633333,-0.057869,0.026121,0.005851,-0.036539,0.027047,0.114733,-0.012978,0.027273,0.057858
77,0.641667,-0.057872,0.026122,0.005857,-0.036539,0.027049,0.114729,-0.012974,0.02727,0.057858
78,0.65,-0.057868,0.026123,0.005855,-0.036539,0.027048,0.11473,-0.012977,0.02727,0.057859
79,0.658333,-0.05787,0.026118,0.005855,-0.036532,0.027042,0.11473,-0.012979,0.027265,0.057858
80,0.666667,-0.057873,0.02612,0.005856,-0.036537,0.027043,0.114733,-0.012979,0.027271,0.057857
81,0.675,-0.057869,0.026122,0.005854,-0.036539,0.027043,0.114733,-0.012978,0.027274,0.057863
82,0.683333,-0.05787,0.026121,0.00586,-0.036538,0.027044,0.114735,-0.01298,0.02727,0.057858
83,0.691667,-0.057867,0.026124,0.005858,-0.036538,0.027044,0.114732,-0.012982,0.027275,0.05786
84,0.7,-0.057865,0.026125,0.005858,-0.036538,0.027043,0.11473,-0.012979,0.027267,0.057861
85,0.708333,-0.057868,0.026124,0.005859,-0.036539,0.027047,0.114731,-0.012982,0.027273,0.057858
86,0.716667,-0.05787,0.026125,0.005856,-0.036536,0.027044,0.114732,-0.012977,0.027274,0.057857
87,0.725,-0.057869,0.026123,0.005858,-0.03654,0.027045,0.114726,-0.012985,0.027269,0.057857
88,0.733333,-0.05787,0.026124,0.005855,-0.036536,0.027047,0.114725,-0.012979,0.027274,0.057857
89,0.741667,-0.057869,0.026124,0.005857,-0.036539,0.027045,0.114728,-0.012982,0.02727,0.057856
90,0.75,-0.057865,0.026122,0.005859,-0.036536,0.027047,0.114727,-0.012985,0.027269,0.057859
91,0.758333,-0.057867,0.026124,0.005861,-0.036539,0.027045,0.114727,-0.012983,0.027271,0.05786
92,0.766667,-0.057868,0.026119,0.005863,-0.036539,0.027047,0.114728,-0.012984,0.027267,0.057859
93,0.775,-0.05787,0.026123,0.005863,-0.03654,0.027045,0.114726,-0.012982,0.027271,0.057861
94,0.783333,-0.057868,0.026122,0.005864,-0.036538,0.027046,0.114729,-0.012986,0.027269,0.057859
95,0.791667,-0.057869,0.026121,0.005862,-0.036541,0.027044,0.114726,-0.012988,0.027266,0.057863
96,0.8,-0.057868,0.026121,0.005867,-0.03654,0.027048,0.114724,-0.012988,0.027274,0.057861
97,0.808333,-0.057873,0.026122,0.005864,-0.036539,0.027044,0.114727,-0.012986,0.02727,0.05786
98,0.816667,-0.057868,0.026125,0.005864,-0.036539,0.027045,0.114728,-0.01299,0.027273,0.057861
99,0.825,-0.057869,0.026119,0.005869,-0.036538,0.027043,0.114725,-0.012988,0.027271,0.057863
100,0.833333,-0.057872,0.026124,0.005869,-0.03654,0.027048,0.114723,-0.012994,0.027268,0.057862
101,0.841667,-0.057868,0.026123,0.005872,-0.036538,0.027045,0.114725,-0.012994,0.027266,0.057864
102,0.85,-0.057867,0.026126,0.005872,-0.036541,0.027046,0.114722,-0.012991,0.027271,0.057865
103,0.858333,-0.057869,0.026122,0.005875,-0.03654,0.027041,0.114723,-0.012993,0.027275,0.057864
104,0.866667,-0.057868,0.02612,0.005873,-0.036537,0.027046,0.114724,-0.012997,0.027271,0.057866
105,0.875,-0.057869,0.026118,0.005873,-0.036541,0.027048,0.114724,-0.012993,0.027271,0.057862
106,0.883333,-0.057868,0.026123,0.005872,-0.036541,0.027044,0.11472,-0.012998,0.027275,0.057861
107,0.891667,-0.057869,0.026121,0.005872,-0.036541,0.02705,0.114718,-0.012995,0.027272,0.057864
108,0.9,-0.057865,0.026127,0.005874,-0.036538,0.027042,0.114721,-0.012997,0.027265,0.057861
109,0.908333,-0.05787,0.026125,0.005872,-0.03654,0.027046,0.114719,-0.013,0.027272,0.057863
110,0.916667,-0.057868,0.026121,0.005873,-0.036537,0.027045,0.114723,-0.012994,0.02727,0.057864
111,0.925,-0.057868,0.026121,0.005875,-0.03654,0.027046,0.114715,-0.012997,0.027272,0.057864
112,0.933333,-0.057866,0.026121,0.005875,-0.03654,0.027044,0.114719,-0.012998,0.027272,0.057865
113,0.941667,-0.057866,0.026124,0.005879,-0.036541,0.027047,0.114719,-0.013,0.027269,0.057862
114,0.95,-0.057868,0.02612,0.005877,-0.036538,0.027049,0.114715,-0.012998,0.027272,0.057865
115,0.958333,-0.05787,0.026121,0.005878,-0.03654,0.027046,0.114719,-0.013,0.027272,0.057865
116,0.966667,-0.057867,0.026122,0.005875,-0.03654,0.02705,0.114718,-0.012999,0.027275,0.057866
117,0.975,-0.057868,0.026122,0.005881,-0.036542,0.027045,0.114718,-0.012998,0.027273,0.057865
118,0.983333,-0.057868,0.026124,0.005876,-0.03654,0.027048,0.114716,-0.012998,0.027269,0.057865
119,0.991667,-0.05787,0.026122,0.005876,-0.036542,0.027048,0.114719,-0.013001,0.027272,0.057865
120,1,-0.057871,0.026123,0.005876,-0.036542,0.027046,0.114715,-0.012999,0.027271,0.057866
121,1.008333,-0.05787,0.026127,0.005877,-0.036543,0.027042,0.114717,-0.012998,0.027273,0.057865
122,1.016667,-0.057871,0.026122,0.005873,-0.036544,0.027046,0.114719,-0.012997,0.027274,0.057865
123,1.025,-0.057868,0.026124,0.005878,-0.036541,0.027043,0.114719,-0.012999,0.027274,0.057865
124,1.033333,-0.057869,0.026122,0.005877,-0.036542,0.027048,0.114717,-0.012999,0.027273,0.057865
125,1.041667,-0.057867,0.026126,0.00588,-0.036542,0.027046,0.114718,-0.013,0.027277,0.057867
126,1.05,-0.05787,0.026122,0.00588,-0.036543,0.027046,0.114717,-0.013001,0.027275,0.057869
127,1.058333,-0.057868,0.026124,0.005879,-0.036538,0.02705,0.114712,-0.013001,0.027269,0.057869
128,1.066667,-0.057868,0.026124,0.00588,-0.036539,0.027046,0.114716,-0.012997,0.027273,0.057863
129,1.075,-0.057868,0.026123,0.005878,-0.036543,0.027049,0.114716,-0.012999,0.027272,0.057868
130,1.083333,-0.057866,0.026122,0.005877,-0.03654,0.027046,0.114718,-0.013005,0.027271,0.057862
131,1.091667,-0.057867,0.026124,0.005877,-0.036543,0.027043,0.114716,-0.013005,0.027275,0.057865
132,1.1,-0.05787,0.026121,0.005878,-0.036547,0.027045,0.114716,-0.013004,0.027272,0.057866
133,1.108333,-0.057868,0.026119,0.005882,-0.036543,0.027042,0.114714,-0.013005,0.027271,0.057865
134,1.116667,-0.057869,0.026121,0.005885,-0.036541,0.027045,0.114719,-0.013008,0.027272,0.057868
135,1.125,-0.057868,0.02612,0.005885,-0.036543,0.027049,0.114716,-0.013006,0.027271,0.057872
136,1.133333,-0.057869,0.026121,0.005885,-0.036547,0.027044,0.114711,-0.013009,0.027272,0.057867
137,1.141667,-0.057868,0.026121,0.005889,-0.036543,0.027046,0.11471,-0.013011,0.02727,0.057869
138,1.15,-0.057866,0.026123,0.00589,-0.036542,0.027046,0.114709,-0.013012,0.027268,0.057865
139,1.158333,-0.057865,0.026119,0.005886,-0.036546,0.027043,0.114708,-0.013014,0.027276,0.057872
140,1.166667,-0.057864,0.026118,0.005889,-0.036545,0.027045,0.114709,-0.013013,0.027273,0.057872
141,1.175,-0.057867,0.026118,0.005892,-0.036545,0.027046,0.114712,-0.013017,0.027274,0.05787
142,1.183333,-0.057868,0.026116,0.005894,-0.036543,0.027045,0.114705,-0.013016,0.02727,0.057868
143,1.191667,-0.057867,0.026119,0.005895,-0.036547,0.027042,0.11471,-0.013022,0.027274,0.05787
144,1.2,-0.057871,0.026116,0.005897,-0.036548,0.027043,0.114708,-0.013022,0.027271,0.05787
145,1.208333,-0.057869,0.026119,0.005897,-0.036549,0.027047,0.114707,-0.013024,0.027269,0.05787
146,1.216667,-0.057869,0.02612,0.0059,-0.036548,0.027042,0.114708,-0.013028,0.027273,0.057871
147,1.225,-0.057869,0.026116,0.005897,-0.03655,0.027042,0.114703,-0.01303,0.027269,0.057873
148,1.233333,-0.057865,0.026116,0.005901,-0.036549,0.027044,0.114706,-0.01303,0.027271,0.05787
149,1.241667,-0.057865,0.026117,0.005903,-0.036547,0.027044,0.114702,-0.013028,0.027275,0.057872
150,1.25,-0.05787,0.026118,0.005905,-0.036549,0.027041,0.114699,-0.013032,0.027268,0.057875
151,1.258333,-0.057866,0.026118,0.005904,-0.03655,0.027044,0.1147,-0.013034,0.027272,0.057874
152,1.266667,-0.057868,0.026123,0.005905,-0.036549,0.027044,0.114697,-0.013034,0.027272,0.057867
153,1.275,-0.057868,0.02612,0.005908,-0.036548,0.027045,0.114696,-0.013037,0.027273,0.057873
154,1.283333,-0.057867,0.02612,0.005909,-0.036551,0.027044,0.114698,-0.013036,0.027274,0.057877
155,1.291667,-0.057866,0.02612,0.005911,-0.036552,0.027042,0.114695,-0.013041,0.027269,0.057877
156,1.3,-0.057868,0.026118,0.005912,-0.036552,0.027042,0.114694,-0.013046,0.027269,0.057878
