Frame,Time,Marker 1 X,Marker 1 Y,Marker 1 Z,Marker 2 X,Marker 2 Y,Marker 2 Z,Marker 3 X,Marker 3 Y,Marker 3 Z,Marker 4 X,Marker 4 Y,Marker 4 Z,Marker 5 X,Marker 5 Y,Marker 5 Z,Marker 6 X,Marker 6 Y,Marker 6 Z
0,0.000000,0.040943,0.043681,0.227031,0.043607,0.043865,0.181071,0.049868,0.043309,0.157320,0.054275,0.045668,0.064493,0.051780,0.042256,0.108115,0.046125,0.041479,0.270598
1,0.008333,0.040948,0.043679,0.227029,0.043611,0.043867,0.181069,0.049872,0.043306,0.157315,0.054280,0.045667,0.064488,0.051780,0.042254,0.108111,0.046124,0.041476,0.270592
2,0.016667,0.040946,0.043677,0.227028,0.043607,0.043871,0.181069,0.049867,0.043306,0.157312,0.054280,0.045666,0.064482,0.051782,0.042254,0.108105,0.046125,0.041475,0.270593
3,0.025000,0.040946,0.043684,0.227028,0.043609,0.043859,0.181068,0.049870,0.043302,0.157311,0.054275,0.045665,0.064486,0.051780,0.042258,0.108112,0.046129,0.041470,0.270587
4,0.033333,0.040951,0.043676,0.227027,0.043610,0.043856,0.181072,0.049873,0.043306,0.157322,0.054279,0.045669,0.064486,0.051781,0.042250,0.108112,0.046126,0.041481,0.270598
5,0.041667,0.040948,0.043680,0.227032,0.043610,0.043868,0.181074,0.049872,0.043312,0.157324,0.054279,0.045665,0.064490,0.051778,0.042262,0.108112,0.046126,0.041468,0.270595
6,0.050000,0.040943,0.043685,0.227032,0.043604,0.043861,0.181071,0.049870,0.043305,0.157321,0.054277,0.045666,0.064495,0.051775,0.042254,0.108118,0.046124,0.041466,0.270594
7,0.058333,0.040944,0.043688,0.227030,0.043602,0.043869,0.181079,0.049869,0.043313,0.157325,0.054277,0.045671,0.064496,0.051776,0.042256,0.108120,0.046118,0.041482,0.270600
8,0.066667,0.040944,0.043682,0.227031,0.043605,0.043862,0.181078,0.049869,0.043300,0.157321,0.054278,0.045668,0.064496,0.051775,0.042257,0.108115,0.046123,0.041471,0.270600
9,0.075000,0.040946,0.043683,0.227032,0.043605,0.043860,0.181076,0.049873,0.043306,0.157325,0.054274,0.045669,0.064496,0.051776,0.042255,0.108117,0.046126,0.041476,0.270599
