Frame,Time,Rigid Body 1 X,Rigid Body 1 Y,Rigid Body 1 Z,Rigid Body 2 X,Rigid Body 2 Y,Rigid Body 2 Z,Rigid Body 3 X,Rigid Body 3 Y,Rigid Body 3 Z,Rigid Body 4 X,Rigid Body 4 Y,Rigid Body 4 Z
3713,30.941667,0.024613,0.060486,0.150658,0.006321,0.062426,0.253417,0.028192,0.064564,0.02852,0.021296,0.064712,0.125129
3714,30.95,0.024225,0.060501,0.150537,0.006376,0.062338,0.253284,0.028122,0.064598,0.028848,0.021437,0.064552,0.125163
3715,30.958333,0.024239,0.060386,0.150663,0.006651,0.062437,0.2523,0.028064,0.064499,0.029535,0.021416,0.064541,0.125455
3716,30.966667,0.024416,0.060401,0.150649,0.006614,0.062597,0.251889,0.028048,0.064643,0.029899,0.021488,0.064646,0.12557
3717,30.975,0.024528,0.060455,0.150565,0.006425,0.062647,0.251963,0.028048,0.064628,0.02981,0.021571,0.064613,0.125538
3718,30.983333,0.02477,0.060388,0.150714,0.005951,0.062543,0.252743,0.028256,0.06453,0.028658,0.021373,0.064869,0.125594
3719,30.991667,0.024616,0.060461,0.150537,0.005536,0.06237,0.253414,0.02828,0.064586,0.028493,0.021264,0.064719,0.124989
3720,31,0.024332,0.060501,0.150578,0.005736,0.06231,0.25293,0.028192,0.064586,0.028977,0.021394,0.064619,0.125271
3721,31.008333,0.024455,0.060395,0.150656,0.005982,0.06256,0.252026,0.028172,0.064539,0.029631,0.021437,0.06461,0.125534
3722,31.016667,0.024557,0.06043,0.150669,0.005901,0.062704,0.251718,0.028153,0.064711,0.029911,0.021504,0.064587,0.125535
3723,31.025,0.024626,0.060348,0.150573,0.005621,0.062722,0.251986,0.028205,0.064603,0.029488,0.021521,0.064737,0.125639
3724,31.033333,0.024919,0.060423,0.150712,0.005018,0.062534,0.252848,0.028392,0.064542,0.028402,0.021228,0.064952,0.125445
3725,31.041667,0.024623,0.060519,0.150488,0.004734,0.062398,0.253242,0.028328,0.064643,0.028528,0.021245,0.064868,0.125022
3726,31.05,0.02446,0.060493,0.150586,0.004949,0.062384,0.252406,0.028216,0.064598,0.029111,0.02133,0.064705,0.125352
3727,31.058333,0.024633,0.0604,0.150624,0.004961,0.062632,0.251662,0.028197,0.064635,0.029628,0.021415,0.064653,0.125559
3728,31.066667,0.024691,0.060475,0.150609,0.004701,0.062677,0.251473,0.028191,0.064696,0.029809,0.021479,0.064618,0.125468
3729,31.075,0.024876,0.06042,0.150571,0.004256,0.062675,0.251932,0.028334,0.064546,0.029002,0.02143,0.064901,0.125682
3730,31.083333,0.025039,0.060509,0.150634,0.003595,0.062529,0.252713,0.028469,0.064519,0.028285,0.021099,0.064944,0.125205
3731,31.091667,0.024622,0.060552,0.150479,0.003478,0.062455,0.252703,0.028385,0.064626,0.028597,0.021258,0.064811,0.125118
3732,31.1,0.024622,0.060401,0.150595,0.003647,0.062581,0.251716,0.028287,0.064516,0.02926,0.021293,0.064735,0.125439
3733,31.108333,0.02476,0.060384,0.150623,0.003546,0.062771,0.251204,0.028255,0.064651,0.029624,0.021412,0.064693,0.12553
3734,31.116667,0.02476,0.060396,0.150538,0.003311,0.062728,0.251215,0.028258,0.06465,0.029621,0.021467,0.064704,0.125469
3735,31.125,0.025014,0.060378,0.150608,0.002786,0.062665,0.251872,0.028467,0.064547,0.028575,0.021279,0.065058,0.125655
3736,31.133333,0.025018,0.060532,0.150521,0.002232,0.062537,0.252472,0.028488,0.064557,0.028286,0.021006,0.064965,0.125051
3737,31.141667,0.024656,0.060567,0.150484,0.002276,0.062509,0.252104,0.028394,0.064557,0.0287,0.021178,0.064887,0.125208
3738,31.15,0.02472,0.060376,0.150552,0.002381,0.062647,0.251197,0.028312,0.064554,0.029307,0.021237,0.064789,0.125462
3739,31.158333,0.024849,0.060381,0.150552,0.002159,0.062723,0.250873,0.028282,0.064699,0.029573,0.021384,0.064796,0.125451
3740,31.166667,0.024914,0.060432,0.150458,0.001885,0.062718,0.251002,0.028345,0.064623,0.029315,0.021422,0.064848,0.125501
3741,31.175,0.0252,0.060431,0.150605,0.001304,0.062621,0.251681,0.028585,0.064484,0.028237,0.021109,0.065102,0.125512
3742,31.183333,0.025037,0.060624,0.150433,0.000917,0.062486,0.252123,0.028559,0.064577,0.028297,0.021013,0.065074,0.125012
3743,31.191667,0.02476,0.060553,0.1505,0.001044,0.062409,0.25155,0.028453,0.064494,0.02883,0.021138,0.06494,0.125306
3744,31.2,0.02491,0.06042,0.150545,0.001009,0.062661,0.250796,0.028374,0.064605,0.029354,0.021259,0.064885,0.125488
3745,31.208333,0.024975,0.060439,0.15055,0.000836,0.062744,0.250523,0.028321,0.064695,0.029527,0.021371,0.064845,0.125423
3746,31.216667,0.025077,0.060456,0.150479,0.000545,0.062728,0.250841,0.028423,0.06456,0.028937,0.02134,0.065054,0.125628
3747,31.225,0.025338,0.060577,0.15059,-0.000069,0.062504,0.25159,0.028649,0.064507,0.028074,0.020892,0.065117,0.125325
3748,31.233333,0.025013,0.060705,0.150457,-0.000229,0.062363,0.25187,0.028573,0.064576,0.02837,0.020996,0.065067,0.125082
3749,31.241667,0.024868,0.060551,0.150563,0.000089,0.062437,0.251076,0.028453,0.064559,0.029002,0.021089,0.064978,0.12543
3750,31.25,0.025009,0.060443,0.150587,0.000194,0.062796,0.250521,0.028377,0.064725,0.029403,0.021225,0.064933,0.125557
3751,31.258333,0.025039,0.060477,0.150563,0.000174,0.062857,0.250459,0.02837,0.06468,0.029475,0.021308,0.064897,0.125471
3752,31.266667,0.025259,0.060469,0.150578,-0.000131,0.062737,0.251033,0.028575,0.064577,0.028604,0.021157,0.065207,0.125734
3753,31.275,0.025425,0.06068,0.150575,-0.000701,0.062459,0.251763,0.028725,0.064568,0.028132,0.020796,0.065169,0.125192
3754,31.283333,0.025065,0.060709,0.150515,-0.000726,0.062349,0.251718,0.028654,0.064597,0.028528,0.021012,0.065092,0.125245
3755,31.291667,0.025029,0.060525,0.150591,-0.000431,0.062556,0.250805,0.028534,0.064591,0.029186,0.02111,0.065029,0.125548
3756,31.3,0.025191,0.060437,0.150634,-0.000333,0.062863,0.250418,0.028502,0.064719,0.029453,0.021228,0.064951,0.125607
3757,31.308333,0.025225,0.060504,0.150544,-0.000339,0.062867,0.25051,0.028538,0.064694,0.02937,0.021327,0.065005,0.125583
3758,31.316667,0.025575,0.060486,0.150659,-0.000818,0.06269,0.251222,0.028829,0.064534,0.028314,0.021025,0.065266,0.125747
3759,31.325,0.025516,0.060737,0.150527,-0.001391,0.062461,0.251784,0.028887,0.064594,0.028244,0.020841,0.06518,0.125118
3760,31.333333,0.025093,0.060685,0.150578,-0.001364,0.062428,0.251298,0.028804,0.064576,0.028713,0.021053,0.065131,0.125406
3761,31.341667,0.025138,0.060484,0.15059,-0.001193,0.062719,0.250415,0.028714,0.064629,0.029305,0.021097,0.065034,0.12563
3762,31.35,0.025281,0.060487,0.150623,-0.001136,0.062871,0.25019,0.028711,0.064754,0.029491,0.021197,0.064976,0.125607
3763,31.358333,0.025441,0.060576,0.150522,-0.001208,0.062817,0.250483,0.028842,0.06469,0.029131,0.021253,0.065137,0.12573
3764,31.366667,0.025791,0.060571,0.150668,-0.001792,0.062623,0.251219,0.02914,0.064559,0.028191,0.020883,0.065299,0.125602
3765,31.375,0.025537,0.060794,0.150502,-0.002208,0.062528,0.251481,0.029113,0.064714,0.028377,0.02096,0.065279,0.125192
3766,31.383333,0.025215,0.06066,0.150621,-0.002043,0.062584,0.250707,0.029004,0.064657,0.028947,0.021054,0.065143,0.125548
3767,31.391667,0.025341,0.06051,0.150603,-0.001957,0.062832,0.250072,0.028957,0.064647,0.029422,0.021114,0.065047,0.125737
3768,31.4,0.025497,0.060559,0.150621,-0.001922,0.062809,0.250007,0.028922,0.064731,0.029559,0.021218,0.064986,0.125638
3769,31.408333,0.025747,0.060571,0.150589,-0.002125,0.062769,0.250479,0.02908,0.064648,0.028834,0.0212,0.065257,0.125895
3770,31.416667,0.026006,0.060733,0.150657,-0.002704,0.06264,0.251084,0.029228,0.064643,0.028203,0.020834,0.065334,0.125479
3771,31.425,0.025624,0.060735,0.15055,-0.002889,0.06262,0.251042,0.029106,0.064759,0.028533,0.021039,0.065335,0.125384
3772,31.433333,0.02545,0.06062,0.150644,-0.002684,0.062699,0.250122,0.028961,0.064625,0.029144,0.02108,0.065141,0.125685
3773,31.441667,0.025639,0.060526,0.150585,-0.002725,0.062833,0.24971,0.028916,0.064703,0.02944,0.021162,0.065054,0.125782
3774,31.45,0.025756,0.060571,0.150564,-0.002782,0.062774,0.249789,0.02892,0.064743,0.029455,0.021267,0.065055,0.125674
3775,31.458333,0.026068,0.060629,0.150653,-0.003134,0.062784,0.250311,0.029181,0.064619,0.028462,0.021086,0.065354,0.125948
3776,31.466667,0.026117,0.060803,0.150594,-0.00362,0.062698,0.250726,0.02923,0.064712,0.028258,0.020852,0.06533,0.125379
3777,31.475,0.02573,0.060746,0.150587,-0.003558,0.062721,0.250352,0.029101,0.064768,0.028689,0.021078,0.065216,0.125542
3778,31.483333,0.025729,0.060574,0.150616,-0.003424,0.062783,0.249533,0.029011,0.064622,0.029231,0.021152,0.065096,0.125786
3779,31.491667,0.025921,0.060512,0.150591,-0.003575,0.062773,0.249323,0.028973,0.064725,0.029427,0.021241,0.06511,0.125771
3780,31.5,0.026038,0.060625,0.150551,-0.003714,0.06274,0.249503,0.029036,0.064725,0.029226,0.021326,0.065147,0.125809
3781,31.508333,0.026323,0.060656,0.15068,-0.004186,0.062707,0.250015,0.029296,0.064616,0.028243,0.02097,0.065329,0.125896
3782,31.516667,0.026121,0.060839,0.150531,-0.004573,0.062724,0.250213,0.029255,0.064761,0.02835,0.02089,0.065299,0.125388
3783,31.525,0.025765,0.060734,0.150632,-0.004446,0.062657,0.249671,0.029107,0.064728,0.028847,0.021019,0.065202,0.125676
3784,31.533333,0.025875,0.060567,0.150587,-0.004489,0.062792,0.249043,0.029026,0.06469,0.02927,0.021096,0.065113,0.125839
3785,31.541667,0.026075,0.060551,0.150604,-0.004638,0.062836,0.248818,0.028992,0.064759,0.029393,0.021223,0.065124,0.12575
3786,31.55,0.026275,0.060735,0.15052,-0.004839,0.06278,0.249096,0.029112,0.064724,0.028896,0.021275,0.065251,0.125963
3787,31.558333,0.026529,0.060734,0.1507,-0.005408,0.062656,0.249586,0.02934,0.064674,0.028141,0.020869,0.065351,0.125761
3788,31.566667,0.026095,0.060912,0.150526,-0.005611,0.062518,0.249648,0.029242,0.064816,0.028476,0.020945,0.065315,0.125494
3789,31.575,0.025878,0.060805,0.150664,-0.005531,0.062555,0.248975,0.029119,0.064694,0.029008,0.02097,0.065212,0.125804
3790,31.583333,0.026021,0.060647,0.15058,-0.005665,0.062656,0.248501,0.029068,0.064746,0.029306,0.021051,0.065115,0.125895
3791,31.591667,0.026199,0.060714,0.150593,-0.005708,0.06274,0.248384,0.029032,0.064808,0.02941,0.021191,0.065079,0.125807
3792,31.6,0.026516,0.060697,0.150649,-0.005944,0.062597,0.248788,0.029241,0.064723,0.028575,0.021133,0.065368,0.126115
3793,31.608333,0.026534,0.06088,0.150681,-0.00644,0.06242,0.249248,0.029361,0.064761,0.028196,0.020786,0.065381,0.125636
3794,31.616667,0.02607,0.060911,0.150602,-0.006482,0.062256,0.249159,0.02926,0.064843,0.028597,0.020884,0.065373,0.125641
3795,31.625,0.025912,0.06079,0.150641,-0.006455,0.062437,0.248445,0.029193,0.064727,0.029067,0.020868,0.06523,0.125867
3796,31.633333,0.026062,0.060681,0.150594,-0.006567,0.062595,0.248121,0.029162,0.064846,0.029301,0.020979,0.065129,0.125884
3797,31.641667,0.026298,0.060775,0.150579,-0.006535,0.062603,0.248158,0.029171,0.064824,0.029296,0.021172,0.065178,0.125903
3798,31.65,0.026696,0.060802,0.150734,-0.006834,0.062504,0.2486,0.029443,0.064692,0.028311,0.020968,0.065475,0.126143
3799,31.658333,0.026497,0.061037,0.150629,-0.007215,0.062246,0.249041,0.029471,0.064804,0.028314,0.020774,0.065404,0.125572
3800,31.666667,0.026162,0.060962,0.150635,-0.007105,0.062189,0.248741,0.029386,0.064787,0.028738,0.020834,0.065376,0.125761
3801,31.675,0.026014,0.060701,0.150624,-0.007111,0.062369,0.248149,0.029348,0.06476,0.029121,0.020865,0.065206,0.125899
3802,31.683333,0.026145,0.060669,0.150616,-0.007142,0.062457,0.247958,0.029329,0.064858,0.029295,0.020966,0.065128,0.125857
3803,31.691667,0.026447,0.060819,0.15057,-0.00712,0.062512,0.248099,0.029393,0.064798,0.02901,0.021103,0.065277,0.126014
3804,31.7,0.026783,0.060943,0.150753,-0.00748,0.062292,0.248625,0.029673,0.064703,0.028118,0.020753,0.065396,0.126001
3805,31.708333,0.026496,0.061104,0.150538,-0.00767,0.062076,0.248875,0.029616,0.0648,0.02839,0.020771,0.065425,0.125544
3806,31.716667,0.02628,0.060931,0.150611,-0.007503,0.062125,0.248391,0.029522,0.064755,0.028843,0.020796,0.065358,0.125801
3807,31.725,0.026192,0.060747,0.150533,-0.007546,0.062487,0.247829,0.029492,0.064831,0.029123,0.020881,0.065181,0.125867
3808,31.733333,0.026313,0.06078,0.150588,-0.007517,0.062509,0.247764,0.029447,0.064837,0.029252,0.020988,0.06513,0.125807
3809,31.741667,0.02664,0.060862,0.150575,-0.007616,0.062315,0.248151,0.029599,0.064764,0.028604,0.021011,0.065352,0.126131
3810,31.75,0.026764,0.061014,0.150676,-0.00807,0.06214,0.248592,0.029809,0.064714,0.028071,0.020646,0.065426,0.125773
3811,31.758333,0.026475,0.061104,0.150499,-0.008079,0.062013,0.248604,0.029757,0.064755,0.028447,0.020755,0.065466,0.125606
3812,31.766667,0.026283,0.060934,0.150545,-0.007908,0.062201,0.247986,0.029664,0.064777,0.028896,0.020702,0.065354,0.125758
3813,31.775,0.02623,0.060795,0.150444,-0.007994,0.062402,0.247609,0.029645,0.064847,0.029075,0.020817,0.065208,0.125784
3814,31.783333,0.026391,0.06085,0.150461,-0.007955,0.062396,0.247605,0.029599,0.064821,0.029112,0.020956,0.065204,0.125751
3815,31.791667,0.026768,0.060919,0.150566,-0.008208,0.062281,0.248008,0.029845,0.064725,0.028206,0.020879,0.065481,0.126106
3816,31.8,0.026696,0.061169,0.150537,-0.008616,0.062023,0.248424,0.029962,0.06468,0.028067,0.020619,0.065527,0.12555
3817,31.808333,0.026445,0.061121,0.150448,-0.008475,0.062009,0.248224,0.029892,0.06472,0.02846,0.020669,0.06551,0.125619
3818,31.816667,0.02628,0.060912,0.150427,-0.008381,0.062188,0.2476,0.029817,0.064787,0.028876,0.020638,0.065358,0.125711
3819,31.825,0.026292,0.060853,0.150386,-0.008443,0.062252,0.247384,0.029763,0.064837,0.029013,0.020758,0.065244,0.125686
3820,31.833333,0.026495,0.060948,0.150352,-0.008435,0.062247,0.247497,0.029739,0.064797,0.028849,0.020979,0.065362,0.12582
3821,31.841667,0.026833,0.060925,0.1506,-0.008803,0.06212,0.24793,0.030022,0.064667,0.027892,0.020647,0.065515,0.125982
3822,31.85,0.026577,0.061259,0.1504,-0.009028,0.061961,0.248202,0.030044,0.064684,0.028074,0.020559,0.065609,0.125433
3823,31.858333,0.026411,0.061131,0.150393,-0.008779,0.062088,0.247764,0.029944,0.064734,0.028508,0.020533,0.065528,0.12562
3824,31.866667,0.026282,0.060915,0.150311,-0.008755,0.06213,0.247327,0.029901,0.0648,0.028832,0.020566,0.065375,0.125673
3825,31.875,0.026356,0.060918,0.150331,-0.008769,0.06214,0.247248,0.029814,0.06482,0.02894,0.020706,0.06528,0.125599
3826,31.883333,0.026599,0.060977,0.150304,-0.008874,0.062177,0.247451,0.02987,0.064771,0.028467,0.020882,0.065458,0.125899
3827,31.891667,0.026824,0.061044,0.15052,-0.00931,0.061964,0.247881,0.030133,0.064657,0.027755,0.020471,0.065574,0.125732
3828,31.9,0.026518,0.061287,0.150293,-0.009323,0.061914,0.247945,0.0301,0.06468,0.028106,0.020552,0.065779,0.125419
3829,31.908333,0.02638,0.061096,0.150309,-0.009074,0.062051,0.247398,0.030021,0.064732,0.028555,0.020453,0.065513,0.125584
3830,31.916667,0.026331,0.060968,0.150215,-0.009134,0.062169,0.247043,0.029995,0.064807,0.028792,0.020531,0.065389,0.125602
3831,31.925,0.026405,0.060985,0.150253,-0.009144,0.062246,0.24701,0.029898,0.064797,0.028868,0.020712,0.065304,0.125559
3832,31.933333,0.026735,0.060995,0.150348,-0.009383,0.062142,0.247354,0.030073,0.064735,0.028076,0.020717,0.065569,0.125967
3833,31.941667,0.026731,0.061158,0.150414,-0.009768,0.062085,0.247661,0.03025,0.064632,0.027763,0.02036,0.065655,0.125491
3834,31.95,0.026448,0.061341,0.150254,-0.009613,0.061995,0.247626,0.030185,0.06471,0.028162,0.020437,0.065706,0.12547
3835,31.958333,0.026339,0.061095,0.150236,-0.009448,0.062163,0.247023,0.030096,0.064748,0.028593,0.020345,0.065528,0.125555
3836,31.966667,0.026365,0.060999,0.150174,-0.009543,0.062188,0.246786,0.03003,0.064806,0.028768,0.020519,0.065392,0.125568
3837,31.975,0.026467,0.061058,0.150156,-0.009564,0.062192,0.246856,0.029964,0.064804,0.028688,0.020742,0.065444,0.12561
3838,31.983333,0.026821,0.061072,0.150387,-0.009901,0.062109,0.2472,0.030243,0.064672,0.027733,0.020481,0.065619,0.125915
3839,31.991667,0.026622,0.061313,0.150276,-0.010156,0.061998,0.247468,0.030329,0.064644,0.027811,0.020306,0.065726,0.125341
3840,32,0.026411,0.061302,0.150196,-0.009942,0.061966,0.247246,0.030242,0.06474,0.028229,0.020332,0.06572,0.125488
3841,32.008333,0.026339,0.061081,0.150145,-0.009881,0.062068,0.246711,0.030166,0.064764,0.028588,0.02034,0.065511,0.125556
3842,32.016667,0.026394,0.061067,0.15014,-0.009932,0.06207,0.246599,0.030053,0.064798,0.028713,0.020527,0.065436,0.125519
3843,32.025,0.026581,0.061018,0.150127,-0.00999,0.062069,0.246762,0.030054,0.064783,0.028402,0.020676,0.065527,0.1257
3844,32.033333,0.026858,0.061131,0.150372,-0.010374,0.061962,0.247087,0.03037,0.064629,0.027557,0.020284,0.065744,0.125752
3845,32.041667,0.026556,0.061325,0.150183,-0.010454,0.061916,0.247239,0.030367,0.064672,0.027881,0.0203,0.065897,0.125306
3846,32.05,0.026392,0.061231,0.150138,-0.010213,0.062024,0.246823,0.03025,0.064753,0.028311,0.02025,0.065699,0.125493
3847,32.058333,0.026393,0.061105,0.150058,-0.010221,0.062157,0.24638,0.030175,0.064774,0.028576,0.020366,0.065537,0.125542
3848,32.066667,0.026471,0.061004,0.150118,-0.010239,0.062112,0.246376,0.030033,0.064803,0.028655,0.020519,0.06543,0.125468
3849,32.075,0.026728,0.061052,0.150135,-0.0104,0.062145,0.246588,0.030136,0.064755,0.028031,0.020556,0.065618,0.125829
3850,32.083333,0.026818,0.061212,0.150305,-0.010789,0.061995,0.246894,0.030412,0.064618,0.027528,0.020125,0.065734,0.125511
3851,32.091667,0.026522,0.061402,0.150113,-0.010746,0.062006,0.246911,0.030341,0.064721,0.027958,0.0202,0.065812,0.125363
3852,32.1,0.026424,0.061149,0.150099,-0.010538,0.062095,0.246403,0.030233,0.064749,0.028375,0.020202,0.065748,0.125503
3853,32.108333,0.026469,0.061032,0.150029,-0.010602,0.062088,0.246153,0.03013,0.064795,0.028556,0.020349,0.065538,0.1255
3854,32.116667,0.026584,0.061054,0.150039,-0.010612,0.062074,0.246217,0.030006,0.064792,0.028554,0.020527,0.065492,0.125469
3855,32.125,0.026893,0.061152,0.150183,-0.010882,0.062088,0.24643,0.030238,0.064698,0.027671,0.020381,0.065706,0.125854
3856,32.133333,0.026744,0.061312,0.15018,-0.011187,0.061941,0.246676,0.030392,0.064635,0.027589,0.02008,0.06581,0.125325
3857,32.141667,0.026489,0.061352,0.150078,-0.011044,0.062006,0.246526,0.030295,0.06475,0.028023,0.020124,0.065814,0.125413
3858,32.15,0.026459,0.061112,0.150022,-0.010923,0.062071,0.246019,0.030206,0.064746,0.02841,0.020184,0.065719,0.125503
3859,32.158333,0.026562,0.061062,0.150002,-0.010968,0.062036,0.245902,0.030069,0.064813,0.028531,0.020327,0.065534,0.125451
3860,32.166667,0.026685,0.061068,0.14997,-0.010985,0.062101,0.245985,0.030012,0.064841,0.02836,0.020516,0.065594,0.125546
3861,32.175,0.026943,0.061208,0.15017,-0.011308,0.061953,0.246237,0.030293,0.064636,0.027543,0.0202,0.065784,0.125645
3862,32.183333,0.026653,0.0614,0.150032,-0.011374,0.061878,0.246404,0.030318,0.064658,0.027795,0.020168,0.065773,0.125252
3863,32.191667,0.026489,0.061179,0.150046,-0.011113,0.061986,0.246136,0.030218,0.064725,0.02823,0.020224,0.065647,0.125397
3864,32.2,0.026466,0.06105,0.149958,-0.011042,0.061977,0.245857,0.030169,0.064752,0.028538,0.020374,0.065472,0.125462
3865,32.208333,0.026606,0.06103,0.15001,-0.010974,0.06196,0.245886,0.030045,0.064791,0.028682,0.020515,0.065383,0.125411
3866,32.216667,0.026689,0.060999,0.149981,-0.010947,0.061919,0.245995,0.029984,0.06476,0.028524,0.020649,0.065436,0.125528
3867,32.225,0.026807,0.061045,0.149999,-0.011019,0.061851,0.246145,0.030011,0.064691,0.028217,0.020431,0.065449,0.125394
3868,32.233333,0.026598,0.061103,0.149974,-0.010845,0.061926,0.24626,0.029839,0.064719,0.02842,0.020549,0.065434,0.125252
3869,32.241667,0.026455,0.060964,0.149929,-0.010624,0.061909,0.246193,0.029612,0.0648,0.028726,0.020654,0.065289,0.125302
3870,32.25,0.026449,0.060901,0.149931,-0.010493,0.06193,0.246108,0.029428,0.064874,0.028942,0.020698,0.065167,0.125344
3871,32.258333,0.026501,0.060927,0.149982,-0.01034,0.061927,0.246138,0.029216,0.06488,0.029138,0.020773,0.065141,0.125357
3872,32.266667,0.02664,0.060903,0.149971,-0.010401,0.06183,0.246285,0.029129,0.064819,0.028841,0.020807,0.065224,0.125553
3873,32.275,0.026712,0.060983,0.149999,-0.0104,0.061759,0.24653,0.029001,0.064784,0.028668,0.020682,0.065199,0.125285
3874,32.283333,0.026567,0.060938,0.149978,-0.010167,0.061765,0.246697,0.028725,0.064857,0.028901,0.02094,0.065159,0.125269
3875,32.291667,0.026448,0.060882,0.149907,-0.00993,0.061836,0.246585,0.028462,0.064906,0.029166,0.021063,0.065024,0.125324
3876,32.3,0.026441,0.060898,0.149963,-0.009735,0.061935,0.246506,0.028263,0.064842,0.02935,0.021014,0.065011,0.125366
3877,32.308333,0.026446,0.060898,0.150001,-0.009531,0.061981,0.246556,0.028022,0.064844,0.02949,0.021081,0.064991,0.125418
3878,32.316667,0.026594,0.06081,0.149999,-0.009589,0.061929,0.246824,0.027887,0.064894,0.029051,0.020998,0.06506,0.125527
3879,32.325,0.026604,0.06097,0.149995,-0.009465,0.061759,0.247193,0.027623,0.064882,0.028958,0.02095,0.065049,0.125232
3880,32.333333,0.02647,0.0609,0.149947,-0.009129,0.061844,0.247253,0.027239,0.064876,0.029248,0.021254,0.064979,0.125252
3881,32.341667,0.026363,0.060863,0.149923,-0.00889,0.061868,0.247155,0.026966,0.064958,0.029481,0.02125,0.064819,0.125269
3882,32.35,0.026357,0.060886,0.149965,-0.008669,0.061939,0.247147,0.02686,0.064946,0.029682,0.021151,0.064785,0.12525
3883,32.358333,0.026307,0.060898,0.149903,-0.008547,0.06201,0.247225,0.026889,0.06491,0.029623,0.02125,0.064937,0.125388
3884,32.366667,0.026476,0.0609,0.149909,-0.00861,0.061946,0.247578,0.027023,0.064843,0.029217,0.021084,0.064999,0.125277
3885,32.375,0.026463,0.060897,0.149933,-0.008377,0.061788,0.247908,0.02706,0.064832,0.029308,0.021261,0.064824,0.125076
3886,32.383333,0.026308,0.060739,0.149895,-0.008024,0.061899,0.247894,0.026978,0.064811,0.029701,0.021538,0.064619,0.125138
3887,32.391667,0.026209,0.060698,0.14992,-0.007773,0.062125,0.247712,0.026973,0.064849,0.029917,0.021536,0.064591,0.125194
3888,32.4,0.026174,0.060701,0.149958,-0.007547,0.062226,0.2477,0.026925,0.064905,0.030087,0.021496,0.064546,0.125162
3889,32.408333,0.02616,0.060722,0.149857,-0.007473,0.062265,0.24785,0.026875,0.064876,0.029808,0.021545,0.064639,0.125315
3890,32.416667,0.026372,0.060755,0.149887,-0.007449,0.062159,0.248305,0.026825,0.064841,0.029465,0.021393,0.064698,0.12505
3891,32.425,0.026284,0.060773,0.149872,-0.007081,0.062035,0.248623,0.026665,0.064855,0.029617,0.021692,0.064552,0.124995
3892,32.433333,0.026177,0.060766,0.14983,-0.006631,0.062172,0.248576,0.026436,0.064907,0.029966,0.021931,0.064525,0.125074
3893,32.441667,0.026146,0.060788,0.149864,-0.006314,0.062473,0.248424,0.026291,0.064962,0.030105,0.021914,0.064527,0.125099
3894,32.45,0.026084,0.060797,0.149882,-0.006,0.062606,0.248477,0.026061,0.064866,0.030143,0.021952,0.064501,0.125089
3895,32.458333,0.026161,0.0608,0.149781,-0.005875,0.062516,0.248917,0.025874,0.064884,0.029641,0.021948,0.064557,0.12518
3896,32.466667,0.026302,0.060785,0.149877,-0.005692,0.062318,0.249523,0.025692,0.064929,0.029468,0.021892,0.064599,0.124889
3897,32.475,0.026248,0.060732,0.149929,-0.005153,0.062426,0.249791,0.025447,0.064917,0.029777,0.022188,0.064465,0.125005
3898,32.483333,0.026156,0.060677,0.149937,-0.004569,0.062621,0.249742,0.025193,0.06498,0.030136,0.022304,0.06444,0.125119
3899,32.491667,0.026105,0.060746,0.149996,-0.004069,0.062737,0.249721,0.025032,0.064995,0.030294,0.022289,0.064425,0.125148
3900,32.5,0.026052,0.060699,0.14995,-0.00355,0.06279,0.249894,0.02487,0.06492,0.030209,0.022346,0.064437,0.125211
3901,32.508333,0.026239,0.060716,0.149866,-0.003311,0.062663,0.250568,0.024778,0.064969,0.029652,0.02224,0.064549,0.125122
3902,32.516667,0.026298,0.060745,0.149926,-0.002842,0.062651,0.251122,0.024719,0.065028,0.029627,0.022366,0.064437,0.124844
3903,32.525,0.026211,0.060669,0.149942,-0.002021,0.062682,0.251161,0.024568,0.064976,0.030037,0.022605,0.064303,0.124979
3904,32.533333,0.02614,0.060674,0.149936,-0.001284,0.062789,0.251027,0.024459,0.064864,0.030303,0.02264,0.064312,0.125103
3905,32.541667,0.026118,0.060754,0.150008,-0.000722,0.062861,0.251073,0.024321,0.064697,0.030342,0.022646,0.064295,0.125102
3906,32.55,0.026128,0.060709,0.149892,-0.000302,0.062869,0.251428,0.024059,0.064744,0.030011,0.022749,0.064371,0.125201
3907,32.558333,0.026316,0.060728,0.149897,-0.000095,0.062832,0.252152,0.023829,0.064834,0.029496,0.022629,0.064453,0.124938
3908,32.566667,0.026249,0.060839,0.149995,0.000444,0.062758,0.252516,0.023565,0.064832,0.029549,0.022806,0.064395,0.124871
3909,32.575,0.026182,0.060676,0.150011,0.001133,0.062841,0.252341,0.02315,0.064765,0.030016,0.022962,0.064332,0.125061
3910,32.583333,0.026149,0.06076,0.150066,0.001743,0.062801,0.252163,0.022797,0.064636,0.030202,0.022944,0.064255,0.125178
3911,32.591667,0.026111,0.060782,0.150096,0.002226,0.062817,0.25222,0.022451,0.064601,0.03027,0.022925,0.064248,0.125147
3912,32.6,0.026131,0.060696,0.149933,0.002424,0.062813,0.252644,0.022161,0.064699,0.02975,0.022907,0.064382,0.125241
3913,32.608333,0.026289,0.060802,0.149965,0.002607,0.062705,0.253299,0.022036,0.064917,0.029508,0.022791,0.064443,0.124862
3914,32.616667,0.026159,0.060836,0.150044,0.003085,0.062753,0.253288,0.022023,0.064972,0.029782,0.02296,0.064283,0.124933
