Frame,Time,Rigid Body 1 X,Rigid Body 1 Y,Rigid Body 1 Z,Rigid Body 2 X,Rigid Body 2 Y,Rigid Body 2 Z,Rigid Body 3 X,Rigid Body 3 Y,Rigid Body 3 Z,Rigid Body 4 X,Rigid Body 4 Y,Rigid Body 4 Z
1959,16.325,0.021327,0.061274,0.150674,0.014627,0.062535,0.253289,0.021031,0.064663,0.029953,0.022178,0.063752,0.125485
1960,16.333333,0.021283,0.06122,0.150671,0.014999,0.062623,0.252568,0.021114,0.064721,0.030677,0.022024,0.06379,0.12569
1961,16.341667,0.021359,0.061249,0.150755,0.015183,0.062729,0.252145,0.021207,0.064778,0.030978,0.021876,0.063805,0.125834
1962,16.35,0.021373,0.061249,0.150706,0.015331,0.062601,0.252067,0.021203,0.064801,0.030989,0.021919,0.063787,0.125771
1963,16.358333,0.02143,0.061302,0.150504,0.015422,0.062549,0.252616,0.021228,0.064693,0.030184,0.022045,0.063957,0.125744
1964,16.366667,0.021321,0.061328,0.150495,0.015615,0.06255,0.253083,0.021237,0.064585,0.029657,0.022127,0.063895,0.125231
1965,16.375,0.021039,0.061358,0.150488,0.015996,0.06248,0.252668,0.021246,0.0647,0.029947,0.022157,0.063793,0.125369
1966,16.383333,0.021016,0.061312,0.150473,0.01637,0.06251,0.251984,0.021405,0.064731,0.030666,0.021954,0.063813,0.125562
1967,16.391667,0.021046,0.061329,0.150571,0.016624,0.062515,0.25168,0.021536,0.06475,0.030827,0.02183,0.063813,0.125626
1968,16.4,0.020901,0.061311,0.150497,0.016792,0.062444,0.251828,0.021548,0.064707,0.030638,0.021898,0.063848,0.125621
1969,16.408333,0.020884,0.061437,0.150398,0.016977,0.062501,0.25251,0.021602,0.06458,0.029784,0.021865,0.063997,0.125471
1970,16.416667,0.020659,0.061465,0.150418,0.017303,0.062537,0.252673,0.021608,0.06458,0.029616,0.02186,0.063893,0.125185
1971,16.425,0.020496,0.061387,0.150427,0.01765,0.062499,0.252045,0.021649,0.06472,0.03021,0.021811,0.063831,0.125407
1972,16.433333,0.020572,0.061311,0.150501,0.017733,0.062549,0.251657,0.021771,0.064691,0.030713,0.021702,0.063861,0.125557
1973,16.441667,0.020603,0.061351,0.150602,0.017693,0.062495,0.251592,0.021796,0.064672,0.030753,0.02169,0.063826,0.125572
1974,16.45,0.020571,0.061317,0.150513,0.017644,0.062597,0.251867,0.021807,0.064584,0.030376,0.021768,0.06393,0.125694
1975,16.458333,0.020605,0.061456,0.150473,0.017675,0.062564,0.25248,0.021811,0.064503,0.02973,0.021753,0.06399,0.12539
1976,16.466667,0.020351,0.061489,0.150466,0.017962,0.062558,0.252367,0.021782,0.064635,0.029803,0.021797,0.063851,0.125314
1977,16.475,0.020273,0.061386,0.150473,0.018175,0.062515,0.251769,0.02183,0.064755,0.030447,0.021687,0.063842,0.125472
1978,16.483333,0.020317,0.061438,0.150556,0.018258,0.062694,0.251464,0.021932,0.064728,0.030713,0.021594,0.063874,0.125589
1979,16.491667,0.020278,0.061384,0.150621,0.018258,0.062668,0.251427,0.02189,0.064636,0.030727,0.021599,0.063834,0.125576
1980,16.5,0.020335,0.061393,0.150488,0.018169,0.062645,0.25193,0.02189,0.064523,0.030113,0.021669,0.064013,0.125696
1981,16.508333,0.020291,0.06151,0.1505,0.018325,0.062558,0.252429,0.021867,0.0645,0.029684,0.021662,0.06397,0.125303
1982,16.516667,0.020013,0.061447,0.150485,0.018643,0.062469,0.252142,0.02184,0.064696,0.02998,0.021677,0.063839,0.125394
1983,16.525,0.020002,0.061412,0.150505,0.018834,0.062631,0.251571,0.02194,0.064783,0.030597,0.021547,0.06388,0.125532
1984,16.533333,0.020054,0.061458,0.150628,0.018865,0.062767,0.251357,0.022005,0.064698,0.03075,0.021485,0.06389,0.125624
1985,16.541667,0.020081,0.061447,0.150613,0.018846,0.062736,0.251426,0.021974,0.06459,0.030662,0.021544,0.063898,0.125658
1986,16.55,0.020168,0.061462,0.15052,0.018785,0.062639,0.252118,0.021992,0.064476,0.029911,0.021613,0.064057,0.125648
1987,16.558333,0.020006,0.061531,0.150536,0.019037,0.062554,0.252433,0.021961,0.064524,0.029709,0.02163,0.063925,0.125315
1988,16.566667,0.019803,0.061441,0.150537,0.019349,0.062523,0.251939,0.021962,0.064739,0.030207,0.021596,0.063859,0.125486
1989,16.575,0.019827,0.061442,0.150574,0.019419,0.062784,0.251446,0.022091,0.06478,0.030718,0.021474,0.063899,0.125622
1990,16.583333,0.019922,0.061506,0.150688,0.019389,0.062868,0.2513,0.02211,0.06469,0.030802,0.021451,0.063885,0.12567
1991,16.591667,0.019979,0.061484,0.150604,0.019323,0.062745,0.251559,0.022106,0.064544,0.030538,0.021567,0.063962,0.125752
1992,16.6,0.020039,0.061511,0.150564,0.019326,0.062643,0.252274,0.022121,0.064435,0.029781,0.021603,0.064037,0.125561
1993,16.608333,0.019798,0.061566,0.150535,0.019646,0.062573,0.252317,0.022083,0.064565,0.029804,0.02164,0.063874,0.125385
1994,16.616667,0.019644,0.061445,0.150554,0.019896,0.062613,0.251727,0.02211,0.064768,0.030427,0.021539,0.063886,0.125546
1995,16.625,0.019687,0.061508,0.150621,0.019912,0.062879,0.251332,0.022236,0.064775,0.030771,0.021427,0.06391,0.125675
1996,16.633333,0.019782,0.061505,0.150701,0.019879,0.06289,0.251268,0.022216,0.064672,0.03081,0.021445,0.063879,0.125666
1997,16.641667,0.019865,0.061498,0.150567,0.019802,0.062772,0.251718,0.022254,0.064486,0.030295,0.02158,0.064016,0.125786
1998,16.65,0.019859,0.061569,0.150574,0.019911,0.06264,0.252363,0.022257,0.064415,0.029706,0.021584,0.064013,0.12544
1999,16.658333,0.019573,0.061582,0.150535,0.020287,0.062603,0.252145,0.022223,0.064606,0.029946,0.021608,0.063864,0.125464
2000,16.666667,0.019505,0.061511,0.150554,0.020475,0.062691,0.251532,0.022317,0.064766,0.030605,0.021465,0.063907,0.125596
2001,16.675,0.019554,0.061569,0.150655,0.020497,0.062949,0.251239,0.022399,0.064764,0.030784,0.021391,0.063929,0.12569
2002,16.683333,0.019636,0.061542,0.150659,0.020481,0.062906,0.251244,0.022399,0.064649,0.030745,0.021454,0.063897,0.125676
2003,16.691667,0.019736,0.061553,0.150532,0.020473,0.06277,0.251893,0.022453,0.06441,0.030038,0.02156,0.064061,0.125727
2004,16.7,0.019619,0.061613,0.15055,0.020725,0.062664,0.252292,0.022457,0.064432,0.029691,0.021563,0.063969,0.125363
2005,16.708333,0.019375,0.06159,0.150506,0.021052,0.062609,0.251883,0.022447,0.064631,0.030138,0.02154,0.063874,0.125507
2006,16.716667,0.01936,0.061563,0.150551,0.021161,0.062791,0.251379,0.022584,0.064745,0.030696,0.021408,0.063922,0.125626
2007,16.725,0.019443,0.061583,0.150684,0.021187,0.062934,0.251176,0.022647,0.064717,0.030783,0.02137,0.063912,0.125679
2008,16.733333,0.019508,0.06157,0.150617,0.021168,0.06287,0.25131,0.022666,0.064552,0.030633,0.021471,0.063961,0.125725
2009,16.741667,0.019563,0.061613,0.150549,0.021185,0.062754,0.252048,0.022736,0.064379,0.029858,0.02152,0.064088,0.125643
2010,16.75,0.019359,0.061679,0.150506,0.02142,0.062612,0.2522,0.02273,0.064449,0.029748,0.021523,0.06393,0.125374
2011,16.758333,0.019201,0.061575,0.150504,0.021613,0.062658,0.251688,0.02276,0.064636,0.030335,0.021462,0.063906,0.125536
2012,16.766667,0.019253,0.061632,0.150563,0.021636,0.062896,0.251242,0.022905,0.064717,0.030742,0.02138,0.063939,0.125646
2013,16.775,0.019365,0.061659,0.150656,0.021594,0.062963,0.251152,0.022894,0.064636,0.030773,0.021378,0.063898,0.125654
2014,16.783333,0.019427,0.061627,0.150545,0.021531,0.062902,0.251466,0.022963,0.064498,0.0304,0.021503,0.064021,0.12577
2015,16.791667,0.019434,0.061678,0.150533,0.021621,0.062742,0.252156,0.023005,0.064367,0.029747,0.02151,0.064065,0.125503
2016,16.8,0.01917,0.061686,0.150475,0.021863,0.062667,0.252033,0.022999,0.064524,0.029865,0.021526,0.063895,0.125426
2017,16.808333,0.019093,0.061647,0.150484,0.021944,0.06274,0.251471,0.023075,0.064698,0.030496,0.02142,0.063931,0.125557
2018,16.816667,0.01916,0.061704,0.15058,0.021979,0.063,0.251139,0.023157,0.0647,0.030747,0.021349,0.06394,0.125654
2019,16.825,0.019237,0.061699,0.150616,0.021942,0.062943,0.251131,0.02315,0.064595,0.030752,0.021376,0.063902,0.125635
2020,16.833333,0.019302,0.061684,0.150491,0.021908,0.062878,0.251632,0.023212,0.064393,0.030171,0.021488,0.064086,0.125756
2021,16.841667,0.019225,0.06178,0.150494,0.022074,0.062782,0.25211,0.023247,0.064353,0.029717,0.021476,0.064036,0.125396
2022,16.85,0.01896,0.061705,0.150443,0.022226,0.062701,0.251767,0.02326,0.064544,0.030016,0.021481,0.063897,0.125475
2023,16.858333,0.018944,0.061699,0.150452,0.02227,0.062862,0.251254,0.02337,0.064683,0.030616,0.021375,0.063948,0.12557
2024,16.866667,0.019043,0.061747,0.15057,0.022295,0.063001,0.251024,0.023421,0.064675,0.030724,0.021328,0.063941,0.125629
2025,16.875,0.01912,0.061656,0.150544,0.022286,0.06295,0.251085,0.023435,0.064544,0.030666,0.021391,0.063943,0.125641
2026,16.883333,0.01919,0.06173,0.150446,0.022307,0.062872,0.251726,0.023499,0.064333,0.029929,0.02149,0.064109,0.125663
2027,16.891667,0.019015,0.061782,0.150423,0.022471,0.062808,0.251988,0.023554,0.064372,0.0297,0.021485,0.063986,0.125336
2028,16.9,0.018811,0.061735,0.150384,0.022552,0.062771,0.251531,0.023574,0.064547,0.030174,0.021457,0.063922,0.125482
2029,16.908333,0.018874,0.061696,0.150446,0.022536,0.062912,0.251146,0.02369,0.064643,0.03069,0.021356,0.063952,0.125579
2030,16.916667,0.019002,0.061772,0.150549,0.022521,0.062955,0.251022,0.023714,0.064634,0.030748,0.02135,0.063919,0.125612
2031,16.925,0.01908,0.061746,0.150468,0.022486,0.062922,0.251223,0.023751,0.064474,0.030514,0.021448,0.064002,0.125705
2032,16.933333,0.019089,0.061809,0.150431,0.02255,0.062874,0.251917,0.023838,0.064278,0.029767,0.021483,0.064096,0.125534
2033,16.941667,0.018838,0.061858,0.150378,0.022681,0.062812,0.251919,0.02388,0.064322,0.02977,0.021498,0.063939,0.125372
2034,16.95,0.018707,0.061761,0.150369,0.022685,0.062808,0.251381,0.02397,0.064541,0.030366,0.021417,0.063946,0.125521
2035,16.958333,0.018797,0.06179,0.150451,0.02269,0.062957,0.251079,0.024067,0.0646,0.030741,0.021351,0.063958,0.125606
2036,16.966667,0.018883,0.061806,0.150527,0.022673,0.062942,0.251041,0.024068,0.064564,0.03078,0.021361,0.063903,0.125605
2037,16.975,0.018957,0.061821,0.150402,0.022617,0.062913,0.251428,0.024176,0.064425,0.03031,0.021457,0.06406,0.125736
2038,16.983333,0.018917,0.06193,0.150402,0.02273,0.062874,0.252019,0.024248,0.064247,0.029721,0.021456,0.064077,0.125424
2039,16.991667,0.018627,0.061934,0.150364,0.022811,0.062834,0.25181,0.024273,0.064377,0.029916,0.021477,0.063935,0.125444
2040,17,0.018581,0.06181,0.150383,0.022806,0.062877,0.251281,0.024396,0.064557,0.030569,0.021359,0.063968,0.125574
2041,17.008333,0.018683,0.061874,0.150477,0.022814,0.062967,0.25107,0.024456,0.064584,0.030791,0.021317,0.063968,0.125631
2042,17.016667,0.018722,0.061793,0.150513,0.022778,0.062944,0.251107,0.024439,0.064528,0.03077,0.021361,0.063929,0.125631
2043,17.025,0.018806,0.06184,0.150381,0.022751,0.062941,0.251666,0.024517,0.064381,0.030075,0.021449,0.064117,0.125717
2044,17.033333,0.018697,0.061931,0.15039,0.022864,0.062889,0.252034,0.02451,0.064248,0.029741,0.021446,0.064057,0.125361
2045,17.041667,0.018423,0.061835,0.150364,0.022949,0.062861,0.251652,0.024509,0.064462,0.030093,0.021441,0.06394,0.125502
2046,17.05,0.018478,0.061869,0.150388,0.022976,0.062935,0.251187,0.02457,0.064555,0.030687,0.021312,0.063992,0.125594
2047,17.058333,0.018573,0.061903,0.150482,0.022986,0.06297,0.251073,0.024586,0.06459,0.030784,0.021291,0.063967,0.125632
2048,17.066667,0.018634,0.061873,0.150446,0.02295,0.062955,0.251197,0.024544,0.064479,0.030642,0.021372,0.063994,0.125681
2049,17.075,0.01871,0.061925,0.150365,0.023004,0.062955,0.251844,0.024576,0.064287,0.029889,0.021432,0.064133,0.125606
2050,17.083333,0.018537,0.061963,0.150344,0.02312,0.062936,0.251954,0.02456,0.064291,0.029767,0.021453,0.064009,0.125357
2051,17.091667,0.018368,0.061894,0.150338,0.023208,0.062908,0.251472,0.024589,0.064485,0.030296,0.021402,0.063956,0.12553
2052,17.1,0.018465,0.061942,0.150381,0.023273,0.062974,0.251123,0.024648,0.064522,0.030742,0.021297,0.064004,0.125606
2053,17.108333,0.018539,0.061914,0.150472,0.023299,0.062985,0.251084,0.024642,0.064563,0.030783,0.021306,0.063946,0.125615
2054,17.116667,0.018613,0.061904,0.150383,0.02328,0.062974,0.25134,0.024623,0.064429,0.030436,0.02141,0.064044,0.125723
2055,17.125,0.018648,0.061967,0.150354,0.023385,0.063004,0.25193,0.024658,0.064283,0.029752,0.021452,0.064117,0.125473
2056,17.133333,0.018414,0.061992,0.150316,0.023491,0.062987,0.251827,0.024613,0.064368,0.029839,0.021483,0.063974,0.125408
2057,17.141667,0.018338,0.061918,0.150332,0.02358,0.062963,0.251294,0.02466,0.064515,0.030467,0.021377,0.063973,0.125558
2058,17.15,0.018438,0.061972,0.150406,0.023676,0.063036,0.251051,0.024698,0.064521,0.030768,0.021289,0.064001,0.125626
2059,17.158333,0.018489,0.061938,0.150466,0.023703,0.063015,0.251076,0.024671,0.064547,0.030772,0.021317,0.063932,0.125613
2060,17.166667,0.018586,0.061962,0.150342,0.02372,0.063044,0.251519,0.024675,0.064393,0.03018,0.021429,0.064115,0.125734
2061,17.175,0.018547,0.062015,0.150343,0.023828,0.06303,0.251968,0.024694,0.064267,0.029711,0.021453,0.064093,0.125382
2062,17.183333,0.018294,0.062,0.150321,0.023929,0.063008,0.251669,0.024659,0.064427,0.03,0.021476,0.063955,0.125487
2063,17.191667,0.018278,0.061934,0.150358,0.024039,0.063039,0.251144,0.024713,0.064479,0.030634,0.021336,0.063998,0.125599
2064,17.2,0.018372,0.061947,0.150448,0.024135,0.063076,0.251011,0.024747,0.064513,0.030781,0.021275,0.063995,0.125647
2065,17.208333,0.018427,0.061923,0.150448,0.024154,0.063046,0.25111,0.024725,0.064509,0.030703,0.021335,0.063978,0.12565
2066,17.216667,0.018534,0.061956,0.150357,0.024232,0.063046,0.251683,0.024761,0.06435,0.029972,0.02143,0.064148,0.125673
2067,17.225,0.018405,0.062002,0.150349,0.024342,0.063047,0.251909,0.024747,0.064281,0.029747,0.021457,0.064044,0.125374
2068,17.233333,0.018185,0.061916,0.150352,0.024442,0.063029,0.251454,0.024745,0.064465,0.030213,0.021434,0.063961,0.125549
2069,17.241667,0.018254,0.061968,0.150375,0.024542,0.063139,0.251004,0.024808,0.064483,0.03072,0.0213,0.06401,0.125622
2070,17.25,0.018334,0.061939,0.150463,0.024608,0.063148,0.25095,0.024801,0.064514,0.030792,0.021286,0.063973,0.125642
2071,17.258333,0.018405,0.061948,0.150401,0.024636,0.063079,0.251173,0.024791,0.064478,0.030559,0.021378,0.06403,0.125706
2072,17.266667,0.018474,0.061995,0.150376,0.024765,0.063072,0.251784,0.024827,0.064296,0.029817,0.021426,0.064147,0.12556
2073,17.275,0.018255,0.062024,0.150335,0.024864,0.06307,0.251785,0.024778,0.06433,0.029824,0.021459,0.064002,0.125417
2074,17.283333,0.01811,0.061944,0.150351,0.024962,0.063031,0.251256,0.024793,0.064477,0.030419,0.021372,0.063983,0.12559
2075,17.291667,0.018214,0.062004,0.150398,0.025078,0.06315,0.250938,0.024835,0.064485,0.030757,0.021261,0.064024,0.125643
2076,17.3,0.018272,0.061961,0.150474,0.025059,0.063149,0.250941,0.024805,0.064547,0.030786,0.021279,0.063955,0.125635
2077,17.308333,0.018344,0.061961,0.15036,0.025061,0.063114,0.251308,0.024793,0.064415,0.030325,0.021381,0.064107,0.125751
2078,17.316667,0.018363,0.062028,0.15038,0.025236,0.063068,0.251834,0.024831,0.064263,0.029745,0.021398,0.064137,0.125452
2079,17.325,0.018085,0.062052,0.150328,0.025356,0.063048,0.251627,0.024784,0.064376,0.029971,0.021438,0.063982,0.125495
2080,17.333333,0.018066,0.062039,0.15034,0.025456,0.063102,0.251082,0.024831,0.064447,0.030596,0.021297,0.064015,0.125615
2081,17.341667,0.018166,0.061998,0.150435,0.025477,0.06322,0.25089,0.024875,0.064504,0.030783,0.021236,0.064025,0.125662
2082,17.35,0.018219,0.061959,0.15045,0.025442,0.0632,0.250938,0.024843,0.064541,0.030778,0.021292,0.063971,0.125647
2083,17.358333,0.018306,0.062017,0.150337,0.025527,0.063149,0.251424,0.024886,0.064379,0.030094,0.02138,0.064171,0.125723
2084,17.366667,0.018191,0.062052,0.150352,0.025736,0.063102,0.251796,0.024889,0.064266,0.029729,0.021382,0.064118,0.125387
2085,17.375,0.017918,0.062049,0.1503,0.02586,0.063054,0.251408,0.024854,0.064434,0.030132,0.021373,0.063973,0.12554
2086,17.383333,0.017998,0.062059,0.15034,0.025932,0.063203,0.250951,0.024911,0.06446,0.030689,0.021231,0.064053,0.125628
2087,17.391667,0.018114,0.062018,0.15045,0.025945,0.063267,0.25083,0.024914,0.064509,0.030804,0.021217,0.064025,0.125665
2088,17.4,0.018166,0.062002,0.150401,0.025962,0.063213,0.250971,0.024885,0.064508,0.030677,0.021298,0.064036,0.125696
2089,17.408333,0.018229,0.062056,0.150356,0.026175,0.063139,0.25155,0.024934,0.064313,0.029896,0.02135,0.064204,0.125637
2090,17.416667,0.018015,0.062096,0.150312,0.026393,0.063136,0.251668,0.024906,0.064303,0.029781,0.021361,0.064072,0.125395
2091,17.425,0.017857,0.062073,0.150292,0.026474,0.063096,0.251161,0.024929,0.064496,0.030322,0.021304,0.063996,0.125571
2092,17.433333,0.017996,0.062091,0.150354,0.026557,0.063246,0.250803,0.024951,0.064478,0.030715,0.0212,0.064064,0.12563
2093,17.441667,0.018097,0.062027,0.150434,0.026614,0.063204,0.250778,0.02492,0.064506,0.030804,0.021219,0.063999,0.125637
2094,17.45,0.018148,0.062043,0.150351,0.026733,0.063146,0.251031,0.024936,0.064449,0.030466,0.021318,0.0641,0.125732
2095,17.458333,0.01816,0.062084,0.150363,0.027026,0.063156,0.251523,0.024988,0.064249,0.029792,0.02133,0.06419,0.125511
2096,17.466667,0.017896,0.062108,0.150289,0.027169,0.063162,0.251373,0.024926,0.064344,0.029919,0.02136,0.064015,0.125459
2097,17.475,0.017862,0.0621,0.150288,0.027205,0.063161,0.25086,0.02494,0.064436,0.030513,0.021258,0.064031,0.125589
2098,17.483333,0.018011,0.062089,0.15037,0.027264,0.063241,0.250634,0.024988,0.06449,0.030741,0.021195,0.064059,0.125619
2099,17.491667,0.018057,0.062039,0.1504,0.02731,0.063181,0.250659,0.024939,0.064482,0.030784,0.021236,0.063977,0.125605
2100,17.5,0.018105,0.0621,0.150295,0.027433,0.063211,0.251001,0.025002,0.064402,0.030209,0.02132,0.064173,0.125719
2101,17.508333,0.018031,0.06213,0.150317,0.027586,0.06325,0.251361,0.025003,0.064238,0.029745,0.021295,0.064176,0.125399
2102,17.516667,0.017752,0.062134,0.150243,0.027575,0.063261,0.251075,0.02494,0.064399,0.030056,0.021306,0.064001,0.125491
2103,17.525,0.017805,0.062148,0.150264,0.027601,0.063247,0.250646,0.024995,0.064449,0.030605,0.021174,0.06407,0.125572
2104,17.533333,0.017919,0.062124,0.150353,0.027633,0.063292,0.25051,0.025017,0.064478,0.030742,0.021131,0.064072,0.125595
2105,17.541667,0.01793,0.062105,0.150333,0.027681,0.063219,0.250601,0.024984,0.064483,0.030691,0.02119,0.064038,0.125608
2106,17.55,0.018072,0.062112,0.150362,0.027846,0.063281,0.251144,0.025038,0.064304,0.029727,0.021228,0.064357,0.125727
2107,17.558333,0.017984,0.062128,0.150389,0.027812,0.063335,0.251516,0.025151,0.064291,0.029434,0.021226,0.064304,0.125305
2108,17.566667,0.01778,0.062066,0.150247,0.02758,0.063285,0.251207,0.025282,0.064452,0.029965,0.021235,0.064065,0.125466
2109,17.575,0.017927,0.062069,0.150275,0.027549,0.063274,0.250746,0.025509,0.064483,0.030544,0.021071,0.064182,0.125536
2110,17.583333,0.018039,0.062034,0.150354,0.027623,0.063244,0.250724,0.025619,0.064522,0.030649,0.021104,0.064131,0.125515
2111,17.591667,0.018128,0.061962,0.150316,0.027725,0.063223,0.250975,0.025578,0.06452,0.030381,0.02121,0.064173,0.125629
2112,17.6,0.018347,0.061964,0.150532,0.027795,0.063226,0.251545,0.025697,0.064299,0.029389,0.021177,0.064414,0.125551
2113,17.608333,0.018275,0.061982,0.150335,0.027548,0.063254,0.251795,0.025799,0.06429,0.0295,0.021216,0.064258,0.125238
2114,17.616667,0.018146,0.061914,0.150269,0.027213,0.06319,0.251393,0.025875,0.06445,0.030097,0.021108,0.064145,0.125404
2115,17.625,0.018343,0.061942,0.15027,0.027129,0.063168,0.251097,0.025997,0.064452,0.030457,0.021021,0.064231,0.125397
2116,17.633333,0.018476,0.061903,0.150275,0.027052,0.063118,0.251128,0.02597,0.064493,0.030491,0.021106,0.064113,0.125342
2117,17.641667,0.018674,0.061848,0.150277,0.02708,0.063176,0.251491,0.025861,0.064477,0.029909,0.021223,0.064299,0.125536
2118,17.65,0.018841,0.061817,0.150471,0.027059,0.063202,0.252188,0.025926,0.064353,0.029149,0.021168,0.064425,0.12522
2119,17.658333,0.018642,0.061788,0.150265,0.026661,0.063182,0.252283,0.026016,0.064482,0.029508,0.02116,0.0642,0.125134
2120,17.666667,0.018589,0.061838,0.15027,0.026268,0.063147,0.251803,0.026093,0.064438,0.030155,0.020976,0.064204,0.125289
2121,17.675,0.018799,0.061868,0.150277,0.026154,0.063153,0.251593,0.026187,0.064466,0.030392,0.020942,0.064264,0.125314
2122,17.683333,0.018937,0.061795,0.150253,0.026033,0.063099,0.251657,0.026101,0.064538,0.030411,0.021076,0.064149,0.12527
2123,17.691667,0.019183,0.061735,0.15035,0.026061,0.06312,0.252252,0.026142,0.064477,0.029509,0.021161,0.064408,0.125444
2124,17.7,0.019246,0.061713,0.150404,0.02594,0.063169,0.252942,0.026284,0.064416,0.029142,0.021118,0.064398,0.124966
2125,17.708333,0.019018,0.061681,0.150246,0.025515,0.063067,0.252804,0.026426,0.064514,0.029622,0.021069,0.064174,0.125093
2126,17.716667,0.01907,0.061772,0.150267,0.025222,0.063165,0.252296,0.02659,0.064488,0.030228,0.02089,0.064254,0.125225
2127,17.725,0.019316,0.061728,0.150309,0.025081,0.063165,0.252114,0.02658,0.064474,0.030429,0.020937,0.064244,0.125268
2128,17.733333,0.019491,0.061627,0.150279,0.024918,0.063138,0.252279,0.026496,0.064532,0.030315,0.021132,0.064212,0.125327
2129,17.741667,0.019741,0.061627,0.150471,0.024891,0.063151,0.253052,0.026641,0.064488,0.029289,0.021157,0.064445,0.125339
2130,17.75,0.019649,0.0616,0.150402,0.024687,0.063163,0.253623,0.02678,0.064568,0.029283,0.021137,0.064317,0.124898
2131,17.758333,0.019419,0.061531,0.150369,0.024334,0.063065,0.253256,0.026975,0.06457,0.029824,0.020986,0.064177,0.125167
2132,17.766667,0.019637,0.061627,0.150378,0.024073,0.063106,0.252804,0.027137,0.064398,0.030382,0.020855,0.06423,0.125305
2133,17.775,0.019931,0.061495,0.150452,0.023855,0.063049,0.252695,0.027128,0.06446,0.030577,0.021054,0.064189,0.125363
2134,17.783333,0.02019,0.061412,0.150411,0.023636,0.06308,0.253027,0.027029,0.064477,0.030145,0.021295,0.064258,0.12549
2135,17.791667,0.020391,0.06143,0.150588,0.023388,0.06308,0.25392,0.027111,0.064476,0.02917,0.021256,0.064406,0.125199
2136,17.8,0.020105,0.061462,0.150372,0.023025,0.063054,0.254278,0.027243,0.064564,0.029365,0.021258,0.064196,0.12495
2137,17.808333,0.019966,0.061476,0.150412,0.022605,0.062927,0.253671,0.027421,0.06442,0.029992,0.020987,0.064195,0.12522
2138,17.816667,0.020192,0.061514,0.150422,0.022335,0.062934,0.253245,0.027528,0.064384,0.030495,0.020973,0.064282,0.125395
2139,17.825,0.020378,0.061444,0.150482,0.022052,0.06293,0.25312,0.02737,0.064547,0.030664,0.021151,0.064146,0.125407
2140,17.833333,0.020557,0.061412,0.150471,0.021695,0.062987,0.253693,0.027326,0.064521,0.029835,0.021251,0.064373,0.125556
2141,17.841667,0.020556,0.061461,0.15055,0.021278,0.062919,0.254615,0.027423,0.064421,0.029098,0.021102,0.06444,0.125014
2142,17.85,0.020148,0.06143,0.150356,0.020886,0.062887,0.254595,0.027592,0.064565,0.02946,0.021027,0.064239,0.124993
2143,17.858333,0.020149,0.06149,0.1504,0.020536,0.062872,0.253737,0.027731,0.064401,0.030146,0.020717,0.064243,0.125228
2144,17.866667,0.020398,0.061501,0.150416,0.020285,0.062972,0.253301,0.027742,0.064472,0.030574,0.020768,0.06429,0.125367
2145,17.875,0.020544,0.061424,0.150411,0.01999,0.06306,0.253213,0.027575,0.064645,0.030578,0.021009,0.064288,0.12541
2146,17.883333,0.02076,0.061416,0.150505,0.019641,0.063079,0.254088,0.027652,0.064477,0.029423,0.02101,0.064529,0.125466
2147,17.891667,0.020627,0.061472,0.150476,0.019253,0.062832,0.255005,0.027738,0.064404,0.029083,0.020913,0.06447,0.12485
2148,17.9,0.020285,0.061457,0.150362,0.01898,0.062643,0.254693,0.027864,0.064503,0.029564,0.020803,0.064308,0.125045
2149,17.908333,0.020421,0.061476,0.150419,0.018869,0.062809,0.2537,0.027958,0.064453,0.030285,0.020625,0.064391,0.12531
2150,17.916667,0.020698,0.061438,0.15051,0.018781,0.063067,0.253217,0.027861,0.064597,0.030665,0.020758,0.064398,0.12544
2151,17.925,0.020894,0.061375,0.15045,0.018499,0.063028,0.253453,0.027746,0.064685,0.030408,0.020973,0.064455,0.125548
2152,17.933333,0.021087,0.061381,0.150607,0.018051,0.062857,0.254613,0.027963,0.064426,0.029174,0.020817,0.064536,0.125325
2153,17.941667,0.02077,0.061464,0.150434,0.017696,0.062641,0.255336,0.028114,0.064419,0.029127,0.020828,0.064472,0.124827
2154,17.95,0.020574,0.06141,0.150458,0.017496,0.062568,0.254623,0.028243,0.064516,0.029763,0.020655,0.06439,0.125152
2155,17.958333,0.020857,0.061392,0.150502,0.017482,0.062915,0.253612,0.028295,0.064534,0.030517,0.020562,0.064401,0.125458
2156,17.966667,0.021097,0.061371,0.150622,0.017435,0.06317,0.253165,0.028177,0.064754,0.030843,0.020801,0.06446,0.125545
2157,17.975,0.021273,0.061314,0.150565,0.017168,0.063125,0.2537,0.028183,0.064696,0.030187,0.020888,0.06453,0.125693
2158,17.983333,0.021353,0.061265,0.150703,0.016644,0.062824,0.25498,0.028397,0.064342,0.029069,0.020681,0.064596,0.125198
2159,17.991667,0.021032,0.061342,0.150485,0.016361,0.062614,0.255416,0.028472,0.064465,0.029237,0.020794,0.064443,0.12495
2160,18,0.021124,0.06118,0.150591,0.01635,0.062619,0.254338,0.028557,0.064515,0.029995,0.020653,0.064341,0.125301
2161,18.008333,0.021543,0.061137,0.150657,0.016408,0.063107,0.253418,0.028475,0.06458,0.030668,0.02081,0.064445,0.125663
2162,18.016667,0.022025,0.060963,0.150727,0.016314,0.063264,0.253145,0.028311,0.064786,0.030901,0.021101,0.064431,0.125712
