Frame,Time,Marker 1 X,Marker 1 Y,Marker 1 Z,Marker 2 X,Marker 2 Y,Marker 2 Z,Marker 3 X,Marker 3 Y,Marker 3 Z,Marker 4 X,Marker 4 Y,Marker 4 Z,Marker 5 X,Marker 5 Y,Marker 5 Z,Marker 6 X,Marker 6 Y,Marker 6 Z
0,0.000000,0.198780,0.068509,0.177732,0.205913,0.064921,0.225813,0.196266,0.067590,0.162335,0.185920,0.070442,0.063150,0.212054,0.061141,0.274074,0.187688,0.068916,0.111342
1,0.008333,0.185920,0.070444,0.063153,0.187687,0.068917,0.111345,0.196263,0.067591,0.162333,0.198777,0.068506,0.177734,0.205911,0.064927,0.225810,0.212053,0.061138,0.274077
2,0.016667,0.185918,0.070446,0.063152,0.187689,0.068916,0.111349,0.196265,0.067590,0.162336,0.198780,0.068507,0.177739,0.205914,0.064926,0.225816,0.212053,0.061142,0.274078
3,0.025000,0.185921,0.070447,0.063157,0.187691,0.068918,0.111347,0.196269,0.067594,0.162338,0.198781,0.068510,0.177739,0.205913,0.064923,0.225817,0.212055,0.061143,0.274083
4,0.033333,0.185920,0.070441,0.063159,0.187688,0.068917,0.111348,0.196265,0.067592,0.162337,0.198781,0.068503,0.177741,0.205912,0.064925,0.225815,0.212055,0.061143,0.274079
5,0.041667,0.185922,0.070443,0.063161,0.187688,0.068917,0.111346,0.196270,0.067592,0.162339,0.198783,0.068508,0.177738,0.205913,0.064934,0.225815,0.212059,0.061143,0.274080
6,0.050000,0.185921,0.070442,0.063157,0.187687,0.068915,0.111346,0.196269,0.067592,0.162334,0.198779,0.068505,0.177739,0.205911,0.064925,0.225812,0.212052,0.061141,0.274079
7,0.058333,0.185921,0.070441,0.063151,0.187692,0.068913,0.111342,0.196269,0.067592,0.162331,0.198781,0.068511,0.177737,0.205913,0.064925,0.225814,0.212053,0.061141,0.274073
8,0.066667,0.185921,0.070439,0.063147,0.187689,0.068915,0.111340,0.196266,0.067596,0.162332,0.198783,0.068508,0.177733,0.205914,0.064930,0.225810,0.212054,0.061139,0.274077
9,0.075000,0.185918,0.070441,0.063153,0.187688,0.068913,0.111344,0.196270,0.067592,0.162335,0.198786,0.068508,0.177733,0.205911,0.064926,0.225808,0.212053,0.061141,0.274073
10,0.083333,0.185917,0.070443,0.063153,0.187691,0.068915,0.111344,0.196269,0.067593,0.162333,0.198783,0.068511,0.177735,0.205912,0.064926,0.225810,0.212055,0.061143,0.274077
11,0.091667,0.185919,0.070441,0.063152,0.187687,0.068919,0.111344,0.196263,0.067593,0.162336,0.198778,0.068508,0.177733,0.205911,0.064928,0.225811,0.212053,0.061140,0.274077
12,0.100000,0.185921,0.070443,0.063155,0.187688,0.068922,0.111345,0.196271,0.067592,0.162330,0.198782,0.068514,0.177738,0.205909,0.064923,0.225811,0.212056,0.061141,0.274078
13,0.108333,0.185922,0.070443,0.063156,0.187687,0.068917,0.111348,0.196269,0.067592,0.162335,0.198777,0.068511,0.177740,0.205912,0.064924,0.225812,0.212053,0.061138,0.274080
14,0.116667,0.185920,0.070445,0.063153,0.187689,0.068916,0.111347,0.196268,0.067594,0.162340,0.198782,0.068507,0.177738,0.205913,0.064927,0.225817,0.212054,0.061139,0.274080
15,0.125000,0.185919,0.070441,0.063159,0.187687,0.068917,0.111343,0.196263,0.067593,0.162340,0.198779,0.068510,0.177737,0.205909,0.064924,0.225814,0.212051,0.061143,0.274080
16,0.133333,0.185920,0.070445,0.063158,0.187690,0.068918,0.111345,0.196265,0.067595,0.162333,0.198785,0.068511,0.177736,0.205909,0.064927,0.225814,0.212055,0.061139,0.274075
17,0.141667,0.185917,0.070439,0.063152,0.187688,0.068917,0.111344,0.196268,0.067590,0.162337,0.198781,0.068511,0.177740,0.205911,0.064925,0.225812,0.212054,0.061140,0.274075
18,0.150000,0.185922,0.070438,0.063152,0.187690,0.068916,0.111341,0.196268,0.067590,0.162335,0.198784,0.068507,0.177737,0.205911,0.064930,0.225812,0.212056,0.061144,0.274075
19,0.158333,0.185922,0.070447,0.063158,0.187690,0.068915,0.111344,0.196270,0.067594,0.162336,0.198780,0.068514,0.177741,0.205910,0.064927,0.225813,0.212055,0.061144,0.274076
20,0.166667,0.185923,0.070446,0.063154,0.187690,0.068914,0.111344,0.196264,0.067592,0.162336,0.198783,0.068507,0.177737,0.205913,0.064927,0.225815,0.212056,0.061142,0.274074
21,0.175000,0.185921,0.070440,0.063158,0.187690,0.068919,0.111345,0.196269,0.067590,0.162336,0.198781,0.068510,0.177736,0.205911,0.064924,0.225817,0.212055,0.061141,0.274079
22,0.183333,0.185917,0.070442,0.063156,0.187691,0.068916,0.111347,0.196263,0.067594,0.162339,0.198779,0.068506,0.177737,0.205911,0.064924,0.225813,0.212054,0.061141,0.274078
23,0.191667,0.185918,0.070441,0.063155,0.187686,0.068915,0.111346,0.196268,0.067596,0.162340,0.198778,0.068506,0.177743,0.205912,0.064930,0.225814,0.212055,0.061143,0.274080
24,0.200000,0.185918,0.070440,0.063157,0.187687,0.068918,0.111344,0.196262,0.067595,0.162337,0.198776,0.068510,0.177741,0.205908,0.064926,0.225812,0.212052,0.061143,0.274079
25,0.208333,0.185917,0.070441,0.063155,0.187689,0.068913,0.111345,0.196267,0.067592,0.162338,0.198779,0.068508,0.177738,0.205914,0.064927,0.225810,0.212054,0.061144,0.274072
26,0.216667,0.185918,0.070441,0.063159,0.187686,0.068915,0.111349,0.196266,0.067591,0.162337,0.198781,0.068509,0.177736,0.205911,0.064924,0.225814,0.212051,0.061140,0.274078
