Format Version,1.21,Take Name,circular_inextensible_tsample_0pt5s_dutycycle35_000,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-09 11.51.49.565 AM,Total Frames in Take,21975,Total Exported Frames,21975,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:2599,Unlabeled:2599,Unlabeled:2599,Unlabeled:2604,Unlabeled:2604,Unlabeled:2604,Unlabeled:2626,Unlabeled:2626,Unlabeled:2626,Unlabeled:2637,Unlabeled:2637,Unlabeled:2637,Unlabeled:2638,Unlabeled:2638,Unlabeled:2638,Unlabeled:2641,Unlabeled:2641,Unlabeled:2641,Unlabeled:2627,Unlabeled:2627,Unlabeled:2627,Unlabeled:2644,Unlabeled:2644,Unlabeled:2644
,,"8392B20CF49E3570A27","8392B20CF49E3570A27","8392B20CF49E3570A27","8392B20CF49E3570A2C","8392B20CF49E3570A2C","8392B20CF49E3570A2C","8392B20CF49E3570A42","8392B20CF49E3570A42","8392B20CF49E3570A42","8392B20CF49E3570A4D","8392B20CF49E3570A4D","8392B20CF49E3570A4D","8392B20CF49E3570A4E","8392B20CF49E3570A4E","8392B20CF49E3570A4E","8392B20CF49E3570A51","8392B20CF49E3570A51","8392B20CF49E3570A51","8392B20CF49E3570A43","8392B20CF49E3570A43","8392B20CF49E3570A43","8392B20CF49E3570A54","8392B20CF49E3570A54","8392B20CF49E3570A54"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2951,24.591667,0.154989,0.069127,0.162243,0.125799,0.067331,0.267679,0.186090,0.073292,0.224066,0.178512,0.070994,0.210775,0.177776,0.070887,0.277597,0.156317,0.065748,0.111513,,,,,,
2952,24.600000,0.154877,0.069264,0.162140,0.125644,0.067326,0.267961,0.186360,0.073247,0.224088,0.178708,0.071026,0.210853,0.177853,0.070869,0.277829,0.156447,0.065716,0.111000,,,,,,
2953,24.608333,0.154575,0.069360,0.162150,0.125788,0.067315,0.268180,0.186172,0.073293,0.224136,0.178548,0.071044,0.210865,0.177903,0.070829,0.277795,0.156674,0.065738,0.110965,,,,,,
2954,24.616667,0.154505,0.069268,0.162142,0.125838,0.067250,0.268366,0.185999,0.073255,0.224053,0.178314,0.071018,0.210832,0.177956,0.070846,0.277593,0.157002,0.065797,0.111166,,,,,,
2955,24.625000,0.154613,0.069163,0.162137,0.125824,0.067192,0.268697,0.186010,0.073246,0.223980,0.178380,0.070998,0.210727,0.177989,0.070850,0.277440,0.157205,0.065848,0.111323,,,,,,
2956,24.633333,0.154484,0.069303,0.162041,0.125621,0.067195,0.269134,0.186257,0.073276,0.224025,0.178579,0.071005,0.210809,0.178069,0.070848,0.277661,0.157361,0.065866,0.110881,,,,,,
2957,24.641667,0.154185,0.069410,0.162048,0.125768,0.067233,0.269551,0.186086,0.073252,0.224060,0.178404,0.071043,0.210820,0.178123,0.070794,0.277657,0.157621,0.065867,0.110847,,,,,,
2958,24.650000,0.154137,0.069315,0.162025,0.125819,0.067181,0.269909,0.185857,0.073227,0.223996,0.178129,0.070979,0.210812,0.178195,0.070802,0.277492,0.157981,0.065933,0.111054,,,,,,
2959,24.658333,0.154254,0.069216,0.162014,0.125814,0.067131,0.270351,0.185851,0.073226,0.223920,0.178162,0.070991,0.210704,0.178228,0.070796,0.277339,0.158168,0.065974,0.111197,,,,,,
2960,24.666667,0.154099,0.069362,0.161912,0.125667,0.067328,0.270963,0.186117,0.073228,0.223955,0.178377,0.070995,0.210771,0.178326,0.070805,0.277551,0.158321,0.065965,0.110740,,,,,,
2961,24.675000,0.153839,0.069469,0.161915,0.125825,0.067102,0.271394,0.185946,0.073202,0.223985,0.178218,0.071020,0.210779,0.178399,0.070763,0.277569,0.158543,0.066002,0.110749,,,,,,
2962,24.683333,0.153798,0.069368,0.161889,0.125946,0.067004,0.271771,0.185693,0.073205,0.223948,0.177926,0.070973,0.210792,0.178548,0.070782,0.277439,0.158846,0.066086,0.110971,,,,,,
2963,24.691667,0.153891,0.069275,0.161873,0.125970,0.066902,0.272262,0.185685,0.073190,0.223868,0.177928,0.070965,0.210698,0.178612,0.070801,0.277271,0.158953,0.065980,0.110995,,,,,,
2964,24.700000,0.153732,0.069429,0.161758,0.125819,0.067043,0.272886,0.185942,0.073177,0.223865,0.178129,0.070983,0.210735,0.178693,0.070820,0.277469,0.159031,0.065950,0.110453,,,,,,
2965,24.708333,0.153480,0.069526,0.161746,0.126060,0.067083,0.273264,0.185770,0.073165,0.223893,0.178015,0.070965,0.210723,0.178799,0.070773,0.277485,0.159230,0.065986,0.110425,,,,,,
2966,24.716667,0.153461,0.069422,0.161717,0.126217,0.067040,0.273563,0.185572,0.073100,0.223825,0.177718,0.070965,0.210738,0.178907,0.070782,0.277330,0.159524,0.065922,0.110561,,,,,,
2967,24.725000,0.153543,0.069350,0.161713,0.126283,0.067032,0.273887,0.185526,0.073111,0.223776,0.177701,0.070963,0.210663,0.178941,0.070770,0.277191,0.159717,0.065956,0.110693,,,,,,
2968,24.733333,0.153374,0.069505,0.161609,0.126125,0.067049,0.274240,0.185792,0.073082,0.223779,0.177892,0.070945,0.210721,0.179032,0.070784,0.277410,0.159916,0.065938,0.110229,,,,,,
2969,24.741667,0.153144,0.069595,0.161616,0.126336,0.067058,0.274532,0.185668,0.073067,0.223788,0.177808,0.070955,0.210697,0.179121,0.070741,0.277380,0.160148,0.065983,0.110227,,,,,,
2970,24.750000,0.153127,0.069495,0.161577,0.126466,0.066965,0.274868,0.185447,0.073073,0.223749,0.177538,0.070955,0.210683,0.179222,0.070760,0.277202,0.160458,0.066020,0.110456,,,,,,
2971,24.758333,0.153207,0.069425,0.161571,0.126508,0.066872,0.275340,0.185386,0.073072,0.223691,0.177508,0.070953,0.210602,0.179272,0.070753,0.277053,0.160589,0.066018,0.110580,,,,,,
2972,24.766667,0.153005,0.069578,0.161453,0.126326,0.066796,0.275982,0.185631,0.073056,0.223691,0.177669,0.070948,0.210683,0.179380,0.070803,0.277271,0.160755,0.065986,0.110109,,,,,,
2973,24.775000,0.152770,0.069678,0.161450,0.126633,0.066830,0.276401,0.185486,0.073043,0.223724,0.177574,0.070969,0.210659,0.179500,0.070756,0.277282,0.161002,0.066019,0.110114,,,,,,
2974,24.783333,0.152760,0.069563,0.161408,0.126885,0.066784,0.276810,0.185210,0.073049,0.223684,0.177249,0.070994,0.210653,0.179687,0.070773,0.277147,0.161305,0.066071,0.110367,,,,,,
2975,24.791667,0.152823,0.069504,0.161394,0.127031,0.066764,0.277338,0.185110,0.073115,0.223648,0.177198,0.071010,0.210579,0.179777,0.070771,0.277000,0.161428,0.066099,0.110476,,,,,,
2976,24.800000,0.152614,0.069653,0.161279,0.126915,0.066738,0.278004,0.185376,0.073041,0.223618,0.177341,0.070959,0.210642,0.179916,0.070814,0.277216,0.161601,0.066032,0.110005,,,,,,
2977,24.808333,0.152414,0.069754,0.161275,0.127271,0.066764,0.278438,0.185259,0.073012,0.223633,0.177283,0.071004,0.210600,0.180068,0.070763,0.277219,0.161882,0.066113,0.110030,,,,,,
2978,24.816667,0.152401,0.069658,0.161250,0.127575,0.066670,0.278877,0.184959,0.073078,0.223620,0.176976,0.070990,0.210618,0.180287,0.070787,0.277092,0.162200,0.066225,0.110322,,,,,,
2979,24.825000,0.152443,0.069588,0.161236,0.127773,0.066612,0.279451,0.184882,0.073092,0.223572,0.176902,0.070960,0.210571,0.180405,0.070788,0.276961,0.162270,0.066056,0.110295,,,,,,
2980,24.833333,0.152229,0.069728,0.161110,0.127787,0.066623,0.280127,0.185092,0.073066,0.223621,0.177046,0.070997,0.210640,0.180517,0.070795,0.277109,0.162459,0.066051,0.109862,,,,,,
2981,24.841667,0.151963,0.069850,0.161113,0.128071,0.066619,0.280765,0.185025,0.073044,0.223607,0.177056,0.070998,0.210586,0.180643,0.070749,0.277059,0.162769,0.066148,0.109851,,,,,,
2982,24.850000,0.151925,0.069743,0.161090,0.128301,0.066540,0.281429,0.184825,0.073046,0.223501,0.176795,0.070922,0.210547,0.180759,0.070762,0.276821,0.163158,0.066268,0.110177,,,,,,
2983,24.858333,0.151975,0.069679,0.161020,0.128549,0.066508,0.282220,0.184703,0.073062,0.223452,0.176698,0.070950,0.210484,0.180858,0.070749,0.276691,0.163406,0.066293,0.110289,,,,,,
2984,24.866667,0.151752,0.069847,0.160897,0.128811,0.066512,0.283203,0.184847,0.073041,0.223563,0.176836,0.070960,0.210575,0.180958,0.070694,0.276727,0.163705,0.066309,0.109864,,,,,,
2985,24.875000,0.151493,0.069937,0.160854,0.129168,0.066576,0.284337,0.184823,0.073016,0.223500,0.176874,0.070933,0.210468,0.181070,0.070673,0.276621,0.164051,0.066394,0.109836,,,,,,
2986,24.883333,0.151446,0.069853,0.160790,0.129589,0.066529,0.285594,0.184590,0.073024,0.223339,0.176661,0.070982,0.210324,0.181201,0.070690,0.276362,0.164450,0.066458,0.110124,,,,,,
2987,24.891667,0.151487,0.069792,0.160638,0.130103,0.066393,0.286919,0.184329,0.073054,0.223304,0.176425,0.071032,0.210274,0.181379,0.070658,0.276248,0.164793,0.066438,0.110153,,,,,,
2988,24.900000,0.151201,0.069963,0.160457,0.130693,0.066368,0.288446,0.184282,0.073028,0.223456,0.176386,0.071042,0.210400,0.181575,0.070596,0.276357,0.165190,0.066460,0.109712,,,,,,
2989,24.908333,0.150911,0.070073,0.160369,0.131481,0.066519,0.290230,0.184135,0.073020,0.223430,0.176289,0.071044,0.210333,0.181842,0.070566,0.276302,0.165636,0.066566,0.109686,,,,,,
2990,24.916667,0.150842,0.070004,0.160258,0.132428,0.066673,0.291963,0.183843,0.073059,0.223273,0.175992,0.071101,0.210188,0.182201,0.070572,0.276100,0.166145,0.066626,0.109977,,,,,,
2991,24.925000,0.150869,0.069961,0.160056,0.133509,0.066822,0.293589,0.183519,0.073077,0.223213,0.175632,0.071136,0.210130,0.182574,0.070586,0.275970,0.166459,0.066670,0.110001,,,,,,
2992,24.933333,0.150534,0.070131,0.159808,0.134574,0.066968,0.295250,0.183338,0.073060,0.223343,0.175433,0.071164,0.210245,0.183055,0.070566,0.276090,0.166852,0.066672,0.109560,,,,,,
2993,24.941667,0.150130,0.070269,0.159681,0.135797,0.066984,0.297009,0.183107,0.073015,0.223264,0.175199,0.071151,0.210159,0.183384,0.070585,0.275908,0.167256,0.066740,0.109565,,,,,,
2994,24.950000,0.149931,0.070243,0.159562,0.137169,0.066996,0.298583,0.182703,0.073021,0.223045,0.174773,0.071177,0.209998,0.183768,0.070550,0.275624,0.167700,0.066876,0.109924,,,,,,
2995,24.958333,0.149869,0.070219,0.159324,0.138556,0.066940,0.300124,0.182264,0.073018,0.222974,0.174299,0.071190,0.209931,0.184227,0.070505,0.275442,0.168092,0.066937,0.110004,,,,,,
2996,24.966667,0.149547,0.070383,0.159033,0.139893,0.066883,0.301586,0.182053,0.072981,0.223051,0.174031,0.071186,0.210018,0.184656,0.070446,0.275436,0.168623,0.066969,0.109652,,,,,,
2997,24.975000,0.149147,0.070528,0.158876,0.141286,0.066874,0.302908,0.181766,0.072913,0.222964,0.173765,0.071179,0.209919,0.184997,0.070396,0.275261,0.169082,0.067078,0.109726,,,,,,
2998,24.983333,0.148926,0.070482,0.158782,0.142694,0.067000,0.304091,0.181333,0.072936,0.222772,0.173311,0.071180,0.209775,0.185310,0.070354,0.274884,0.169583,0.067226,0.110155,,,,,,
2999,24.991667,0.148847,0.070448,0.158602,0.144082,0.067003,0.305277,0.180903,0.072878,0.222729,0.172851,0.071213,0.209721,0.185649,0.070313,0.274639,0.169977,0.067252,0.110160,,,,,,
3000,25.000000,0.148515,0.070592,0.158348,0.145391,0.067050,0.306345,0.180786,0.072864,0.222758,0.172632,0.071187,0.209810,0.185997,0.070233,0.274619,0.170489,0.067302,0.109890,,,,,,
3001,25.008333,0.148119,0.070739,0.158240,0.146697,0.067089,0.307375,0.180559,0.072811,0.222717,0.172410,0.071161,0.209749,0.186246,0.070188,0.274457,0.170955,0.067407,0.110025,,,,,,
3002,25.016667,0.147998,0.070763,0.158210,0.148020,0.067144,0.308264,0.180206,0.072824,0.222530,0.172035,0.071157,0.209623,0.186385,0.070188,0.274082,0.171406,0.067521,0.110542,,,,,,
3003,25.025000,0.147975,0.070768,0.158080,0.149197,0.067314,0.308914,0.179897,0.072747,0.222415,0.171636,0.071156,0.209577,0.186632,0.070150,0.273836,0.171842,0.067494,0.110631,,,,,,
3004,25.033333,0.147606,0.070825,0.157828,0.150209,0.067383,0.309648,0.179663,0.072725,0.222591,0.171436,0.071156,0.209691,0.186884,0.070147,0.273807,0.172409,0.067524,0.110318,,,,,,
3005,25.041667,0.147283,0.070895,0.157702,0.151241,0.067482,0.310232,0.179593,0.072709,0.222455,0.171295,0.071121,0.209598,0.187013,0.070158,0.273619,0.172920,0.067624,0.110537,,,,,,
3006,25.050000,0.147169,0.070840,0.157639,0.152268,0.067497,0.310730,0.179323,0.072685,0.222249,0.171037,0.071082,0.209435,0.187058,0.070143,0.273245,0.173404,0.067734,0.111047,,,,,,
3007,25.058333,0.147061,0.070604,0.157405,0.153188,0.067311,0.311216,0.179057,0.072670,0.222161,0.170753,0.071083,0.209379,0.187129,0.070133,0.272998,0.173868,0.067853,0.111352,,,,,,
3008,25.066667,0.146815,0.070770,0.157188,0.153985,0.067196,0.311628,0.178928,0.072677,0.222271,0.170601,0.071095,0.209482,0.187249,0.070067,0.272988,0.174428,0.067904,0.111170,,,,,,
3009,25.075000,0.146533,0.070889,0.157070,0.154786,0.067228,0.311977,0.178784,0.072651,0.222223,0.170460,0.071079,0.209410,0.187338,0.070000,0.272836,0.174916,0.067943,0.111334,,,,,,
3010,25.083333,0.146476,0.070852,0.157039,0.155661,0.067262,0.312271,0.178566,0.072646,0.222065,0.170233,0.071069,0.209289,0.187403,0.069980,0.272545,0.175343,0.068059,0.111814,,,,,,
3011,25.091667,0.146481,0.070824,0.156962,0.156407,0.067290,0.312571,0.178390,0.072646,0.222012,0.170033,0.071116,0.209262,0.187509,0.069914,0.272368,0.175812,0.068098,0.111995,,,,,,
3012,25.100000,0.146263,0.070961,0.156792,0.156985,0.067325,0.312897,0.178437,0.072634,0.222121,0.170041,0.071125,0.209372,0.187593,0.069852,0.272398,0.176293,0.068193,0.111919,,,,,,
3013,25.108333,0.146069,0.071055,0.156709,0.157503,0.067310,0.313126,0.178432,0.072584,0.222058,0.170053,0.071091,0.209268,0.187569,0.069814,0.272273,0.176722,0.068277,0.112173,,,,,,
3014,25.116667,0.145992,0.070828,0.156612,0.158086,0.067235,0.313258,0.178249,0.072576,0.221882,0.169917,0.071071,0.209127,0.187458,0.069800,0.271978,0.177076,0.068452,0.112702,,,,,,
3015,25.125000,0.145979,0.070816,0.156515,0.158594,0.067191,0.313367,0.178039,0.072590,0.221849,0.169689,0.071115,0.209097,0.187444,0.069744,0.271805,0.177399,0.068563,0.112962,,,,,,
3016,25.133333,0.145733,0.070946,0.156313,0.159070,0.067231,0.313632,0.178000,0.072600,0.221976,0.169623,0.071137,0.209215,0.187523,0.069684,0.271852,0.177885,0.068407,0.112771,,,,,,
3017,25.141667,0.145484,0.071033,0.156190,0.159592,0.067360,0.313795,0.177960,0.072555,0.221916,0.169592,0.071110,0.209122,0.187542,0.069624,0.271749,0.178241,0.068493,0.112986,,,,,,
3018,25.150000,0.145328,0.071112,0.156080,0.160149,0.067449,0.313867,0.177808,0.072549,0.221727,0.169387,0.071141,0.208946,0.187454,0.069596,0.271450,0.178624,0.068649,0.113524,,,,,,
3019,25.158333,0.145336,0.071120,0.156000,0.160681,0.067438,0.313964,0.177595,0.072567,0.221660,0.169224,0.071144,0.208898,0.187448,0.069514,0.271262,0.178977,0.068769,0.113813,,,,,,
3020,25.166667,0.145104,0.071250,0.155775,0.161158,0.067413,0.314188,0.177536,0.072541,0.221753,0.169137,0.071153,0.208974,0.187505,0.069465,0.271288,0.179489,0.068816,0.113730,,,,,,
3021,25.175000,0.144859,0.071320,0.155582,0.161691,0.067396,0.314346,0.177452,0.072508,0.221639,0.169087,0.071136,0.208838,0.187450,0.069428,0.271125,0.179885,0.068845,0.113906,,,,,,
3022,25.183333,0.144792,0.071274,0.155500,0.162364,0.067297,0.314419,0.177220,0.072497,0.221416,0.168881,0.071109,0.208654,0.187322,0.069448,0.270797,0.180313,0.068970,0.114501,,,,,,
3023,25.191667,0.144735,0.071257,0.155365,0.163162,0.067313,0.314589,0.176932,0.072537,0.221357,0.168578,0.071167,0.208592,0.187339,0.069368,0.270581,0.180689,0.069055,0.114846,,,,,,
3024,25.200000,0.144422,0.071364,0.155101,0.163949,0.067447,0.314869,0.176817,0.072537,0.221447,0.168401,0.071183,0.208683,0.187535,0.069305,0.270585,0.181165,0.069106,0.114817,,,,,,
3025,25.208333,0.144140,0.071428,0.154930,0.164745,0.067596,0.315022,0.176715,0.072492,0.221337,0.168284,0.071167,0.208553,0.187632,0.069272,0.270405,0.181514,0.069180,0.115125,,,,,,
3026,25.216667,0.144028,0.071397,0.154843,0.165560,0.067687,0.315037,0.176489,0.072457,0.221096,0.168061,0.071148,0.208356,0.187595,0.069271,0.270032,0.181921,0.069331,0.115776,,,,,,
3027,25.225000,0.143993,0.071398,0.154706,0.166361,0.067766,0.315130,0.176189,0.072478,0.221030,0.167752,0.071205,0.208288,0.187642,0.069239,0.269800,0.182330,0.069462,0.116182,,,,,,
3028,25.233333,0.143762,0.071556,0.154509,0.167132,0.067843,0.315387,0.176021,0.072474,0.221134,0.167557,0.071222,0.208396,0.187703,0.069228,0.269779,0.182841,0.069505,0.116288,,,,,,
3029,25.241667,0.143416,0.071588,0.154229,0.167957,0.067874,0.315552,0.175885,0.072449,0.221083,0.167443,0.071215,0.208284,0.187741,0.069194,0.269655,0.183221,0.069608,0.116675,,,,,,
3030,25.250000,0.143356,0.071558,0.154188,0.168882,0.067892,0.315619,0.175665,0.072432,0.220892,0.167239,0.071209,0.208134,0.187711,0.069212,0.269358,0.183594,0.069704,0.117334,,,,,,
3031,25.258333,0.143345,0.071536,0.154071,0.169775,0.067921,0.315715,0.175388,0.072429,0.220850,0.166963,0.071245,0.208106,0.187783,0.069218,0.269140,0.183992,0.069772,0.117810,,,,,,
3032,25.266667,0.143129,0.071559,0.153780,0.170609,0.067935,0.315947,0.175288,0.072264,0.220965,0.166794,0.071262,0.208234,0.187917,0.069204,0.269134,0.184504,0.069800,0.117940,,,,,,
3033,25.275000,0.142934,0.071611,0.153661,0.171413,0.067955,0.316033,0.175148,0.072391,0.220929,0.166706,0.071235,0.208144,0.188002,0.069167,0.269012,0.184881,0.070064,0.118297,,,,,,
3034,25.283333,0.142887,0.071583,0.153633,0.172186,0.067962,0.315986,0.174971,0.072357,0.220738,0.166540,0.071196,0.207997,0.187958,0.069203,0.268728,0.185211,0.070147,0.119024,,,,,,
3035,25.291667,0.142887,0.071580,0.153590,0.172854,0.068024,0.315948,0.174802,0.072204,0.220700,0.166319,0.071229,0.207967,0.188059,0.069179,0.268544,0.185497,0.070290,0.119510,,,,,,
3036,25.300000,0.142709,0.071760,0.153421,0.173503,0.068096,0.316104,0.174761,0.072196,0.220794,0.166243,0.071255,0.208062,0.188192,0.069153,0.268556,0.185893,0.070190,0.119657,,,,,,
3037,25.308333,0.142606,0.071955,0.153382,0.174032,0.068174,0.316095,0.174734,0.072155,0.220711,0.166247,0.071216,0.207945,0.188190,0.069124,0.268445,0.186154,0.070203,0.119979,,,,,,
3038,25.316667,0.142463,0.071783,0.153188,0.174474,0.068199,0.315939,0.174588,0.072131,0.220526,0.166105,0.071191,0.207813,0.188108,0.069159,0.268181,0.186403,0.070422,0.120601,,,,,,
3039,25.325000,0.142446,0.071765,0.153102,0.174843,0.068169,0.315828,0.174306,0.072348,0.220484,0.165865,0.071253,0.207784,0.188121,0.069151,0.267994,0.186629,0.070537,0.121071,,,,,,
3040,25.333333,0.142206,0.071848,0.152854,0.175147,0.068175,0.315938,0.174200,0.072361,0.220557,0.165751,0.071279,0.207852,0.188167,0.069227,0.268029,0.187017,0.070586,0.121219,,,,,,
3041,25.341667,0.142068,0.071843,0.152673,0.175503,0.068222,0.315870,0.174097,0.072320,0.220489,0.165664,0.071256,0.207747,0.188141,0.069178,0.267908,0.187316,0.070641,0.121695,,,,,,
3042,25.350000,0.141969,0.071537,0.152424,0.175837,0.068203,0.315724,0.173986,0.072109,0.220318,0.165514,0.071211,0.207602,0.187984,0.069200,0.267681,0.187581,0.070573,0.122500,,,,,,
3043,25.358333,0.142010,0.071552,0.152406,0.176136,0.068126,0.315685,0.173703,0.072327,0.220297,0.165287,0.071251,0.207584,0.187916,0.069178,0.267550,0.188017,0.070606,0.123033,,,,,,
3044,25.366667,0.141832,0.071722,0.152229,0.176422,0.068110,0.315943,0.173558,0.072362,0.220343,0.165165,0.071295,0.207650,0.187904,0.069485,0.267672,0.188447,0.070697,0.123277,,,,,,
3045,25.375000,0.141745,0.071771,0.152126,0.176776,0.068142,0.315904,0.173395,0.072358,0.220355,0.165042,0.071310,0.207587,0.187940,0.069397,0.267581,0.188721,0.071055,0.123745,,,,,,
3046,25.383333,0.141737,0.071763,0.152118,0.177127,0.068185,0.315731,0.173200,0.072253,0.220270,0.164895,0.071254,0.207463,0.187809,0.069372,0.267376,0.188992,0.071236,0.124413,,,,,,
3047,25.391667,0.141782,0.071756,0.152096,0.177503,0.068099,0.315702,0.172993,0.072276,0.220243,0.164666,0.071297,0.207442,0.187704,0.069325,0.267229,0.189225,0.071477,0.124917,,,,,,
3048,25.400000,0.141567,0.071859,0.151839,0.177871,0.068127,0.315960,0.172913,0.072351,0.220195,0.164574,0.071335,0.207461,0.187656,0.069584,0.267343,0.189552,0.071566,0.125060,,,,,,
3049,25.408333,0.141539,0.071843,0.151680,0.178280,0.068161,0.315904,0.172754,0.072338,0.220200,0.164465,0.071318,0.207373,0.187668,0.069489,0.267244,0.189708,0.071443,0.125404,,,,,,
3050,25.416667,0.141583,0.071814,0.151693,0.178734,0.068219,0.315692,0.172603,0.072294,0.220042,0.164323,0.071278,0.207245,0.187554,0.069465,0.267024,0.189832,0.071262,0.125910,,,,,,
3051,25.425000,0.141603,0.071609,0.151584,0.179188,0.068246,0.315581,0.172371,0.072324,0.220022,0.164066,0.071327,0.207225,0.187512,0.069387,0.266868,0.190053,0.071598,0.126312,,,,,,
3052,25.433333,0.141416,0.071694,0.151328,0.179601,0.068280,0.315833,0.172240,0.072369,0.220042,0.163963,0.071379,0.207242,0.187499,0.069616,0.266956,0.190345,0.071607,0.126413,,,,,,
3053,25.441667,0.141389,0.071672,0.151175,0.180028,0.068354,0.315752,0.172117,0.072349,0.220032,0.163893,0.071348,0.207148,0.187468,0.069522,0.266878,0.190526,0.071600,0.126746,,,,,,
3054,25.450000,0.141403,0.071625,0.151154,0.180447,0.068362,0.315563,0.172006,0.072288,0.219861,0.163775,0.071288,0.207017,0.187336,0.069501,0.266672,0.190814,0.071672,0.127199,,,,,,
3055,25.458333,0.141368,0.071660,0.151019,0.180913,0.068315,0.315458,0.171789,0.072292,0.219846,0.163554,0.071323,0.206998,0.187256,0.069455,0.266516,0.190878,0.071498,0.127465,,,,,,
3056,25.466667,0.141186,0.071763,0.150773,0.181404,0.068319,0.315736,0.171637,0.072327,0.219862,0.163430,0.071371,0.207016,0.187246,0.069677,0.266621,0.191026,0.071490,0.127514,,,,,,
3057,25.475000,0.141176,0.071742,0.150696,0.181878,0.068367,0.315671,0.171501,0.072313,0.219890,0.163371,0.071342,0.206961,0.187180,0.069588,0.266583,0.191133,0.071472,0.127748,,,,,,
3058,25.483333,0.141210,0.071687,0.150745,0.182278,0.068414,0.315469,0.171391,0.072240,0.219759,0.163266,0.071276,0.206850,0.186998,0.069575,0.266397,0.191226,0.071537,0.128167,,,,,,
3059,25.491667,0.141262,0.071670,0.150754,0.182631,0.068408,0.315369,0.171176,0.072260,0.219769,0.163042,0.071310,0.206858,0.186948,0.069521,0.266264,0.191298,0.071796,0.128413,,,,,,
3060,25.500000,0.141058,0.071751,0.150529,0.182983,0.068391,0.315605,0.171033,0.072307,0.219785,0.162916,0.071363,0.206882,0.186917,0.069732,0.266367,0.191456,0.071782,0.128405,,,,,,
3061,25.508333,0.141068,0.071705,0.150405,0.183315,0.068400,0.315523,0.170948,0.072280,0.219785,0.162915,0.071314,0.206787,0.186760,0.069651,0.266339,0.191550,0.071757,0.128608,,,,,,
3062,25.516667,0.141098,0.071651,0.150248,0.183572,0.068387,0.315334,0.170860,0.072200,0.219633,0.162832,0.071238,0.206657,0.186570,0.069639,0.266171,0.191638,0.071819,0.129010,,,,,,
3063,25.525000,0.141142,0.071643,0.150253,0.183895,0.068341,0.315190,0.170632,0.072207,0.219636,0.162605,0.071266,0.206675,0.186488,0.069588,0.266024,0.191674,0.071891,0.129269,,,,,,
3064,25.533333,0.140942,0.071702,0.149991,0.184269,0.068310,0.315427,0.170532,0.072085,0.219645,0.162495,0.071326,0.206691,0.186462,0.069754,0.266139,0.191844,0.071870,0.129248,,,,,,
3065,25.541667,0.140988,0.071655,0.149821,0.184641,0.068358,0.315326,0.170461,0.072061,0.219633,0.162519,0.071293,0.206580,0.186271,0.069676,0.266106,0.191931,0.071849,0.129421,,,,,,
3066,25.550000,0.141031,0.071599,0.149821,0.184930,0.068342,0.315120,0.170342,0.072166,0.219489,0.162454,0.071211,0.206446,0.186087,0.069660,0.265918,0.191972,0.071756,0.129814,,,,,,
3067,25.558333,0.141065,0.071588,0.149833,0.185210,0.068285,0.314961,0.170199,0.072012,0.219487,0.162246,0.071277,0.206464,0.186050,0.069595,0.265794,0.191942,0.071490,0.129966,,,,,,
3068,25.566667,0.140870,0.071673,0.149569,0.185565,0.068298,0.315212,0.170027,0.072252,0.219531,0.162141,0.071337,0.206496,0.186047,0.069779,0.265876,0.192127,0.071499,0.129977,,,,,,
3069,25.575000,0.140935,0.071636,0.149431,0.185924,0.068321,0.315111,0.170043,0.072047,0.219502,0.162148,0.071336,0.206375,0.185883,0.069673,0.265901,0.192220,0.071520,0.130183,,,,,,
3070,25.583333,0.140984,0.071573,0.149456,0.186181,0.068252,0.314909,0.169953,0.072164,0.219381,0.162102,0.071250,0.206251,0.185709,0.069667,0.265738,0.192297,0.071627,0.130565,,,,,,
3071,25.591667,0.141041,0.071560,0.149373,0.186473,0.068112,0.314759,0.169794,0.072033,0.219390,0.161957,0.071332,0.206298,0.185673,0.069614,0.265623,0.192347,0.071710,0.130826,,,,,,
3072,25.600000,0.140860,0.071639,0.149180,0.186855,0.068103,0.314998,0.169621,0.072096,0.219410,0.161826,0.071395,0.206323,0.185640,0.069738,0.265743,0.192562,0.071728,0.130879,,,,,,
3073,25.608333,0.140941,0.071614,0.149100,0.187256,0.068140,0.314866,0.169559,0.072093,0.219411,0.161860,0.071377,0.206222,0.185411,0.069673,0.265754,0.192700,0.071975,0.131127,,,,,,
3074,25.616667,0.141002,0.071589,0.149174,0.187481,0.068122,0.314674,0.169470,0.072001,0.219293,0.161790,0.071293,0.206137,0.185263,0.069676,0.265621,0.192794,0.072051,0.131551,,,,,,
3075,25.625000,0.140972,0.071565,0.149114,0.187684,0.068094,0.314523,0.169240,0.072224,0.219368,0.161554,0.071366,0.206191,0.185259,0.069638,0.265462,0.192866,0.072130,0.131912,,,,,,
