Format Version,1.21,Take Name,circular_inextensible_tsample_0pt5s_dutycycle35_000,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-09 11.51.49.565 AM,Total Frames in Take,21975,Total Exported Frames,21975,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:2599,Unlabeled:2599,Unlabeled:2599,Unlabeled:2604,Unlabeled:2604,Unlabeled:2604,Unlabeled:2626,Unlabeled:2626,Unlabeled:2626,Unlabeled:2637,Unlabeled:2637,Unlabeled:2637,Unlabeled:2638,Unlabeled:2638,Unlabeled:2638,Unlabeled:2641,Unlabeled:2641,Unlabeled:2641,Unlabeled:2627,Unlabeled:2627,Unlabeled:2627,Unlabeled:2644,Unlabeled:2644,Unlabeled:2644
,,"8392B20CF49E3570A27","8392B20CF49E3570A27","8392B20CF49E3570A27","8392B20CF49E3570A2C","8392B20CF49E3570A2C","8392B20CF49E3570A2C","8392B20CF49E3570A42","8392B20CF49E3570A42","8392B20CF49E3570A42","8392B20CF49E3570A4D","8392B20CF49E3570A4D","8392B20CF49E3570A4D","8392B20CF49E3570A4E","8392B20CF49E3570A4E","8392B20CF49E3570A4E","8392B20CF49E3570A51","8392B20CF49E3570A51","8392B20CF49E3570A51","8392B20CF49E3570A43","8392B20CF49E3570A43","8392B20CF49E3570A43","8392B20CF49E3570A54","8392B20CF49E3570A54","8392B20CF49E3570A54"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
20336,169.466667,0.168422,0.065225,0.386562,0.149351,0.063904,0.504891,0.203718,0.069538,0.447091,0.194942,0.067389,0.434461,0.201977,0.068253,0.500716,0.175595,0.059527,0.335227,,,,,,
20337,169.475000,0.168219,0.065384,0.386429,0.149338,0.063820,0.505572,0.203858,0.069519,0.447068,0.195036,0.067376,0.434526,0.202060,0.068270,0.500797,0.175673,0.059445,0.334768,,,,,,
20338,169.483333,0.167841,0.065523,0.386419,0.149584,0.063820,0.506083,0.203850,0.069457,0.447028,0.195068,0.067337,0.434441,0.202102,0.068212,0.500717,0.175931,0.059446,0.334663,,,,,,
20339,169.491667,0.167784,0.065411,0.386378,0.149829,0.064022,0.506648,0.203586,0.069496,0.446906,0.194782,0.067351,0.434360,0.202155,0.068231,0.500420,0.176170,0.059501,0.334930,,,,,,
20340,169.500000,0.167792,0.065344,0.386272,0.149978,0.063818,0.507268,0.203429,0.069490,0.446822,0.194623,0.067381,0.434262,0.202165,0.068232,0.500304,0.176312,0.059513,0.334921,,,,,,
20341,169.508333,0.167542,0.065557,0.386122,0.150230,0.064043,0.508070,0.203549,0.069476,0.446863,0.194758,0.067364,0.434283,0.202202,0.068187,0.500289,0.176508,0.059456,0.334425,,,,,,
20342,169.516667,0.167177,0.065699,0.386054,0.150511,0.064144,0.509021,0.203536,0.069441,0.446758,0.194785,0.067342,0.434142,0.202278,0.068152,0.500136,0.176849,0.059479,0.334298,,,,,,
20343,169.525000,0.167094,0.065596,0.385927,0.150922,0.064202,0.510108,0.203266,0.069460,0.446519,0.194529,0.067374,0.433931,0.202497,0.068146,0.499734,0.177119,0.059527,0.334500,,,,,,
20344,169.533333,0.167074,0.065517,0.385698,0.151471,0.064197,0.511354,0.203010,0.069476,0.446358,0.194241,0.067407,0.433765,0.202615,0.068101,0.499497,0.177185,0.059489,0.334397,,,,,,
20345,169.541667,0.166714,0.065693,0.385460,0.152036,0.064136,0.512797,0.202962,0.069450,0.446371,0.194211,0.067406,0.433751,0.202793,0.068073,0.499458,0.177354,0.059401,0.333796,,,,,,
20346,169.550000,0.166280,0.065876,0.385309,0.152905,0.063990,0.514419,0.202806,0.069410,0.446238,0.194086,0.067382,0.433591,0.203023,0.068039,0.499289,0.177744,0.059451,0.333641,,,,,,
20347,169.558333,0.166132,0.065837,0.385112,0.153883,0.064340,0.516054,0.202387,0.069453,0.445985,0.193664,0.067447,0.433333,0.203379,0.068029,0.498939,0.178105,0.059508,0.333834,,,,,,
20348,169.566667,0.166028,0.065761,0.384749,0.155096,0.064431,0.517759,0.201939,0.069409,0.445833,0.193130,0.067284,0.433178,0.203820,0.067987,0.498653,0.178326,0.059464,0.333694,,,,,,
20349,169.575000,0.165608,0.065958,0.384410,0.156256,0.064537,0.519409,0.201663,0.069321,0.445804,0.192850,0.067182,0.433096,0.204181,0.067912,0.498605,0.178676,0.059334,0.333052,,,,,,
20350,169.583333,0.165007,0.066171,0.384177,0.157550,0.064800,0.520911,0.201286,0.069224,0.445617,0.192471,0.067153,0.432970,0.204514,0.067886,0.498332,0.179181,0.059393,0.332959,,,,,,
20351,169.591667,0.164668,0.066119,0.383930,0.158871,0.065001,0.522425,0.200718,0.069183,0.445278,0.191871,0.067135,0.432650,0.204873,0.067864,0.497779,0.179604,0.059456,0.333175,,,,,,
20352,169.600000,0.164457,0.066065,0.383536,0.160404,0.065050,0.523979,0.200120,0.069112,0.445016,0.191217,0.067101,0.432488,0.205133,0.067859,0.497384,0.179818,0.059401,0.333053,,,,,,
20353,169.608333,0.163983,0.066255,0.383144,0.161876,0.065052,0.525542,0.199732,0.069043,0.444978,0.190787,0.067044,0.432420,0.205486,0.067841,0.497212,0.180146,0.059274,0.332436,,,,,,
20354,169.616667,0.163312,0.066449,0.382933,0.163423,0.065196,0.526872,0.199253,0.068998,0.444852,0.190330,0.067058,0.432323,0.205808,0.067849,0.496911,0.180560,0.059332,0.332388,,,,,,
20355,169.625000,0.162974,0.066396,0.382722,0.165018,0.065354,0.528034,0.198640,0.069025,0.444528,0.189702,0.067054,0.432006,0.206047,0.067761,0.496370,0.180894,0.059368,0.332698,,,,,,
20356,169.633333,0.162820,0.066343,0.382373,0.166595,0.065446,0.529078,0.198078,0.068978,0.444331,0.189029,0.067245,0.431950,0.206401,0.067773,0.495945,0.181065,0.059327,0.332648,,,,,,
20357,169.641667,0.162356,0.066542,0.382100,0.167940,0.065575,0.530022,0.197832,0.068884,0.444309,0.188729,0.067210,0.431939,0.206726,0.067664,0.495793,0.181395,0.059275,0.332163,,,,,,
20358,169.650000,0.161722,0.066769,0.381980,0.169306,0.065617,0.530866,0.197542,0.068793,0.444179,0.188406,0.067156,0.431845,0.206943,0.067599,0.495491,0.181757,0.059366,0.332253,,,,,,
20359,169.658333,0.161408,0.066727,0.381864,0.170607,0.065644,0.531515,0.197059,0.068759,0.443890,0.187914,0.067129,0.431624,0.206942,0.067680,0.494934,0.182063,0.059434,0.332680,,,,,,
20360,169.666667,0.161295,0.066653,0.381562,0.171789,0.065667,0.532160,0.196608,0.068720,0.443729,0.187405,0.067161,0.431518,0.207036,0.067584,0.494561,0.182246,0.059370,0.332683,,,,,,
20361,169.675000,0.160932,0.066815,0.381276,0.172942,0.065623,0.532781,0.196390,0.068701,0.443765,0.187162,0.067167,0.431556,0.207211,0.067534,0.494445,0.182577,0.059278,0.332214,,,,,,
20362,169.683333,0.160454,0.067001,0.381150,0.174047,0.065694,0.533292,0.196187,0.068653,0.443673,0.186957,0.067138,0.431421,0.207404,0.067408,0.494215,0.182916,0.059341,0.332249,,,,,,
20363,169.691667,0.160313,0.066966,0.381055,0.175208,0.065613,0.533709,0.195868,0.068672,0.443404,0.186637,0.067140,0.431228,0.207369,0.067385,0.493754,0.183194,0.059416,0.332625,,,,,,
20364,169.700000,0.160275,0.066880,0.380828,0.176124,0.065566,0.533991,0.195589,0.068643,0.443245,0.186294,0.067148,0.431107,0.207410,0.067318,0.493425,0.183356,0.059192,0.332672,,,,,,
20365,169.708333,0.159924,0.067060,0.380601,0.176857,0.065539,0.534345,0.195498,0.068602,0.443274,0.186167,0.067143,0.431157,0.207542,0.067278,0.493357,0.183650,0.059129,0.332296,,,,,,
20366,169.716667,0.159473,0.067277,0.380512,0.177722,0.065604,0.534641,0.195382,0.068562,0.443199,0.186037,0.067123,0.431058,0.207599,0.067241,0.493185,0.183961,0.059199,0.332399,,,,,,
20367,169.725000,0.159354,0.067229,0.380430,0.178688,0.065605,0.534854,0.195094,0.068563,0.442971,0.185786,0.067136,0.430824,0.207569,0.067226,0.492758,0.184281,0.059241,0.332802,,,,,,
20368,169.733333,0.159332,0.067157,0.380195,0.179408,0.065653,0.534987,0.194839,0.068583,0.442830,0.185468,0.067175,0.430739,0.207642,0.067109,0.492451,0.184526,0.059222,0.332900,,,,,,
20369,169.741667,0.159001,0.067335,0.379983,0.180155,0.065636,0.535232,0.194788,0.068559,0.442849,0.185381,0.067183,0.430766,0.207743,0.067016,0.492418,0.184903,0.059193,0.332579,,,,,,
20370,169.750000,0.158556,0.067541,0.379858,0.180875,0.065731,0.535387,0.194726,0.068508,0.442727,0.185311,0.067206,0.430624,0.207794,0.066994,0.492185,0.185215,0.059279,0.332676,,,,,,
20371,169.758333,0.158379,0.067530,0.379785,0.181685,0.065686,0.535482,0.194494,0.068538,0.442434,0.185071,0.066998,0.430357,0.207687,0.066992,0.491763,0.185449,0.059390,0.333055,,,,,,
20372,169.766667,0.158294,0.067483,0.379564,0.182301,0.065629,0.535533,0.194195,0.068551,0.442304,0.184761,0.067038,0.430186,0.207668,0.066924,0.491430,0.185588,0.059368,0.333136,,,,,,
20373,169.775000,0.157913,0.067641,0.379335,0.182954,0.065542,0.535720,0.194093,0.068538,0.442326,0.184623,0.067068,0.430227,0.207696,0.066881,0.491358,0.185868,0.059293,0.332831,,,,,,
20374,169.783333,0.157463,0.067851,0.379231,0.183603,0.065654,0.535866,0.193981,0.068500,0.442231,0.184474,0.067067,0.430117,0.207698,0.066785,0.491227,0.186125,0.059362,0.332952,,,,,,
20375,169.791667,0.157239,0.067841,0.379160,0.184437,0.065663,0.535850,0.193654,0.068495,0.441985,0.184167,0.067069,0.429949,0.207589,0.066794,0.490766,0.186420,0.059470,0.333437,,,,,,
20376,169.800000,0.157130,0.067808,0.378918,0.185267,0.065712,0.535846,0.193321,0.068472,0.441837,0.183771,0.067091,0.429822,0.207638,0.066702,0.490402,0.186689,0.059420,0.333599,,,,,,
20377,169.808333,0.156775,0.067977,0.378664,0.186070,0.065843,0.535968,0.193202,0.068428,0.441826,0.183619,0.067066,0.429777,0.207759,0.066677,0.490259,0.187041,0.059344,0.333356,,,,,,
20378,169.816667,0.156307,0.068166,0.378512,0.186959,0.065971,0.536074,0.193067,0.068390,0.441690,0.183448,0.067094,0.429691,0.207830,0.066613,0.490053,0.187344,0.059375,0.333551,,,,,,
20379,169.825000,0.156068,0.068134,0.378429,0.187920,0.066071,0.536035,0.192737,0.068392,0.441408,0.183155,0.067269,0.429500,0.207758,0.066591,0.489610,0.187630,0.059440,0.334061,,,,,,
20380,169.833333,0.155979,0.068110,0.378189,0.188878,0.066084,0.536027,0.192378,0.068406,0.441267,0.182764,0.067322,0.429345,0.207746,0.066519,0.489237,0.187818,0.059340,0.334176,,,,,,
20381,169.841667,0.155609,0.068288,0.377930,0.189794,0.066012,0.536180,0.192184,0.068399,0.441281,0.182528,0.067359,0.429393,0.207860,0.066476,0.489101,0.188152,0.059368,0.333996,,,,,,
20382,169.850000,0.155116,0.068495,0.377824,0.190742,0.065939,0.536276,0.191980,0.068374,0.441186,0.182298,0.067377,0.429321,0.207870,0.066385,0.488948,0.188403,0.059418,0.334232,,,,,,
20383,169.858333,0.154899,0.068490,0.377774,0.191745,0.065979,0.536181,0.191596,0.068388,0.440984,0.181942,0.067340,0.429126,0.207758,0.066370,0.488550,0.188664,0.059491,0.334773,,,,,,
20384,169.866667,0.154816,0.068494,0.377589,0.192719,0.066027,0.536096,0.191187,0.068364,0.440917,0.181555,0.067384,0.429054,0.207801,0.066381,0.488181,0.188905,0.059533,0.335048,,,,,,
20385,169.875000,0.154474,0.068688,0.377392,0.193593,0.066234,0.536177,0.191051,0.068348,0.440964,0.181337,0.067405,0.429187,0.207924,0.066388,0.488067,0.189255,0.059519,0.334942,,,,,,
20386,169.883333,0.154108,0.068883,0.377281,0.194661,0.066274,0.536208,0.190950,0.068308,0.440897,0.181213,0.067392,0.429090,0.208073,0.066288,0.487904,0.189562,0.059564,0.335237,,,,,,
20387,169.891667,0.153943,0.068867,0.377254,0.195601,0.066408,0.536033,0.190695,0.068301,0.440693,0.180990,0.067379,0.428918,0.208038,0.066252,0.487561,0.189877,0.059618,0.335846,,,,,,
20388,169.900000,0.153894,0.068823,0.377101,0.196450,0.066416,0.535919,0.190430,0.068303,0.440616,0.180703,0.067411,0.428830,0.208115,0.066270,0.487201,0.190188,0.059604,0.336217,,,,,,
20389,169.908333,0.153615,0.068933,0.376907,0.197157,0.066440,0.535944,0.190371,0.068288,0.440667,0.180593,0.067439,0.428916,0.208275,0.066240,0.487143,0.190591,0.059593,0.336238,,,,,,
20390,169.916667,0.153246,0.069119,0.376874,0.197898,0.066466,0.535933,0.190301,0.068244,0.440608,0.180501,0.067422,0.428837,0.208307,0.066191,0.487027,0.190850,0.059635,0.336524,,,,,,
20391,169.925000,0.153106,0.069110,0.376883,0.198592,0.066475,0.535782,0.190061,0.068231,0.440475,0.180298,0.067393,0.428723,0.208218,0.066179,0.486799,0.191080,0.059732,0.337102,,,,,,
20392,169.933333,0.153083,0.069044,0.376774,0.199214,0.066477,0.535652,0.189832,0.068264,0.440440,0.180017,0.067462,0.428739,0.208253,0.066165,0.486579,0.191265,0.059735,0.337389,,,,,,
20393,169.941667,0.152835,0.069165,0.376612,0.199813,0.066467,0.535690,0.189787,0.068244,0.440502,0.179926,0.067295,0.428785,0.208344,0.066145,0.486548,0.191543,0.059655,0.337306,,,,,,
20394,169.950000,0.152515,0.069310,0.376561,0.200348,0.066501,0.535647,0.189761,0.068194,0.440448,0.179903,0.067428,0.428747,0.208354,0.066107,0.486461,0.191728,0.059680,0.337563,,,,,,
20395,169.958333,0.152416,0.069274,0.376576,0.200766,0.066497,0.535444,0.189589,0.068187,0.440290,0.179757,0.067221,0.428555,0.208275,0.066153,0.486217,0.191899,0.059784,0.338121,,,,,,
20396,169.966667,0.152409,0.069239,0.376483,0.201154,0.066464,0.535298,0.189397,0.068203,0.440233,0.179551,0.067240,0.428468,0.208250,0.066177,0.485958,0.192098,0.059781,0.338412,,,,,,
20397,169.975000,0.152140,0.069391,0.376313,0.201541,0.066458,0.535353,0.189350,0.068190,0.440271,0.179496,0.067251,0.428537,0.208301,0.066259,0.485962,0.192387,0.059734,0.338400,,,,,,
20398,169.983333,0.151821,0.069561,0.376263,0.201941,0.066470,0.535251,0.189274,0.068166,0.440221,0.179418,0.067243,0.428444,0.208295,0.066190,0.485847,0.192573,0.059771,0.338701,,,,,,
20399,169.991667,0.151740,0.069513,0.376261,0.202348,0.066460,0.535009,0.189056,0.068169,0.440051,0.179230,0.067106,0.428251,0.208156,0.066203,0.485587,0.192753,0.059886,0.339196,,,,,,
20400,170.000000,0.151749,0.069446,0.376156,0.202809,0.066418,0.534851,0.188804,0.068210,0.440021,0.178954,0.067300,0.428339,0.208132,0.066152,0.485456,0.192854,0.059911,0.339428,,,,,,
20401,170.008333,0.151468,0.069579,0.375983,0.203336,0.066478,0.534998,0.188662,0.068236,0.440031,0.178831,0.067337,0.428376,0.208177,0.066444,0.485512,0.193044,0.059876,0.339324,,,,,,
20402,170.016667,0.151181,0.069734,0.375895,0.203865,0.066655,0.534851,0.188530,0.068238,0.440037,0.178719,0.067552,0.428365,0.208276,0.066330,0.485355,0.193101,0.059891,0.339496,,,,,,
20403,170.025000,0.151118,0.069664,0.375881,0.204416,0.066709,0.534520,0.188316,0.068219,0.439850,0.178535,0.067508,0.428200,0.208168,0.066389,0.485007,0.193188,0.059965,0.339876,,,,,,
20404,170.033333,0.151141,0.069606,0.375780,0.204817,0.066726,0.534314,0.188129,0.068232,0.439786,0.178333,0.067554,0.428139,0.208197,0.066316,0.484847,0.193227,0.059975,0.340024,,,,,,
20405,170.041667,0.150880,0.069738,0.375603,0.205213,0.066713,0.534465,0.188077,0.068243,0.439745,0.178295,0.067563,0.428119,0.208192,0.066598,0.484841,0.193393,0.059945,0.339931,,,,,,
20406,170.050000,0.150610,0.069869,0.375532,0.205638,0.066699,0.534341,0.188015,0.068234,0.439743,0.178222,0.067564,0.428083,0.208207,0.066494,0.484739,0.193444,0.059999,0.340095,,,,,,
20407,170.058333,0.150590,0.069788,0.375527,0.206002,0.066713,0.534064,0.187813,0.068238,0.439598,0.178040,0.067517,0.427973,0.208061,0.066508,0.484527,0.193517,0.060097,0.340474,,,,,,
20408,170.066667,0.150602,0.069729,0.375460,0.206378,0.066674,0.533873,0.187621,0.068277,0.439583,0.177838,0.067591,0.427953,0.208031,0.066453,0.484352,0.193538,0.060108,0.340620,,,,,,
20409,170.075000,0.150351,0.069873,0.375297,0.206822,0.066668,0.534021,0.187544,0.068297,0.439553,0.177814,0.067630,0.427922,0.208058,0.066692,0.484410,0.193681,0.060074,0.340499,,,,,,
20410,170.083333,0.150116,0.070003,0.375228,0.207325,0.066671,0.533890,0.187481,0.068253,0.439556,0.177736,0.067628,0.427890,0.208105,0.066567,0.484356,0.193699,0.060116,0.340653,,,,,,
20411,170.091667,0.150099,0.069928,0.375216,0.207790,0.066724,0.533586,0.187307,0.068226,0.439395,0.177588,0.067545,0.427714,0.207919,0.066605,0.484054,0.193757,0.060196,0.341049,,,,,,
20412,170.100000,0.150126,0.069869,0.375143,0.208213,0.066680,0.533374,0.187129,0.068255,0.439357,0.177391,0.067595,0.427676,0.207860,0.066592,0.483831,0.193780,0.060192,0.341180,,,,,,
20413,170.108333,0.149893,0.070011,0.374961,0.208744,0.066619,0.533489,0.187025,0.068261,0.439315,0.177285,0.067590,0.427718,0.207940,0.066764,0.483889,0.193932,0.060148,0.341055,,,,,,
20414,170.116667,0.149642,0.070123,0.374885,0.209286,0.066649,0.533320,0.186950,0.068249,0.439309,0.177236,0.067584,0.427620,0.207908,0.066668,0.483792,0.193952,0.060183,0.341224,,,,,,
20415,170.125000,0.149625,0.070042,0.374877,0.209747,0.066674,0.532999,0.186761,0.068233,0.439162,0.177066,0.067555,0.427507,0.207742,0.066674,0.483562,0.194007,0.060252,0.341624,,,,,,
20416,170.133333,0.149627,0.070009,0.374795,0.210162,0.066698,0.532726,0.186545,0.068257,0.439145,0.176833,0.067639,0.427489,0.207727,0.066626,0.483352,0.194045,0.060234,0.341812,,,,,,
20417,170.141667,0.149377,0.070151,0.374615,0.210744,0.066680,0.532813,0.186425,0.068286,0.439104,0.176726,0.067666,0.427491,0.207789,0.066813,0.483368,0.194226,0.060206,0.341792,,,,,,
20418,170.150000,0.149149,0.070245,0.374538,0.211256,0.066817,0.532597,0.186363,0.068254,0.439090,0.176684,0.067654,0.427366,0.207729,0.066716,0.483272,0.194302,0.060259,0.342036,,,,,,
20419,170.158333,0.149141,0.070165,0.374526,0.211735,0.066815,0.532230,0.186171,0.068230,0.438953,0.176538,0.067600,0.427243,0.207650,0.066714,0.483053,0.194379,0.060349,0.342424,,,,,,
20420,170.166667,0.149177,0.070115,0.374435,0.212185,0.066843,0.531917,0.185983,0.068235,0.438902,0.176317,0.067664,0.427211,0.207619,0.066687,0.482763,0.194415,0.060346,0.342565,,,,,,
20421,170.175000,0.148957,0.070245,0.374252,0.212747,0.066870,0.531983,0.185877,0.068244,0.438844,0.176220,0.067671,0.427198,0.207631,0.066861,0.482736,0.194550,0.060309,0.342470,,,,,,
20422,170.183333,0.148729,0.070341,0.374161,0.213291,0.066931,0.531729,0.185808,0.068224,0.438834,0.176147,0.067644,0.427115,0.207596,0.066755,0.482685,0.194554,0.060352,0.342649,,,,,,
20423,170.191667,0.148751,0.070233,0.374158,0.213664,0.066998,0.531396,0.185624,0.068209,0.438703,0.175962,0.067596,0.427045,0.207443,0.066771,0.482462,0.194598,0.060419,0.342979,,,,,,
20424,170.200000,0.148792,0.070186,0.374090,0.214094,0.066989,0.531087,0.185452,0.068233,0.438688,0.175753,0.067657,0.427026,0.207480,0.066711,0.482261,0.194613,0.060411,0.343089,,,,,,
20425,170.208333,0.148567,0.070316,0.373931,0.214556,0.067043,0.531144,0.185367,0.068247,0.438635,0.175679,0.067666,0.427028,0.207576,0.066844,0.482255,0.194750,0.060397,0.343010,,,,,,
20426,170.216667,0.148374,0.070417,0.373871,0.214973,0.067213,0.530916,0.185383,0.068198,0.438618,0.175698,0.067645,0.426936,0.207529,0.066753,0.482197,0.194788,0.060238,0.343156,,,,,,
20427,170.225000,0.148400,0.070301,0.373888,0.215241,0.067270,0.530588,0.185254,0.068164,0.438470,0.175604,0.067566,0.426794,0.207420,0.066746,0.481984,0.194797,0.060281,0.343449,,,,,,
20428,170.233333,0.148458,0.070225,0.373842,0.215454,0.067258,0.530363,0.185128,0.068176,0.438470,0.175455,0.067624,0.426787,0.207423,0.066691,0.481819,0.194780,0.060293,0.343525,,,,,,
20429,170.241667,0.148235,0.070357,0.373688,0.215762,0.067275,0.530480,0.185063,0.068176,0.438432,0.175375,0.067445,0.426730,0.207485,0.066820,0.481866,0.194886,0.060307,0.343456,,,,,,
20430,170.250000,0.148076,0.070454,0.373618,0.216064,0.067318,0.530302,0.185053,0.068107,0.438418,0.175453,0.067627,0.426714,0.207371,0.066734,0.481878,0.194865,0.060365,0.343612,,,,,,
20431,170.258333,0.148116,0.070324,0.373639,0.216232,0.067297,0.530049,0.184962,0.068097,0.438311,0.175372,0.067536,0.426626,0.207180,0.066769,0.481679,0.194894,0.060433,0.343931,,,,,,
20432,170.266667,0.148167,0.070260,0.373612,0.216489,0.067236,0.529831,0.184829,0.068121,0.438330,0.175166,0.067636,0.426696,0.207211,0.066665,0.481649,0.194890,0.060471,0.344040,,,,,,
20433,170.275000,0.147933,0.070403,0.373465,0.217027,0.067115,0.529955,0.184727,0.068164,0.438326,0.175086,0.067645,0.426705,0.207185,0.066830,0.481679,0.195034,0.060353,0.343936,,,,,,
20434,170.283333,0.147783,0.070505,0.373409,0.217529,0.067106,0.529739,0.184734,0.068150,0.438353,0.175134,0.067664,0.426640,0.207063,0.066729,0.481690,0.195038,0.060405,0.344085,,,,,,
20435,170.291667,0.147837,0.070379,0.373423,0.217757,0.067198,0.529435,0.184609,0.068092,0.438243,0.175068,0.067541,0.426512,0.206951,0.066752,0.481515,0.195086,0.060449,0.344385,,,,,,
20436,170.300000,0.147908,0.070321,0.373394,0.217977,0.067200,0.529197,0.184478,0.068124,0.438249,0.174905,0.067615,0.426509,0.207013,0.066719,0.481330,0.195090,0.060434,0.344449,,,,,,
20437,170.308333,0.147684,0.070479,0.373250,0.218338,0.067225,0.529310,0.184415,0.068135,0.438202,0.174861,0.067640,0.426510,0.207056,0.066798,0.481380,0.195211,0.060406,0.344359,,,,,,
20438,170.316667,0.147555,0.070575,0.373181,0.218658,0.067199,0.529112,0.184463,0.068116,0.438201,0.174911,0.067620,0.426452,0.206891,0.066725,0.481419,0.195203,0.060435,0.344493,,,,,,
20439,170.325000,0.147618,0.070451,0.373197,0.218742,0.067178,0.528867,0.184353,0.068055,0.438074,0.174836,0.067495,0.426358,0.206734,0.066756,0.481281,0.195252,0.060474,0.344767,,,,,,
20440,170.333333,0.147693,0.070388,0.373180,0.218879,0.067151,0.528669,0.184221,0.068084,0.438119,0.174669,0.067589,0.426399,0.206674,0.066743,0.481128,0.195257,0.060448,0.344827,,,,,,
20441,170.341667,0.147468,0.070532,0.373034,0.219169,0.067243,0.528811,0.184133,0.068128,0.438110,0.174587,0.067434,0.426312,0.206747,0.066796,0.481246,0.195366,0.060427,0.344743,,,,,,
20442,170.350000,0.147328,0.070613,0.372976,0.219472,0.067288,0.528613,0.184171,0.068100,0.438113,0.174669,0.067409,0.426218,0.206566,0.066719,0.481299,0.195355,0.060454,0.344870,,,,,,
20443,170.358333,0.147401,0.070489,0.372985,0.219614,0.067298,0.528336,0.184078,0.068041,0.437998,0.174639,0.067510,0.426193,0.206435,0.066740,0.481133,0.195391,0.060462,0.345101,,,,,,
20444,170.366667,0.147481,0.070424,0.372959,0.219891,0.067217,0.528098,0.183942,0.068094,0.438027,0.174432,0.067405,0.426155,0.206466,0.066699,0.480968,0.195388,0.060447,0.345162,,,,,,
20445,170.375000,0.147233,0.070561,0.372793,0.220270,0.067309,0.528178,0.183865,0.068125,0.437984,0.174367,0.067454,0.426155,0.206508,0.066784,0.481021,0.195509,0.060433,0.345090,,,,,,
20446,170.383333,0.147117,0.070640,0.372714,0.220608,0.067346,0.527942,0.183883,0.068087,0.437975,0.174455,0.067609,0.426112,0.206325,0.066721,0.481057,0.195524,0.060459,0.345244,,,,,,
20447,170.391667,0.147186,0.070511,0.372724,0.220728,0.067314,0.527694,0.183789,0.068054,0.437866,0.174387,0.067532,0.426013,0.206237,0.066743,0.480895,0.195564,0.060487,0.345485,,,,,,
20448,170.400000,0.147263,0.070464,0.372731,0.220831,0.067276,0.527487,0.183630,0.068117,0.437916,0.174151,0.067444,0.426059,0.206271,0.066690,0.480757,0.195536,0.060471,0.345540,,,,,,
20449,170.408333,0.147038,0.070623,0.372582,0.221127,0.067275,0.527618,0.183547,0.068153,0.437887,0.174080,0.067463,0.426035,0.206281,0.066767,0.480840,0.195652,0.060450,0.345455,,,,,,
20450,170.416667,0.146936,0.070717,0.372536,0.221343,0.067285,0.527442,0.183569,0.068108,0.437872,0.174205,0.067615,0.425956,0.206061,0.066702,0.480913,0.195639,0.060487,0.345578,,,,,,
20451,170.425000,0.146989,0.070401,0.372548,0.221396,0.067279,0.527213,0.183474,0.068061,0.437788,0.174115,0.067558,0.425927,0.205970,0.066711,0.480784,0.195747,0.060329,0.345753,,,,,,
20452,170.433333,0.147073,0.070342,0.372550,0.221466,0.067240,0.527044,0.183327,0.068106,0.437826,0.173904,0.067417,0.425909,0.206013,0.066664,0.480643,0.195694,0.060369,0.345785,,,,,,
20453,170.441667,0.146843,0.070480,0.372395,0.221709,0.067236,0.527205,0.183273,0.068134,0.437779,0.173871,0.067453,0.425890,0.206031,0.066741,0.480733,0.195792,0.060391,0.345734,,,,,,
20454,170.450000,0.146729,0.070553,0.372345,0.221889,0.067242,0.527033,0.183310,0.068094,0.437771,0.173957,0.067401,0.425787,0.205763,0.066695,0.480833,0.195778,0.060435,0.345865,,,,,,
20455,170.458333,0.146794,0.070424,0.372360,0.221944,0.067200,0.526814,0.183214,0.068051,0.437690,0.173893,0.067335,0.425721,0.205613,0.066739,0.480669,0.195790,0.060470,0.346099,,,,,,
20456,170.466667,0.146837,0.070494,0.372323,0.222036,0.067149,0.526635,0.183056,0.068119,0.437745,0.173690,0.067425,0.425785,0.205709,0.066654,0.480553,0.195767,0.060437,0.346121,,,,,,
20457,170.475000,0.146614,0.070636,0.372174,0.222327,0.067178,0.526779,0.182979,0.068168,0.437687,0.173666,0.067707,0.425846,0.205672,0.066779,0.480608,0.195997,0.060421,0.345959,,,,,,
20458,170.483333,0.146539,0.070679,0.372077,0.222683,0.067146,0.526594,0.182968,0.068156,0.437627,0.173715,0.067452,0.425617,0.205448,0.066753,0.480773,0.195962,0.060446,0.346107,,,,,,
20459,170.491667,0.146642,0.070505,0.372098,0.222769,0.067162,0.526358,0.182819,0.068110,0.437570,0.173610,0.067368,0.425580,0.205198,0.066801,0.480668,0.195972,0.060435,0.346306,,,,,,
20460,170.500000,0.146737,0.070335,0.372129,0.222879,0.067109,0.526185,0.182602,0.068191,0.437662,0.173341,0.067444,0.425591,0.205264,0.066708,0.480566,0.195834,0.060419,0.346449,,,,,,
