Frame,Time,Marker 1 X,Marker 1 Y,Marker 1 Z,Marker 2 X,Marker 2 Y,Marker 2 Z,Marker 3 X,Marker 3 Y,Marker 3 Z,Marker 4 X,Marker 4 Y,Marker 4 Z,Marker 5 X,Marker 5 Y,Marker 5 Z,Marker 6 X,Marker 6 Y,Marker 6 Z
52,0.433333,0.209510,0.077251,0.050645,0.215974,0.076367,0.098867,0.227275,0.073761,0.149566,0.229627,0.074283,0.165098,0.235145,0.068256,0.213240,0.237136,0.063081,0.261500
53,0.441667,0.209506,0.077253,0.050648,0.215976,0.076370,0.098873,0.227271,0.073762,0.149574,0.229624,0.074287,0.165099,0.235141,0.068257,0.213245,0.237133,0.063082,0.261500
54,0.450000,0.209510,0.077253,0.050647,0.215974,0.076370,0.098871,0.227270,0.073758,0.149568,0.229622,0.074279,0.165097,0.235138,0.068259,0.213241,0.237133,0.063081,0.261505
55,0.458333,0.209507,0.077258,0.050653,0.215972,0.076376,0.098873,0.227270,0.073760,0.149574,0.229624,0.074279,0.165103,0.235139,0.068253,0.213244,0.237134,0.063085,0.261505
56,0.466667,0.209509,0.077260,0.050651,0.215971,0.076370,0.098873,0.227270,0.073761,0.149573,0.229619,0.074277,0.165096,0.235139,0.068255,0.213247,0.237131,0.063082,0.261507
57,0.475000,0.209509,0.077251,0.050649,0.215975,0.076371,0.098873,0.227271,0.073763,0.149570,0.229626,0.074279,0.165099,0.235144,0.068262,0.213244,0.237137,0.063083,0.261503
58,0.483333,0.209511,0.077255,0.050652,0.215973,0.076368,0.098870,0.227273,0.073762,0.149571,0.229625,0.074281,0.165100,0.235143,0.068258,0.213243,0.237133,0.063079,0.261506
59,0.491667,0.209510,0.077256,0.050649,0.215978,0.076371,0.098869,0.227272,0.073760,0.149570,0.229626,0.074283,0.165097,0.235145,0.068257,0.213241,0.237136,0.063082,0.261502
60,0.500000,0.209512,0.077251,0.050649,0.215976,0.076370,0.098869,0.227274,0.073763,0.149567,0.229624,0.074284,0.165093,0.235148,0.068258,0.213240,0.237135,0.063080,0.261502
61,0.508333,0.209513,0.077252,0.050644,0.215977,0.076371,0.098865,0.227274,0.073762,0.149569,0.229628,0.074279,0.165097,0.235141,0.068255,0.213237,0.237136,0.063083,0.261500
62,0.516667,0.209513,0.077250,0.050640,0.215978,0.076371,0.098867,0.227277,0.073764,0.149565,0.229629,0.074285,0.165093,0.235145,0.068258,0.213239,0.237136,0.063082,0.261499
63,0.525000,0.209510,0.077252,0.050643,0.215974,0.076366,0.098867,0.227278,0.073757,0.149564,0.229627,0.074281,0.165093,0.235144,0.068258,0.213237,0.237134,0.063079,0.261498
64,0.533333,0.209513,0.077259,0.050647,0.215978,0.076368,0.098868,0.227271,0.073764,0.149567,0.229628,0.074280,0.165095,0.235149,0.068256,0.213241,0.237136,0.063082,0.261502
65,0.541667,0.209507,0.077252,0.050645,0.215977,0.076368,0.098866,0.227271,0.073762,0.149569,0.229625,0.074285,0.165096,0.235141,0.068255,0.213238,0.237137,0.063079,0.261502
66,0.550000,0.209512,0.077255,0.050650,0.215974,0.076370,0.098866,0.227273,0.073763,0.149568,0.229627,0.074281,0.165100,0.235144,0.068262,0.213242,0.237135,0.063083,0.261502
67,0.558333,0.209509,0.077256,0.050651,0.215978,0.076370,0.098870,0.227272,0.073763,0.149572,0.229626,0.074280,0.165100,0.235140,0.068257,0.213242,0.237132,0.063079,0.261506
68,0.566667,0.209503,0.077253,0.050646,0.215976,0.076372,0.098871,0.227271,0.073762,0.149571,0.229625,0.074284,0.165103,0.235142,0.068260,0.213243,0.237134,0.063085,0.261502
69,0.575000,0.209512,0.077253,0.050649,0.215979,0.076375,0.098872,0.227269,0.073761,0.149573,0.229624,0.074281,0.165099,0.235141,0.068253,0.213241,0.237134,0.063082,0.261504
70,0.583333,0.209508,0.077253,0.050647,0.215972,0.076371,0.098869,0.227268,0.073759,0.149567,0.229622,0.074282,0.165099,0.235141,0.068257,0.213241,0.237130,0.063081,0.261503
71,0.591667,0.209506,0.077255,0.050649,0.215973,0.076373,0.098870,0.227271,0.073760,0.149569,0.229624,0.074281,0.165100,0.235143,0.068257,0.213241,0.237133,0.063085,0.261503
72,0.600000,0.209507,0.077249,0.050646,0.215971,0.076369,0.098868,0.227267,0.073759,0.149571,0.229625,0.074280,0.165095,0.235139,0.068258,0.213242,0.237132,0.063081,0.261503
73,0.608333,0.209509,0.077253,0.050648,0.215974,0.076372,0.098869,0.227274,0.073764,0.149571,0.229625,0.074279,0.165100,0.235140,0.068250,0.213240,0.237132,0.063082,0.261504
74,0.616667,0.209509,0.077257,0.050648,0.215973,0.076368,0.098870,0.227270,0.073759,0.149568,0.229622,0.074277,0.165097,0.235142,0.068257,0.213238,0.237134,0.063086,0.261503
75,0.625000,0.209513,0.077254,0.050644,0.215977,0.076371,0.098868,0.227269,0.073758,0.149570,0.229626,0.074282,0.165093,0.235147,0.068260,0.213238,0.237138,0.063087,0.261500
76,0.633333,0.209510,0.077256,0.050644,0.215979,0.076371,0.098867,0.227274,0.073765,0.149565,0.229629,0.074283,0.165090,0.235143,0.068257,0.213237,0.237137,0.063083,0.261498
77,0.641667,0.209513,0.077250,0.050644,0.215979,0.076368,0.098866,0.227277,0.073765,0.149564,0.229629,0.074284,0.165091,0.235148,0.068254,0.213236,0.237135,0.063082,0.261500
78,0.650000,0.209513,0.077259,0.050647,0.215979,0.076371,0.098869,0.227275,0.073763,0.149566,0.229627,0.074283,0.165096,0.235146,0.068258,0.213237,0.237135,0.063085,0.261502
79,0.658333,0.209512,0.077256,0.050647,0.215978,0.076374,0.098869,0.227277,0.073763,0.149569,0.229625,0.074280,0.165094,0.235147,0.068256,0.213241,0.237138,0.063081,0.261502
80,0.666667,0.209510,0.077253,0.050649,0.215977,0.076371,0.098870,0.227272,0.073765,0.149571,0.229625,0.074280,0.165100,0.235144,0.068257,0.213239,0.237135,0.063085,0.261504
81,0.675000,0.209510,0.077249,0.050647,0.215977,0.076371,0.098869,0.227269,0.073762,0.149570,0.229623,0.074283,0.165095,0.235146,0.068259,0.213240,0.237139,0.063082,0.261505
82,0.683333,0.209507,0.077252,0.050645,0.215977,0.076371,0.098868,0.227273,0.073760,0.149570,0.229628,0.074285,0.165091,0.235146,0.068259,0.213237,0.237136,0.063084,0.261502
83,0.691667,0.209510,0.077253,0.050641,0.215977,0.076370,0.098869,0.227272,0.073760,0.149570,0.229625,0.074279,0.165095,0.235141,0.068260,0.213235,0.237135,0.063082,0.261502
84,0.700000,0.209509,0.077253,0.050645,0.215978,0.076371,0.098867,0.227277,0.073763,0.149567,0.229627,0.074284,0.165094,0.235146,0.068255,0.213239,0.237136,0.063085,0.261498
