Frame,Time,Marker 1 X,Marker 1 Y,Marker 1 Z,Marker 2 X,Marker 2 Y,Marker 2 Z,Marker 3 X,Marker 3 Y,Marker 3 Z,Marker 4 X,Marker 4 Y,Marker 4 Z,Marker 5 X,Marker 5 Y,Marker 5 Z,Marker 6 X,Marker 6 Y,Marker 6 Z
62,0.516667,0.322814,0.027618,0.327604,0.316612,0.027163,0.375573,0.319168,0.027887,0.426977,0.319971,0.029732,0.442312,0.323019,0.029839,0.490523,0.325806,0.03223,0.538844
63,0.525,0.322819,0.027623,0.327607,0.316617,0.027166,0.375573,0.31917,0.027889,0.426979,0.319989,0.029601,0.442331,0.323021,0.029837,0.490519,0.325809,0.032234,0.538841
64,0.533333,0.322818,0.027621,0.327605,0.316612,0.027168,0.375574,0.319169,0.027887,0.426974,0.319991,0.029597,0.442327,0.32302,0.029835,0.490521,0.325812,0.032228,0.538835
65,0.541667,0.322819,0.027619,0.327604,0.316616,0.027163,0.375572,0.319173,0.027891,0.426975,0.319971,0.029743,0.442301,0.323018,0.029833,0.490521,0.325808,0.032229,0.538838
66,0.55,0.322817,0.027622,0.3276,0.316614,0.027164,0.375574,0.319166,0.027889,0.426973,0.320006,0.029827,0.442384,0.323022,0.029836,0.490521,0.325807,0.032231,0.538844
67,0.558333,0.322817,0.02762,0.3276,0.31661,0.027161,0.375569,0.319167,0.027893,0.426973,0.320004,0.029823,0.442376,0.32302,0.029836,0.490518,0.325805,0.032234,0.53884
68,0.566667,0.322813,0.027621,0.327603,0.316608,0.027163,0.375572,0.319163,0.02789,0.426977,0.319969,0.029737,0.442305,0.323016,0.029838,0.49052,0.325804,0.032235,0.538839
69,0.575,0.322809,0.02762,0.3276,0.316609,0.027161,0.375572,0.319161,0.027885,0.426978,0.319991,0.02959,0.442327,0.323015,0.029835,0.490524,0.325802,0.032231,0.538835
70,0.583333,0.322811,0.027623,0.327607,0.31661,0.027162,0.375574,0.319166,0.027886,0.426974,0.319991,0.029585,0.442326,0.323018,0.029839,0.490524,0.325805,0.032234,0.53884
71,0.591667,0.322808,0.027619,0.327605,0.316606,0.027164,0.375574,0.319165,0.027892,0.426975,0.319992,0.029594,0.442327,0.323017,0.029834,0.490522,0.325803,0.032232,0.538839
72,0.6,0.322813,0.027623,0.327606,0.31661,0.027161,0.375575,0.319164,0.027892,0.426979,0.319999,0.029893,0.442361,0.32302,0.029833,0.490522,0.325806,0.032232,0.538842
73,0.608333,0.322814,0.027624,0.327606,0.316613,0.027165,0.375573,0.31917,0.027891,0.426978,0.319973,0.029734,0.442308,0.323021,0.029836,0.490524,0.325807,0.032234,0.538839
74,0.616667,0.322817,0.027624,0.327605,0.316616,0.027167,0.375572,0.319169,0.027899,0.426977,0.319991,0.029591,0.442322,0.323024,0.029833,0.490521,0.32581,0.032232,0.538836
75,0.625,0.322819,0.027622,0.327604,0.316616,0.027164,0.375571,0.319171,0.027891,0.426974,0.319976,0.029742,0.442311,0.323021,0.029836,0.490519,0.325805,0.032234,0.538838
76,0.633333,0.322821,0.027622,0.3276,0.316618,0.027163,0.375568,0.319173,0.027889,0.426979,0.319999,0.029593,0.442323,0.323021,0.029837,0.490517,0.325815,0.032229,0.538838
77,0.641667,0.322819,0.027625,0.3276,0.316618,0.027163,0.375571,0.31917,0.027889,0.426972,0.319975,0.029739,0.4423,0.323024,0.029834,0.490516,0.325812,0.032232,0.538835
78,0.65,0.322819,0.02762,0.327601,0.316612,0.027158,0.375567,0.319168,0.027889,0.426971,0.319994,0.029593,0.44232,0.323021,0.029838,0.490519,0.325807,0.03223,0.538836
79,0.658333,0.322816,0.027624,0.327604,0.316611,0.027168,0.375574,0.319168,0.027891,0.426974,0.320005,0.02983,0.442376,0.323017,0.02984,0.490521,0.325812,0.032232,0.538837
80,0.666667,0.32281,0.027618,0.327603,0.316608,0.027159,0.375575,0.319164,0.027883,0.426978,0.319973,0.029729,0.442311,0.323014,0.029834,0.490521,0.325803,0.032229,0.538838
81,0.675,0.322808,0.027622,0.327607,0.316607,0.027164,0.375575,0.319161,0.027892,0.42698,0.319987,0.029591,0.44233,0.323013,0.029835,0.490522,0.325801,0.032232,0.538842
82,0.683333,0.322805,0.027618,0.327605,0.316604,0.02716,0.375576,0.319159,0.027888,0.426978,0.319984,0.029592,0.442332,0.323014,0.029837,0.490526,0.325803,0.032231,0.538841
83,0.691667,0.322804,0.027623,0.32761,0.316606,0.027162,0.375576,0.319161,0.027892,0.426979,0.319998,0.029826,0.442387,0.323015,0.02984,0.490526,0.325801,0.032231,0.538846
84,0.7,0.322803,0.027621,0.327607,0.316607,0.027163,0.375577,0.319161,0.027886,0.426981,0.319999,0.029827,0.442385,0.323015,0.029836,0.490527,0.325801,0.032235,0.538847
85,0.708333,0.32281,0.027623,0.327606,0.316609,0.02716,0.375575,0.319164,0.027891,0.42698,0.319966,0.029736,0.44231,0.32302,0.029837,0.490523,0.325805,0.032232,0.538841
86,0.716667,0.322816,0.027625,0.327605,0.316613,0.027164,0.375575,0.319167,0.027891,0.426979,0.319971,0.029737,0.442312,0.32302,0.029835,0.49052,0.325806,0.032234,0.538842
87,0.725,0.322818,0.02762,0.327605,0.316613,0.027163,0.375572,0.31917,0.02789,0.426977,0.319994,0.029593,0.442327,0.323019,0.029833,0.490518,0.32581,0.03223,0.538839
88,0.733333,0.322822,0.027622,0.327602,0.31662,0.027164,0.37557,0.319174,0.02789,0.426975,0.319976,0.029736,0.442308,0.323021,0.029841,0.490519,0.325811,0.032237,0.538839
89,0.741667,0.322823,0.027623,0.327599,0.316617,0.027164,0.375567,0.319172,0.027887,0.426972,0.319976,0.029736,0.442304,0.323022,0.029837,0.490515,0.325809,0.032229,0.538837
90,0.75,0.322821,0.027621,0.3276,0.316621,0.027165,0.375571,0.31917,0.027891,0.426973,0.319998,0.029591,0.442325,0.323025,0.029839,0.490519,0.325813,0.032239,0.538838
91,0.758333,0.322815,0.027621,0.327602,0.316614,0.027165,0.375567,0.319167,0.027888,0.426971,0.319974,0.029733,0.44231,0.323021,0.029836,0.490518,0.325807,0.03223,0.538837
92,0.766667,0.322816,0.027625,0.327604,0.316613,0.027164,0.375573,0.31917,0.027887,0.426976,0.319967,0.029739,0.442308,0.32302,0.029837,0.490519,0.325806,0.032232,0.538838
93,0.775,0.32281,0.027622,0.327602,0.31661,0.027164,0.37557,0.319164,0.027888,0.426976,0.319971,0.029733,0.442307,0.323015,0.029834,0.490516,0.3258,0.032233,0.53884
94,0.783333,0.322813,0.02762,0.327603,0.316607,0.027162,0.375572,0.319168,0.027887,0.426976,0.320004,0.02983,0.442382,0.323016,0.029835,0.490523,0.325806,0.032232,0.538836
95,0.791667,0.322808,0.027624,0.327605,0.316607,0.027161,0.375572,0.319162,0.027887,0.426974,0.319987,0.02959,0.442328,0.323017,0.029834,0.49052,0.325804,0.032232,0.538838
96,0.8,0.322807,0.027623,0.327601,0.316608,0.027161,0.375571,0.319162,0.027889,0.426975,0.319965,0.02974,0.442312,0.323016,0.029838,0.490525,0.325805,0.03223,0.538838
97,0.808333,0.322811,0.027623,0.327603,0.316608,0.027162,0.375572,0.319167,0.027886,0.426978,0.31999,0.029589,0.442324,0.323018,0.029836,0.49052,0.325805,0.032232,0.538839
98,0.816667,0.322813,0.027619,0.327603,0.316608,0.027161,0.37557,0.319165,0.027892,0.426974,0.319994,0.02989,0.44236,0.323016,0.029836,0.490516,0.325804,0.032233,0.538838
99,0.825,0.322814,0.02762,0.327602,0.316612,0.027162,0.37557,0.319166,0.027892,0.426976,0.319969,0.029736,0.442306,0.323021,0.029833,0.490517,0.325809,0.032233,0.538838
100,0.833333,0.322818,0.027622,0.3276,0.316611,0.027162,0.37557,0.319169,0.027884,0.426971,0.31999,0.029594,0.44232,0.323019,0.029834,0.490521,0.325806,0.032231,0.538837
101,0.841667,0.322821,0.027621,0.327602,0.316615,0.027163,0.375569,0.319169,0.027888,0.426975,0.319998,0.029898,0.442364,0.323022,0.029837,0.49052,0.325811,0.032231,0.538839
102,0.85,0.322814,0.02762,0.327605,0.316612,0.027162,0.375574,0.319166,0.02789,0.426972,0.319972,0.029731,0.442309,0.323019,0.029836,0.490522,0.325806,0.032233,0.538838
103,0.858333,0.322818,0.027622,0.327603,0.316612,0.027164,0.375574,0.319169,0.027891,0.426977,0.319968,0.029738,0.44231,0.32302,0.029838,0.490523,0.325812,0.032232,0.538842
104,0.866667,0.322816,0.027621,0.327609,0.316614,0.027164,0.375579,0.319165,0.027892,0.426978,0.319972,0.029733,0.442316,0.323019,0.029842,0.490526,0.325807,0.032235,0.538844
105,0.875,0.32281,0.02762,0.327608,0.316608,0.027162,0.375574,0.319167,0.027888,0.42698,0.319967,0.029737,0.442312,0.323016,0.029833,0.490525,0.325802,0.03223,0.538842
106,0.883333,0.32281,0.027622,0.32761,0.316606,0.027166,0.375575,0.319164,0.027896,0.42698,0.319968,0.02974,0.442309,0.323014,0.029836,0.490522,0.325805,0.032236,0.538844
