Frame,Time,Marker 1 X,Marker 1 Y,Marker 1 Z,Marker 2 X,Marker 2 Y,Marker 2 Z,Marker 3 X,Marker 3 Y,Marker 3 Z,Marker 4 X,Marker 4 Y,Marker 4 Z,Marker 5 X,Marker 5 Y,Marker 5 Z,Marker 6 X,Marker 6 Y,Marker 6 Z
0,0.000000,0.238227,0.076871,0.077535,0.238099,0.065187,0.240902,0.240782,0.068740,0.192120,0.240672,0.071793,0.128589,0.240928,0.072350,0.143988,0.241082,0.081738,0.029254
1,0.008333,0.241076,0.081738,0.029254,0.238225,0.076866,0.077536,0.240662,0.071789,0.128591,0.240975,0.072301,0.143968,0.240782,0.068738,0.192126,0.238098,0.065188,0.240901
2,0.016667,0.241075,0.081742,0.029255,0.238217,0.076863,0.077533,0.240663,0.071788,0.128594,0.240971,0.072302,0.143975,0.240776,0.068736,0.192122,0.238097,0.065192,0.240904
3,0.025000,0.241074,0.081739,0.029253,0.238218,0.076864,0.077533,0.240664,0.071787,0.128588,0.240969,0.072304,0.143972,0.240773,0.068737,0.192122,0.238094,0.065188,0.240897
4,0.033333,0.241076,0.081740,0.029252,0.238217,0.076867,0.077530,0.240662,0.071789,0.128588,0.240920,0.072348,0.143984,0.240776,0.068740,0.192120,0.238093,0.065188,0.240900
5,0.041667,0.241079,0.081735,0.029245,0.238222,0.076865,0.077527,0.240667,0.071786,0.128584,0.240976,0.072305,0.143964,0.240774,0.068739,0.192115,0.238099,0.065184,0.240896
6,0.050000,0.241084,0.081739,0.029245,0.238229,0.076865,0.077526,0.240674,0.071794,0.128586,0.240930,0.072351,0.143983,0.240782,0.068739,0.192113,0.238105,0.065188,0.240894
7,0.058333,0.241086,0.081738,0.029245,0.238230,0.076866,0.077526,0.240698,0.071776,0.128571,0.240984,0.072305,0.143961,0.240782,0.068745,0.192117,0.238107,0.065187,0.240893
8,0.066667,0.241087,0.081744,0.029253,0.238235,0.076871,0.077528,0.240677,0.071798,0.128589,0.240931,0.072351,0.143988,0.240788,0.068743,0.192115,0.238107,0.065193,0.240903
9,0.075000,0.241081,0.081744,0.029255,0.238224,0.076869,0.077533,0.240668,0.071792,0.128594,0.240979,0.072304,0.143976,0.240779,0.068746,0.192126,0.238103,0.065189,0.240900
10,0.083333,0.241071,0.081740,0.029254,0.238216,0.076870,0.077539,0.240687,0.071767,0.128580,0.240915,0.072342,0.143994,0.240773,0.068738,0.192125,0.238092,0.065192,0.240904
11,0.091667,0.241067,0.081747,0.029256,0.238206,0.076866,0.077536,0.240653,0.071790,0.128601,0.240908,0.072344,0.143997,0.240764,0.068734,0.192129,0.238084,0.065187,0.240906
12,0.100000,0.241062,0.081740,0.029253,0.238205,0.076869,0.077539,0.240652,0.071785,0.128593,0.240905,0.072345,0.143993,0.240762,0.068730,0.192128,0.238082,0.065186,0.240907
13,0.108333,0.241064,0.081743,0.029254,0.238204,0.076866,0.077536,0.240653,0.071793,0.128594,0.240909,0.072348,0.143996,0.240764,0.068740,0.192124,0.238082,0.065186,0.240902
14,0.116667,0.241066,0.081738,0.029248,0.238214,0.076870,0.077535,0.240653,0.071791,0.128590,0.240913,0.072350,0.143991,0.240765,0.068741,0.192123,0.238086,0.065182,0.240903
15,0.125000,0.241076,0.081740,0.029252,0.238223,0.076868,0.077532,0.240665,0.071790,0.128592,0.240974,0.072306,0.143969,0.240776,0.068740,0.192120,0.238096,0.065187,0.240900
