Format Version,1.21,Take Name,circular_inextensible_tsample_0.5s,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-04 04.52.15.234 PM,Total Frames in Take,22369,Total Exported Frames,22369,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:2377,Unlabeled:2377,Unlabeled:2377,Unlabeled:2398,Unlabeled:2398,Unlabeled:2398,Unlabeled:2403,Unlabeled:2403,Unlabeled:2403,Unlabeled:2408,Unlabeled:2408,Unlabeled:2408,Unlabeled:2411,Unlabeled:2411,Unlabeled:2411,Unlabeled:2413,Unlabeled:2413,Unlabeled:2413
,,"8392B20CF49E3570949","8392B20CF49E3570949","8392B20CF49E3570949","8392B20CF49E357095E","8392B20CF49E357095E","8392B20CF49E357095E","8392B20CF49E3570963","8392B20CF49E3570963","8392B20CF49E3570963","8392B20CF49E3570968","8392B20CF49E3570968","8392B20CF49E3570968","8392B20CF49E357096B","8392B20CF49E357096B","8392B20CF49E357096B","8392B20CF49E357096D","8392B20CF49E357096D","8392B20CF49E357096D"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
14078,117.316667,0.235631,0.056069,0.199755,0.257858,0.050187,0.362111,0.259114,0.047452,0.411087,0.262333,0.051608,0.298534,0.259898,0.052312,0.313605,0.263078,0.054382,0.243973
14079,117.325000,0.235690,0.056047,0.199735,0.257867,0.050165,0.362085,0.258932,0.047485,0.411029,0.262364,0.051629,0.298593,0.259950,0.052345,0.313639,0.263021,0.054364,0.244055
14080,117.333333,0.235322,0.056017,0.199473,0.257845,0.050198,0.362343,0.258825,0.047515,0.411344,0.262456,0.051697,0.298682,0.259930,0.052373,0.313759,0.263232,0.054535,0.243742
14081,117.341667,0.235390,0.056061,0.199746,0.257908,0.050152,0.362078,0.258695,0.047524,0.411051,0.262429,0.051690,0.298570,0.259972,0.052397,0.313624,0.263196,0.054435,0.243902
14082,117.350000,0.235338,0.056103,0.199880,0.257869,0.050177,0.362089,0.258595,0.047517,0.411062,0.262409,0.051601,0.298514,0.259978,0.052306,0.313588,0.263099,0.054387,0.243928
14083,117.358333,0.235414,0.056076,0.199857,0.257904,0.050147,0.362053,0.258496,0.047524,0.411002,0.262436,0.051621,0.298573,0.260029,0.052329,0.313620,0.263054,0.054361,0.244014
14084,117.366667,0.235064,0.056060,0.199612,0.257929,0.050205,0.362305,0.258442,0.047532,0.411331,0.262539,0.051699,0.298668,0.260019,0.052366,0.313744,0.263270,0.054541,0.243702
14085,117.375000,0.235147,0.056085,0.199859,0.257978,0.050091,0.362073,0.258376,0.047520,0.411051,0.262532,0.051693,0.298554,0.260092,0.052394,0.313613,0.263224,0.054435,0.243862
14086,117.383333,0.235118,0.056109,0.199975,0.257959,0.050144,0.362073,0.258302,0.047532,0.411051,0.262518,0.051610,0.298507,0.260102,0.052320,0.313584,0.263124,0.054385,0.243890
14087,117.391667,0.235189,0.056082,0.199950,0.257980,0.050127,0.362041,0.258196,0.047552,0.410990,0.262534,0.051629,0.298562,0.260132,0.052337,0.313609,0.263078,0.054364,0.243967
14088,117.400000,0.234828,0.056059,0.199688,0.257979,0.050180,0.362282,0.258115,0.047575,0.411318,0.262618,0.051701,0.298649,0.260097,0.052366,0.313730,0.263297,0.054537,0.243653
14089,117.408333,0.234916,0.056106,0.199948,0.258034,0.050064,0.362037,0.258036,0.047578,0.411021,0.262600,0.051682,0.298526,0.260166,0.052382,0.313582,0.263228,0.054426,0.243811
14090,117.416667,0.234885,0.056134,0.200067,0.257986,0.050093,0.362040,0.257944,0.047606,0.411022,0.262591,0.051612,0.298470,0.260169,0.052321,0.313553,0.263136,0.054388,0.243846
14091,117.425000,0.234965,0.056102,0.200045,0.257999,0.050078,0.362013,0.257815,0.047627,0.410960,0.262622,0.051632,0.298538,0.260221,0.052343,0.313583,0.263102,0.054377,0.243922
14092,117.433333,0.234599,0.056079,0.199765,0.258036,0.050163,0.362253,0.257715,0.047648,0.411276,0.262712,0.051705,0.298626,0.260204,0.052376,0.313706,0.263319,0.054536,0.243599
14093,117.441667,0.234714,0.056129,0.200030,0.258121,0.050080,0.361998,0.257648,0.047643,0.410994,0.262693,0.051683,0.298498,0.260277,0.052379,0.313553,0.263213,0.054589,0.243804
14094,117.450000,0.234690,0.056161,0.200147,0.258048,0.050075,0.362005,0.257590,0.047664,0.410988,0.262691,0.051623,0.298446,0.260283,0.052325,0.313534,0.263168,0.054404,0.243795
14095,117.458333,0.234764,0.056134,0.200126,0.258067,0.050097,0.361972,0.257494,0.047678,0.410922,0.262721,0.051646,0.298508,0.260331,0.052329,0.313558,0.263135,0.054387,0.243870
14096,117.466667,0.234437,0.056098,0.199899,0.258124,0.050185,0.362219,0.257391,0.047692,0.411340,0.262819,0.051708,0.298517,0.260329,0.052370,0.313588,0.263281,0.054686,0.243587
14097,117.475000,0.234572,0.056132,0.200129,0.258306,0.050082,0.361989,0.257244,0.047724,0.411036,0.262787,0.051673,0.298419,0.260404,0.052389,0.313477,0.263206,0.054559,0.243783
14098,117.483333,0.234575,0.056142,0.200222,0.258264,0.050090,0.361997,0.257125,0.047789,0.411022,0.262836,0.051627,0.298388,0.260479,0.052328,0.313478,0.263134,0.054529,0.243788
14099,117.491667,0.234721,0.056103,0.200248,0.258273,0.050091,0.361950,0.256983,0.047817,0.410954,0.262896,0.051659,0.298407,0.260565,0.052365,0.313479,0.263096,0.054489,0.243879
14100,117.500000,0.234395,0.056066,0.200021,0.258370,0.050200,0.362227,0.256816,0.047839,0.411391,0.262948,0.051718,0.298399,0.260531,0.052395,0.313484,0.263268,0.054639,0.243559
14101,117.508333,0.234560,0.056098,0.200226,0.258627,0.050089,0.362024,0.256633,0.047861,0.411126,0.262890,0.051673,0.298278,0.260601,0.052409,0.313400,0.263186,0.054487,0.243756
14102,117.516667,0.234600,0.056093,0.200303,0.258647,0.050078,0.362033,0.256494,0.047904,0.411093,0.262980,0.051651,0.298297,0.260733,0.052360,0.313420,0.263098,0.054476,0.243788
14103,117.525000,0.234769,0.056033,0.200311,0.258645,0.050075,0.361996,0.256358,0.047918,0.411018,0.263091,0.051705,0.298340,0.260874,0.052402,0.313455,0.263102,0.054435,0.243871
14104,117.533333,0.234433,0.055989,0.200073,0.258749,0.050176,0.362268,0.256154,0.047965,0.411425,0.263137,0.051753,0.298324,0.260850,0.052448,0.313440,0.263253,0.054578,0.243544
14105,117.541667,0.234598,0.056033,0.200282,0.259016,0.050079,0.362069,0.255907,0.047978,0.411137,0.263078,0.051709,0.298247,0.260919,0.052438,0.313360,0.263170,0.054418,0.243744
14106,117.550000,0.234643,0.056013,0.200344,0.259001,0.050064,0.362062,0.255664,0.048022,0.411068,0.263157,0.051685,0.298222,0.261037,0.052420,0.313375,0.263041,0.054445,0.243808
14107,117.558333,0.234812,0.055956,0.200333,0.258983,0.050038,0.362023,0.255430,0.048055,0.411007,0.263286,0.051737,0.298269,0.261192,0.052456,0.313398,0.263052,0.054388,0.243875
14108,117.566667,0.234506,0.055918,0.200102,0.259058,0.050120,0.362291,0.255145,0.048122,0.411366,0.263320,0.051778,0.298235,0.261157,0.052486,0.313382,0.263196,0.054548,0.243560
14109,117.575000,0.234664,0.055955,0.200311,0.259349,0.050040,0.362089,0.254851,0.048179,0.411083,0.263272,0.051726,0.298177,0.261243,0.052474,0.313313,0.263113,0.054361,0.243745
14110,117.583333,0.234727,0.055918,0.200355,0.259285,0.050000,0.362107,0.254581,0.048172,0.411026,0.263329,0.051693,0.298156,0.261352,0.052425,0.313327,0.262989,0.054396,0.243827
14111,117.591667,0.234881,0.055877,0.200353,0.259226,0.049970,0.362059,0.254407,0.048191,0.410958,0.263454,0.051738,0.298220,0.261496,0.052450,0.313367,0.262967,0.054346,0.243905
14112,117.600000,0.234566,0.055849,0.200139,0.259341,0.050126,0.362312,0.254154,0.048239,0.411336,0.263465,0.051771,0.298182,0.261432,0.052475,0.313343,0.263138,0.054505,0.243586
14113,117.608333,0.234728,0.055888,0.200355,0.259615,0.050004,0.362108,0.253928,0.048256,0.411024,0.263416,0.051727,0.298129,0.261508,0.052445,0.313279,0.263027,0.054328,0.243789
14114,117.616667,0.234800,0.055836,0.200379,0.259551,0.050001,0.362149,0.253699,0.048200,0.411010,0.263483,0.051688,0.298127,0.261632,0.052569,0.313397,0.262915,0.054357,0.243872
14115,117.625000,0.234984,0.055798,0.200381,0.259496,0.049972,0.362112,0.253537,0.048186,0.410951,0.263586,0.051727,0.298215,0.261735,0.052404,0.313382,0.262883,0.054311,0.243979
14116,117.633333,0.234681,0.055767,0.200161,0.259597,0.050093,0.362400,0.253224,0.048219,0.411334,0.263584,0.051762,0.298170,0.261654,0.052450,0.313368,0.263068,0.054439,0.243657
14117,117.641667,0.234837,0.055791,0.200379,0.259853,0.049983,0.362198,0.252977,0.048308,0.411000,0.263539,0.051702,0.298128,0.261781,0.052568,0.313378,0.262950,0.054268,0.243865
14118,117.650000,0.234920,0.055738,0.200386,0.259783,0.049970,0.362204,0.252767,0.048348,0.410930,0.263614,0.051679,0.298121,0.261876,0.052531,0.313413,0.262845,0.054287,0.243935
14119,117.658333,0.235108,0.055703,0.200382,0.259719,0.049940,0.362149,0.252678,0.048345,0.410860,0.263710,0.051713,0.298192,0.261980,0.052552,0.313460,0.262804,0.054269,0.244025
14120,117.666667,0.234797,0.055688,0.200159,0.259836,0.050051,0.362434,0.252482,0.048347,0.411242,0.263689,0.051729,0.298139,0.261884,0.052574,0.313423,0.262996,0.054391,0.243696
14121,117.675000,0.234932,0.055710,0.200389,0.260121,0.049942,0.362228,0.252317,0.048394,0.410904,0.263644,0.051679,0.298095,0.261977,0.052549,0.313360,0.262866,0.054214,0.243898
14122,117.683333,0.235007,0.055659,0.200385,0.260065,0.049919,0.362254,0.252072,0.048379,0.410867,0.263729,0.051667,0.298104,0.262074,0.052546,0.313413,0.262757,0.054245,0.243975
14123,117.691667,0.235204,0.055638,0.200403,0.259992,0.049888,0.362202,0.251945,0.048386,0.410783,0.263833,0.051708,0.298189,0.262169,0.052423,0.313403,0.262721,0.054213,0.244075
14124,117.700000,0.234893,0.055619,0.200171,0.260059,0.049976,0.362492,0.251674,0.048416,0.411172,0.263809,0.051718,0.298136,0.262088,0.052587,0.313445,0.262918,0.054329,0.243745
14125,117.708333,0.235043,0.055644,0.200408,0.260336,0.049866,0.362291,0.251483,0.048466,0.410822,0.263766,0.051670,0.298096,0.262157,0.052405,0.313313,0.262785,0.054161,0.243957
14126,117.716667,0.235122,0.055597,0.200402,0.260251,0.049841,0.362308,0.251278,0.048484,0.410769,0.263831,0.051660,0.298106,0.262249,0.052388,0.313357,0.262669,0.054191,0.244035
14127,117.725000,0.235328,0.055583,0.200426,0.260171,0.049810,0.362253,0.251231,0.048501,0.410693,0.263911,0.051685,0.298177,0.262373,0.052570,0.313481,0.262626,0.054177,0.244143
14128,117.733333,0.235003,0.055553,0.200173,0.260305,0.049976,0.362531,0.250995,0.048520,0.411058,0.263881,0.051696,0.298130,0.262225,0.052437,0.313377,0.262828,0.054271,0.243801
14129,117.741667,0.235154,0.055574,0.200404,0.260566,0.049865,0.362302,0.250828,0.048628,0.410679,0.263869,0.051652,0.298073,0.262403,0.052560,0.313376,0.262703,0.054121,0.244004
14130,117.750000,0.235235,0.055541,0.200396,0.260459,0.049845,0.362327,0.250666,0.048612,0.410644,0.263927,0.051648,0.298069,0.262478,0.052551,0.313408,0.262600,0.054144,0.244058
14131,117.758333,0.235433,0.055536,0.200429,0.260413,0.049792,0.362262,0.250651,0.048615,0.410559,0.263997,0.051678,0.298141,0.262557,0.052557,0.313451,0.262552,0.054127,0.244165
14132,117.766667,0.235092,0.055509,0.200151,0.260524,0.049943,0.362557,0.250447,0.048624,0.410943,0.263962,0.051684,0.298088,0.262444,0.052580,0.313422,0.262748,0.054228,0.243825
14133,117.775000,0.235270,0.055514,0.200391,0.260781,0.049838,0.362335,0.250303,0.048672,0.410570,0.263965,0.051653,0.298049,0.262591,0.052558,0.313355,0.262625,0.054077,0.244029
14134,117.783333,0.235364,0.055487,0.200378,0.260656,0.049824,0.362371,0.250104,0.048599,0.410568,0.264027,0.051653,0.298052,0.262671,0.052557,0.313401,0.262559,0.053966,0.244072
14135,117.791667,0.235556,0.055494,0.200424,0.260654,0.049761,0.362320,0.250032,0.048569,0.410497,0.264108,0.051681,0.298131,0.262761,0.052548,0.313452,0.262471,0.054101,0.244214
14136,117.800000,0.235208,0.055462,0.200142,0.260765,0.049935,0.362636,0.249769,0.048594,0.410867,0.264088,0.051694,0.298085,0.262677,0.052571,0.313432,0.262674,0.054185,0.243881
14137,117.808333,0.235394,0.055468,0.200394,0.261003,0.049820,0.362435,0.249590,0.048635,0.410512,0.264094,0.051661,0.298062,0.262833,0.052541,0.313386,0.262549,0.054053,0.244098
14138,117.816667,0.235498,0.055449,0.200398,0.260859,0.049796,0.362455,0.249421,0.048639,0.410461,0.264151,0.051662,0.298070,0.262889,0.052544,0.313432,0.262431,0.054095,0.244191
14139,117.825000,0.235684,0.055442,0.200427,0.260796,0.049745,0.362389,0.249425,0.048641,0.410399,0.264194,0.051677,0.298144,0.262891,0.052374,0.313407,0.262386,0.054076,0.244290
14140,117.833333,0.235327,0.055404,0.200127,0.260885,0.049867,0.362701,0.249205,0.048618,0.410790,0.264139,0.051675,0.298089,0.262802,0.052547,0.313445,0.262585,0.054135,0.243937
14141,117.841667,0.235512,0.055405,0.200373,0.261136,0.049772,0.362494,0.249115,0.048685,0.410426,0.264138,0.051643,0.298067,0.262919,0.052368,0.313327,0.262444,0.054018,0.244158
14142,117.850000,0.235608,0.055407,0.200381,0.260971,0.049739,0.362500,0.248985,0.048720,0.410391,0.264217,0.051652,0.298068,0.262990,0.052390,0.313369,0.262330,0.054057,0.244240
14143,117.858333,0.235795,0.055382,0.200403,0.260953,0.049724,0.362434,0.249019,0.048716,0.410328,0.264254,0.051669,0.298145,0.263017,0.052381,0.313419,0.262292,0.054047,0.244337
14144,117.866667,0.235444,0.055341,0.200097,0.261056,0.049843,0.362755,0.248801,0.048663,0.410710,0.264191,0.051661,0.298085,0.262899,0.052391,0.313378,0.262496,0.054098,0.243977
14145,117.875000,0.235634,0.055344,0.200349,0.261295,0.049769,0.362543,0.248741,0.048747,0.410358,0.264196,0.051639,0.298064,0.263050,0.052380,0.313343,0.262359,0.053980,0.244203
14146,117.883333,0.235729,0.055345,0.200356,0.261129,0.049731,0.362556,0.248615,0.048759,0.410320,0.264274,0.051649,0.298069,0.263149,0.052561,0.313464,0.262249,0.054028,0.244292
14147,117.891667,0.235905,0.055331,0.200395,0.261085,0.049682,0.362495,0.248655,0.048752,0.410275,0.264321,0.051667,0.298153,0.263191,0.052550,0.313524,0.262212,0.054011,0.244385
14148,117.900000,0.235542,0.055288,0.200099,0.261257,0.049884,0.362826,0.248451,0.048706,0.410647,0.264261,0.051660,0.298097,0.263039,0.052401,0.313412,0.262412,0.054064,0.244039
14149,117.908333,0.235735,0.055284,0.200352,0.261509,0.049804,0.362615,0.248407,0.048757,0.410317,0.264255,0.051629,0.298080,0.263212,0.052549,0.313459,0.262266,0.053943,0.244268
14150,117.916667,0.235836,0.055285,0.200353,0.261346,0.049764,0.362624,0.248286,0.048745,0.410284,0.264329,0.051640,0.298083,0.263278,0.052567,0.313495,0.262161,0.053995,0.244345
14151,117.925000,0.235999,0.055274,0.200396,0.261277,0.049674,0.362567,0.248320,0.048728,0.410232,0.264370,0.051662,0.298159,0.263320,0.052563,0.313548,0.262129,0.053966,0.244432
14152,117.933333,0.235632,0.055245,0.200084,0.261442,0.049874,0.362885,0.248069,0.048703,0.410596,0.264319,0.051652,0.298099,0.263211,0.052564,0.313503,0.262329,0.054035,0.244080
14153,117.941667,0.235818,0.055243,0.200340,0.261707,0.049808,0.362680,0.248004,0.048747,0.410245,0.264328,0.051628,0.298074,0.263368,0.052567,0.313472,0.262185,0.053906,0.244307
14154,117.950000,0.235916,0.055245,0.200349,0.261570,0.049758,0.362685,0.247835,0.048770,0.410181,0.264406,0.051644,0.298075,0.263437,0.052578,0.313508,0.262084,0.053960,0.244378
14155,117.958333,0.236082,0.055229,0.200375,0.261516,0.049708,0.362620,0.247849,0.048776,0.410123,0.264452,0.051673,0.298150,0.263455,0.052420,0.313487,0.262049,0.053938,0.244459
14156,117.966667,0.235859,0.055170,0.200165,0.261649,0.049889,0.362902,0.247570,0.048740,0.410496,0.264382,0.051647,0.298031,0.263377,0.052580,0.313455,0.262191,0.053969,0.244165
14157,117.975000,0.236048,0.055164,0.200358,0.261944,0.049842,0.362760,0.247492,0.048843,0.410144,0.264363,0.051613,0.298030,0.263519,0.052571,0.313442,0.262032,0.053855,0.244397
14158,117.983333,0.236177,0.055189,0.200348,0.261820,0.049786,0.362769,0.247304,0.048867,0.410070,0.264464,0.051638,0.298049,0.263622,0.052590,0.313499,0.261920,0.053902,0.244486
14159,117.991667,0.236412,0.055159,0.200423,0.261765,0.049756,0.362709,0.247309,0.048869,0.410048,0.264528,0.051657,0.298061,0.263664,0.052438,0.313445,0.261840,0.053866,0.244581
14160,118.000000,0.236582,0.055140,0.200354,0.261940,0.049926,0.362913,0.247055,0.048861,0.410289,0.264410,0.051609,0.297940,0.263608,0.052604,0.313361,0.261828,0.053856,0.244531
14161,118.008333,0.236872,0.055073,0.200353,0.262303,0.049942,0.362928,0.246873,0.048930,0.410096,0.264411,0.051580,0.297976,0.263744,0.052420,0.313340,0.261641,0.053781,0.244670
14162,118.016667,0.237133,0.055077,0.200307,0.262205,0.049823,0.362920,0.246711,0.048923,0.409967,0.264528,0.051625,0.298001,0.263913,0.052463,0.313424,0.261485,0.053836,0.244813
14163,118.025000,0.237443,0.055025,0.200231,0.262170,0.049795,0.362904,0.246696,0.048903,0.409975,0.264624,0.051660,0.298072,0.264055,0.052641,0.313551,0.261329,0.053798,0.244928
14164,118.033333,0.237703,0.054980,0.200088,0.262441,0.050041,0.363105,0.246446,0.048925,0.410209,0.264481,0.051602,0.297952,0.263943,0.052469,0.313317,0.261285,0.053753,0.244863
14165,118.041667,0.238010,0.054905,0.200053,0.262773,0.050044,0.363116,0.246234,0.048988,0.409992,0.264431,0.051559,0.297982,0.264073,0.052613,0.313439,0.261122,0.053657,0.244962
14166,118.050000,0.238316,0.054910,0.200016,0.262702,0.049943,0.363085,0.246029,0.048964,0.409846,0.264496,0.051593,0.298044,0.264193,0.052645,0.313515,0.260932,0.053665,0.245116
14167,118.058333,0.238617,0.054887,0.199961,0.262633,0.049910,0.363079,0.245967,0.048960,0.409855,0.264566,0.051603,0.298073,0.264283,0.052646,0.313554,0.260764,0.053591,0.245224
14168,118.066667,0.238886,0.054846,0.199810,0.262862,0.050100,0.363264,0.245677,0.049002,0.410035,0.264425,0.051552,0.297956,0.264210,0.052645,0.313410,0.260690,0.053553,0.245159
14169,118.075000,0.239242,0.054761,0.199735,0.263204,0.050121,0.363277,0.245477,0.049047,0.409831,0.264367,0.051508,0.297998,0.264264,0.052451,0.313396,0.260541,0.053437,0.245248
14170,118.083333,0.239617,0.054727,0.199667,0.263119,0.049979,0.363230,0.245340,0.049032,0.409694,0.264419,0.051543,0.298054,0.264389,0.052477,0.313469,0.260363,0.053451,0.245394
14171,118.091667,0.239968,0.054679,0.199582,0.263050,0.049953,0.363216,0.245350,0.049024,0.409709,0.264468,0.051553,0.298072,0.264452,0.052482,0.313503,0.260243,0.053392,0.245471
14172,118.100000,0.240294,0.054620,0.199405,0.263319,0.050188,0.363433,0.245088,0.049042,0.409916,0.264328,0.051500,0.297960,0.264373,0.052472,0.313357,0.260218,0.053353,0.245386
14173,118.108333,0.240674,0.054532,0.199345,0.263659,0.050200,0.363449,0.244944,0.049130,0.409719,0.264249,0.051452,0.298011,0.264444,0.052451,0.313422,0.260090,0.053260,0.245482
14174,118.116667,0.241000,0.054546,0.199353,0.263560,0.050105,0.363404,0.244835,0.049110,0.409587,0.264284,0.051476,0.298074,0.264533,0.052469,0.313493,0.259889,0.053267,0.245641
14175,118.125000,0.241299,0.054496,0.199291,0.263459,0.050051,0.363392,0.244851,0.049094,0.409616,0.264298,0.051468,0.298095,0.264547,0.052448,0.313525,0.259767,0.053227,0.245715
14176,118.133333,0.241574,0.054402,0.199129,0.263702,0.050240,0.363599,0.244559,0.049112,0.409811,0.264128,0.051410,0.297978,0.264445,0.052440,0.313382,0.259725,0.053193,0.245614
14177,118.141667,0.241860,0.054315,0.199096,0.264031,0.050273,0.363604,0.244415,0.049202,0.409599,0.264042,0.051365,0.298029,0.264513,0.052407,0.313441,0.259588,0.053116,0.245717
14178,118.150000,0.242157,0.054313,0.199119,0.263910,0.050142,0.363553,0.244288,0.049213,0.409438,0.264073,0.051392,0.298084,0.264596,0.052437,0.313500,0.259369,0.053114,0.245889
14179,118.158333,0.242423,0.054272,0.199090,0.263823,0.050125,0.363531,0.244278,0.049205,0.409456,0.264063,0.051375,0.298097,0.264586,0.052420,0.313526,0.259246,0.053059,0.245964
14180,118.166667,0.242684,0.054216,0.198932,0.263987,0.050261,0.363735,0.244010,0.049197,0.409654,0.263887,0.051314,0.297968,0.264456,0.052385,0.313379,0.259224,0.053030,0.245854
14181,118.175000,0.243020,0.054124,0.198902,0.264366,0.050338,0.363758,0.243864,0.049274,0.409442,0.263768,0.051266,0.298033,0.264511,0.052503,0.313511,0.259087,0.052948,0.245980
14182,118.183333,0.243367,0.054083,0.198919,0.264268,0.050250,0.363702,0.243714,0.049325,0.409249,0.263777,0.051282,0.298093,0.264592,0.052524,0.313563,0.258858,0.052968,0.246140
14183,118.191667,0.243665,0.054003,0.198838,0.264127,0.050186,0.363671,0.243690,0.049319,0.409279,0.263778,0.051275,0.298108,0.264585,0.052503,0.313589,0.258746,0.052924,0.246189
14184,118.200000,0.243894,0.053962,0.198703,0.264343,0.050377,0.363892,0.243424,0.049306,0.409493,0.263611,0.051215,0.297993,0.264447,0.052477,0.313454,0.258708,0.053093,0.246083
14185,118.208333,0.244154,0.053906,0.198732,0.264673,0.050390,0.363906,0.243313,0.049389,0.409283,0.263482,0.051170,0.298073,0.264478,0.052451,0.313525,0.258633,0.053016,0.246190
14186,118.216667,0.244367,0.053931,0.198825,0.264603,0.050345,0.363851,0.243204,0.049421,0.409116,0.263530,0.051198,0.298127,0.264575,0.052483,0.313575,0.258411,0.053044,0.246335
14187,118.225000,0.244502,0.053916,0.198835,0.264465,0.050270,0.363813,0.243219,0.049402,0.409142,0.263555,0.051191,0.298126,0.264592,0.052473,0.313591,0.258309,0.053003,0.246390
14188,118.233333,0.244645,0.053903,0.198716,0.264660,0.050415,0.364029,0.242948,0.049397,0.409339,0.263399,0.051145,0.298016,0.264466,0.052461,0.313451,0.258364,0.052789,0.246254
14189,118.241667,0.244859,0.053827,0.198754,0.265002,0.050465,0.364019,0.242839,0.049482,0.409121,0.263293,0.051114,0.298099,0.264507,0.052439,0.313529,0.258246,0.052915,0.246382
14190,118.250000,0.245074,0.053843,0.198829,0.264921,0.050427,0.363969,0.242729,0.049511,0.408959,0.263335,0.051141,0.298154,0.264589,0.052464,0.313574,0.258008,0.052953,0.246525
14191,118.258333,0.245254,0.053805,0.198808,0.264744,0.050324,0.363928,0.242752,0.049480,0.408996,0.263343,0.051135,0.298151,0.264596,0.052456,0.313583,0.257906,0.052916,0.246570
14192,118.266667,0.245447,0.053796,0.198688,0.264994,0.050503,0.364161,0.242498,0.049464,0.409173,0.263178,0.051087,0.298049,0.264467,0.052436,0.313460,0.257936,0.052904,0.246443
14193,118.275000,0.245671,0.053724,0.198733,0.265305,0.050526,0.364149,0.242419,0.049542,0.408987,0.263063,0.051073,0.298138,0.264485,0.052413,0.313545,0.257842,0.052839,0.246559
14194,118.283333,0.245837,0.053757,0.198822,0.265215,0.050458,0.364090,0.242308,0.049553,0.408822,0.263103,0.051096,0.298193,0.264572,0.052437,0.313590,0.257609,0.052894,0.246687
