Format Version,1.21,Take Name,I1R_3.0_psi,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-02 02.25.30.801 PM,Total Frames in Take,156,Total Exported Frames,156,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:160,Unlabeled:160,Unlabeled:160,Unlabeled:173,Unlabeled:173,Unlabeled:173,Unlabeled:174,Unlabeled:174,Unlabeled:174
,,"8392B20CF49E3570A0","8392B20CF49E3570A0","8392B20CF49E3570A0","8392B20CF49E3570AD","8392B20CF49E3570AD","8392B20CF49E3570AD","8392B20CF49E3570AE","8392B20CF49E3570AE","8392B20CF49E3570AE"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.114832,0.024597,0.091863,0.111158,0.025312,0.143677,0.162332,0.024942,0.155281
1,0.008333,0.114832,0.024596,0.091858,0.111160,0.025310,0.143677,0.162338,0.024944,0.155285
2,0.016667,0.114830,0.024595,0.091863,0.111159,0.025311,0.143676,0.162334,0.024939,0.155283
3,0.025000,0.114830,0.024591,0.091860,0.111161,0.025308,0.143674,0.162337,0.024943,0.155283
4,0.033333,0.114832,0.024594,0.091858,0.111158,0.025310,0.143672,0.162336,0.024942,0.155282
5,0.041667,0.114830,0.024599,0.091855,0.111159,0.025308,0.143671,0.162334,0.024938,0.155282
6,0.050000,0.114831,0.024596,0.091857,0.111158,0.025312,0.143673,0.162336,0.024940,0.155284
7,0.058333,0.114830,0.024595,0.091860,0.111160,0.025310,0.143671,0.162333,0.024939,0.155282
8,0.066667,0.114830,0.024602,0.091862,0.111158,0.025312,0.143674,0.162332,0.024941,0.155287
9,0.075000,0.114826,0.024601,0.091865,0.111160,0.025311,0.143672,0.162331,0.024939,0.155290
10,0.083333,0.114828,0.024597,0.091865,0.111159,0.025311,0.143677,0.162333,0.024940,0.155289
11,0.091667,0.114830,0.024601,0.091860,0.111156,0.025311,0.143675,0.162333,0.024942,0.155288
12,0.100000,0.114828,0.024598,0.091865,0.111154,0.025308,0.143675,0.162332,0.024946,0.155288
13,0.108333,0.114824,0.024595,0.091860,0.111159,0.025307,0.143674,0.162331,0.024939,0.155285
14,0.116667,0.114824,0.024596,0.091864,0.111164,0.025315,0.143675,0.162333,0.024941,0.155288
15,0.125000,0.114827,0.024592,0.091862,0.111153,0.025309,0.143674,0.162330,0.024937,0.155289
16,0.133333,0.114820,0.024590,0.091862,0.111155,0.025309,0.143674,0.162331,0.024939,0.155292
17,0.141667,0.114822,0.024602,0.091864,0.111161,0.025308,0.143676,0.162329,0.024936,0.155294
18,0.150000,0.114826,0.024598,0.091862,0.111157,0.025313,0.143675,0.162329,0.024944,0.155296
19,0.158333,0.114829,0.024601,0.091864,0.111161,0.025307,0.143672,0.162330,0.024941,0.155296
20,0.166667,0.114828,0.024594,0.091856,0.111161,0.025315,0.143675,0.162334,0.024940,0.155296
21,0.175000,0.114827,0.024593,0.091857,0.111160,0.025310,0.143671,0.162333,0.024939,0.155295
22,0.183333,0.114822,0.024597,0.091861,0.111161,0.025316,0.143672,0.162331,0.024939,0.155295
23,0.191667,0.114824,0.024591,0.091854,0.111163,0.025311,0.143672,0.162334,0.024938,0.155293
24,0.200000,0.114828,0.024598,0.091857,0.111163,0.025312,0.143664,0.162332,0.024938,0.155298
25,0.208333,0.114824,0.024599,0.091857,0.111162,0.025308,0.143672,0.162329,0.024939,0.155297
26,0.216667,0.114824,0.024605,0.091861,0.111161,0.025310,0.143668,0.162329,0.024940,0.155301
27,0.225000,0.114829,0.024600,0.091858,0.111160,0.025311,0.143670,0.162330,0.024942,0.155299
28,0.233333,0.114829,0.024596,0.091857,0.111163,0.025314,0.143672,0.162330,0.024941,0.155304
29,0.241667,0.114823,0.024601,0.091857,0.111161,0.025309,0.143673,0.162333,0.024945,0.155301
30,0.250000,0.114827,0.024601,0.091864,0.111159,0.025311,0.143672,0.162331,0.024941,0.155302
31,0.258333,0.114827,0.024598,0.091859,0.111160,0.025309,0.143672,0.162327,0.024943,0.155307
32,0.266667,0.114822,0.024593,0.091857,0.111161,0.025315,0.143672,0.162330,0.024941,0.155305
33,0.275000,0.114818,0.024597,0.091860,0.111163,0.025312,0.143673,0.162330,0.024944,0.155308
34,0.283333,0.114820,0.024597,0.091856,0.111158,0.025310,0.143671,0.162326,0.024944,0.155310
35,0.291667,0.114821,0.024599,0.091859,0.111159,0.025309,0.143673,0.162326,0.024941,0.155308
36,0.300000,0.114821,0.024602,0.091862,0.111157,0.025309,0.143671,0.162327,0.024939,0.155311
37,0.308333,0.114822,0.024601,0.091863,0.111162,0.025313,0.143670,0.162330,0.024942,0.155311
38,0.316667,0.114822,0.024597,0.091853,0.111165,0.025313,0.143667,0.162327,0.024942,0.155310
39,0.325000,0.114826,0.024600,0.091857,0.111163,0.025309,0.143668,0.162331,0.024940,0.155312
40,0.333333,0.114822,0.024601,0.091858,0.111166,0.025313,0.143667,0.162328,0.024940,0.155310
41,0.341667,0.114820,0.024595,0.091856,0.111164,0.025314,0.143667,0.162328,0.024939,0.155311
42,0.350000,0.114822,0.024596,0.091853,0.111164,0.025315,0.143670,0.162330,0.024940,0.155311
43,0.358333,0.114821,0.024601,0.091856,0.111163,0.025313,0.143667,0.162326,0.024939,0.155313
44,0.366667,0.114820,0.024596,0.091852,0.111164,0.025313,0.143671,0.162329,0.024941,0.155312
45,0.375000,0.114826,0.024596,0.091853,0.111169,0.025314,0.143667,0.162327,0.024943,0.155313
46,0.383333,0.114822,0.024599,0.091857,0.111164,0.025313,0.143668,0.162326,0.024944,0.155313
47,0.391667,0.114815,0.024598,0.091856,0.111165,0.025313,0.143668,0.162328,0.024940,0.155316
48,0.400000,0.114817,0.024600,0.091858,0.111165,0.025311,0.143669,0.162324,0.024943,0.155317
49,0.408333,0.114819,0.024597,0.091856,0.111164,0.025311,0.143665,0.162324,0.024942,0.155319
50,0.416667,0.114819,0.024594,0.091856,0.111161,0.025310,0.143670,0.162328,0.024943,0.155320
51,0.425000,0.114821,0.024599,0.091853,0.111164,0.025312,0.143668,0.162326,0.024942,0.155321
52,0.433333,0.114817,0.024598,0.091857,0.111160,0.025308,0.143669,0.162325,0.024942,0.155324
53,0.441667,0.114813,0.024600,0.091856,0.111161,0.025313,0.143672,0.162326,0.024945,0.155324
54,0.450000,0.114816,0.024598,0.091850,0.111168,0.025311,0.143668,0.162321,0.024938,0.155324
55,0.458333,0.114813,0.024596,0.091855,0.111162,0.025311,0.143667,0.162324,0.024946,0.155323
56,0.466667,0.114817,0.024604,0.091859,0.111163,0.025309,0.143666,0.162327,0.024944,0.155327
57,0.475000,0.114815,0.024603,0.091857,0.111164,0.025312,0.143666,0.162323,0.024945,0.155327
