Format Version,1.21,Take Name,E2R_3_psi,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-01 11.04.06.295 AM,Total Frames in Take,182,Total Exported Frames,182,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:106,Unlabeled:106,Unlabeled:106,Unlabeled:109,Unlabeled:109,Unlabeled:109,Unlabeled:110,Unlabeled:110,Unlabeled:110
,,"8392B20CF49E35706A","8392B20CF49E35706A","8392B20CF49E35706A","8392B20CF49E35706D","8392B20CF49E35706D","8392B20CF49E35706D","8392B20CF49E35706E","8392B20CF49E35706E","8392B20CF49E35706E"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.047466,0.025509,0.100983,-0.047067,0.026625,0.166833,0.009968,0.026555,0.201028
1,0.008333,-0.047460,0.025511,0.100980,-0.047066,0.026630,0.166831,0.009971,0.026553,0.201028
2,0.016667,-0.047460,0.025511,0.100984,-0.047066,0.026632,0.166830,0.009970,0.026552,0.201031
3,0.025000,-0.047463,0.025511,0.100981,-0.047067,0.026629,0.166830,0.009968,0.026549,0.201028
4,0.033333,-0.047466,0.025504,0.100980,-0.047092,0.026759,0.166828,0.009972,0.026555,0.201026
5,0.041667,-0.047456,0.025509,0.100986,-0.047091,0.026763,0.166827,0.009972,0.026554,0.201026
6,0.050000,-0.047458,0.025511,0.100986,-0.047086,0.026760,0.166825,0.009970,0.026554,0.201022
7,0.058333,-0.047463,0.025507,0.100983,-0.047063,0.026630,0.166829,0.009970,0.026551,0.201026
8,0.066667,-0.047459,0.025512,0.100983,-0.047086,0.026764,0.166824,0.009971,0.026556,0.201022
9,0.075000,-0.047459,0.025506,0.100984,-0.047087,0.026760,0.166825,0.009970,0.026554,0.201024
10,0.083333,-0.047462,0.025508,0.100984,-0.047088,0.026764,0.166828,0.009971,0.026550,0.201025
11,0.091667,-0.047457,0.025508,0.100987,-0.047088,0.026763,0.166821,0.009973,0.026554,0.201019
12,0.100000,-0.047458,0.025509,0.100983,-0.047062,0.026627,0.166827,0.009967,0.026553,0.201020
13,0.108333,-0.047460,0.025511,0.100985,-0.047061,0.026629,0.166829,0.009972,0.026556,0.201017
14,0.116667,-0.047457,0.025512,0.100986,-0.047058,0.026629,0.166826,0.009971,0.026551,0.201020
15,0.125000,-0.047455,0.025510,0.100992,-0.047057,0.026630,0.166829,0.009971,0.026558,0.201019
16,0.133333,-0.047452,0.025508,0.100990,-0.047054,0.026634,0.166824,0.009971,0.026554,0.201017
17,0.141667,-0.047453,0.025510,0.100990,-0.047056,0.026631,0.166828,0.009972,0.026555,0.201019
18,0.150000,-0.047452,0.025516,0.100983,-0.047055,0.026628,0.166823,0.009972,0.026554,0.201017
