Format Version,1.21,Take Name,I2Rnew_3.0_psi,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-02 03.54.50.358 PM,Total Frames in Take,168,Total Exported Frames,168,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:143,Unlabeled:143,Unlabeled:143,Unlabeled:147,Unlabeled:147,Unlabeled:147,Unlabeled:149,Unlabeled:149,Unlabeled:149
,,"8392B20CF49E35708F","8392B20CF49E35708F","8392B20CF49E35708F","8392B20CF49E357093","8392B20CF49E357093","8392B20CF49E357093","8392B20CF49E357095","8392B20CF49E357095","8392B20CF49E357095"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.061857,0.025239,0.165756,0.071281,0.025908,0.109463,0.110444,0.024607,0.192715
1,0.008333,0.061860,0.025239,0.165758,0.071276,0.025905,0.109462,0.110444,0.024610,0.192710
2,0.016667,0.061858,0.025241,0.165756,0.071269,0.025903,0.109460,0.110446,0.024607,0.192709
3,0.025000,0.061860,0.025236,0.165753,0.071258,0.025906,0.109459,0.110443,0.024607,0.192707
4,0.033333,0.061850,0.025235,0.165758,0.071245,0.025907,0.109457,0.110442,0.024606,0.192706
5,0.041667,0.061848,0.025231,0.165756,0.071232,0.025905,0.109458,0.110435,0.024609,0.192710
6,0.050000,0.061845,0.025229,0.165758,0.071232,0.025906,0.109460,0.110434,0.024612,0.192715
7,0.058333,0.061846,0.025229,0.165756,0.071238,0.025905,0.109460,0.110431,0.024608,0.192720
8,0.066667,0.061851,0.025234,0.165757,0.071238,0.025910,0.109459,0.110435,0.024606,0.192724
9,0.075000,0.061857,0.025238,0.165759,0.071245,0.025909,0.109462,0.110436,0.024606,0.192723
10,0.083333,0.061857,0.025239,0.165749,0.071246,0.025909,0.109458,0.110439,0.024607,0.192719
11,0.091667,0.061859,0.025238,0.165752,0.071249,0.025903,0.109454,0.110437,0.024606,0.192717
12,0.100000,0.061855,0.025234,0.165752,0.071252,0.025910,0.109457,0.110437,0.024606,0.192718
13,0.108333,0.061855,0.025233,0.165751,0.071251,0.025908,0.109454,0.110433,0.024608,0.192723
14,0.116667,0.061856,0.025237,0.165756,0.071255,0.025905,0.109457,0.110430,0.024604,0.192728
15,0.125000,0.061854,0.025234,0.165758,0.071257,0.025903,0.109457,0.110427,0.024606,0.192735
16,0.133333,0.061861,0.025235,0.165756,0.071264,0.025902,0.109456,0.110427,0.024605,0.192736
17,0.141667,0.061866,0.025238,0.165751,0.071268,0.025908,0.109460,0.110430,0.024609,0.192739
18,0.150000,0.061865,0.025236,0.165754,0.071258,0.025903,0.109458,0.110434,0.024607,0.192733
19,0.158333,0.061862,0.025236,0.165750,0.071252,0.025905,0.109456,0.110436,0.024607,0.192734
20,0.166667,0.061866,0.025237,0.165749,0.071244,0.025905,0.109455,0.110432,0.024608,0.192733
21,0.175000,0.061856,0.025234,0.165751,0.071241,0.025906,0.109458,0.110427,0.024610,0.192740
22,0.183333,0.061860,0.025237,0.165752,0.071235,0.025904,0.109453,0.110426,0.024609,0.192744
23,0.191667,0.061855,0.025235,0.165752,0.071234,0.025905,0.109455,0.110422,0.024609,0.192747
24,0.200000,0.061858,0.025231,0.165757,0.071229,0.025904,0.109457,0.110422,0.024612,0.192750
25,0.208333,0.061857,0.025234,0.165754,0.071226,0.025908,0.109453,0.110423,0.024610,0.192751
26,0.216667,0.061858,0.025234,0.165752,0.071224,0.025903,0.109450,0.110423,0.024606,0.192750
27,0.225000,0.061859,0.025235,0.165751,0.071218,0.025906,0.109449,0.110424,0.024609,0.192748
28,0.233333,0.061859,0.025238,0.165750,0.071219,0.025905,0.109445,0.110423,0.024615,0.192746
29,0.241667,0.061859,0.025231,0.165748,0.071219,0.025906,0.109447,0.110420,0.024612,0.192749
30,0.250000,0.061857,0.025232,0.165750,0.071222,0.025908,0.109447,0.110419,0.024612,0.192757
31,0.258333,0.061856,0.025234,0.165748,0.071224,0.025907,0.109450,0.110417,0.024609,0.192759
32,0.266667,0.061860,0.025235,0.165755,0.071230,0.025910,0.109450,0.110416,0.024612,0.192765
33,0.275000,0.061861,0.025236,0.165751,0.071237,0.025907,0.109449,0.110417,0.024611,0.192765
34,0.283333,0.061866,0.025238,0.165748,0.071244,0.025903,0.109453,0.110417,0.024609,0.192765
35,0.291667,0.061873,0.025244,0.165753,0.071248,0.025905,0.109447,0.110421,0.024613,0.192765
36,0.300000,0.061869,0.025241,0.165746,0.071248,0.025905,0.109447,0.110420,0.024608,0.192767
37,0.308333,0.061871,0.025237,0.165744,0.071247,0.025898,0.109444,0.110420,0.024610,0.192771
38,0.316667,0.061871,0.025236,0.165746,0.071245,0.025905,0.109446,0.110415,0.024612,0.192770
39,0.325000,0.061869,0.025240,0.165747,0.071241,0.025914,0.109448,0.110413,0.024613,0.192771
40,0.333333,0.061864,0.025237,0.165744,0.071232,0.025909,0.109448,0.110412,0.024611,0.192777
41,0.341667,0.061863,0.025237,0.165754,0.071222,0.025907,0.109449,0.110407,0.024610,0.192780
42,0.350000,0.061862,0.025233,0.165750,0.071221,0.025907,0.109445,0.110408,0.024610,0.192783
43,0.358333,0.061862,0.025232,0.165747,0.071224,0.025917,0.109447,0.110408,0.024614,0.192783
44,0.366667,0.061863,0.025232,0.165745,0.071221,0.025906,0.109443,0.110411,0.024617,0.192781
45,0.375000,0.061865,0.025237,0.165742,0.071224,0.025911,0.109441,0.110409,0.024614,0.192782
46,0.383333,0.061869,0.025237,0.165743,0.071223,0.025906,0.109437,0.110413,0.024614,0.192783
47,0.391667,0.061869,0.025239,0.165745,0.071218,0.025904,0.109439,0.110411,0.024613,0.192783
48,0.400000,0.061867,0.025237,0.165747,0.071218,0.025907,0.109440,0.110407,0.024612,0.192786
49,0.408333,0.061867,0.025241,0.165749,0.071216,0.025909,0.109440,0.110406,0.024610,0.192788
50,0.416667,0.061864,0.025235,0.165751,0.071219,0.025915,0.109446,0.110405,0.024610,0.192794
