Format Version,1.21,Take Name,E2L_2.5_psi,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-01 10.56.43.292 AM,Total Frames in Take,215,Total Exported Frames,215,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:106,Unlabeled:106,Unlabeled:106,Unlabeled:109,Unlabeled:109,Unlabeled:109,Unlabeled:110,Unlabeled:110,Unlabeled:110
,,"8392B20CF49E35706A","8392B20CF49E35706A","8392B20CF49E35706A","8392B20CF49E35706D","8392B20CF49E35706D","8392B20CF49E35706D","8392B20CF49E35706E","8392B20CF49E35706E","8392B20CF49E35706E"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.024851,0.024568,0.086470,0.004610,0.026237,0.140288,-0.027539,0.025544,0.194449
1,0.008333,-0.024850,0.024567,0.086467,0.004609,0.026238,0.140286,-0.027535,0.025543,0.194445
2,0.016667,-0.024850,0.024560,0.086464,0.004611,0.026233,0.140289,-0.027532,0.025542,0.194450
3,0.025000,-0.024848,0.024564,0.086468,0.004609,0.026236,0.140286,-0.027534,0.025543,0.194447
4,0.033333,-0.024850,0.024569,0.086468,0.004607,0.026234,0.140285,-0.027534,0.025541,0.194443
5,0.041667,-0.024851,0.024564,0.086462,0.004609,0.026237,0.140281,-0.027539,0.025543,0.194442
6,0.050000,-0.024854,0.024558,0.086461,0.004607,0.026234,0.140282,-0.027538,0.025540,0.194440
7,0.058333,-0.024852,0.024561,0.086461,0.004606,0.026239,0.140283,-0.027541,0.025540,0.194443
8,0.066667,-0.024851,0.024563,0.086468,0.004608,0.026238,0.140289,-0.027541,0.025543,0.194449
9,0.075000,-0.024851,0.024566,0.086471,0.004611,0.026238,0.140287,-0.027540,0.025540,0.194448
10,0.083333,-0.024848,0.024567,0.086471,0.004610,0.026238,0.140292,-0.027539,0.025545,0.194448
11,0.091667,-0.024850,0.024560,0.086472,0.004609,0.026238,0.140294,-0.027536,0.025541,0.194449
12,0.100000,-0.024849,0.024563,0.086468,0.004611,0.026239,0.140287,-0.027533,0.025545,0.194449
13,0.108333,-0.024852,0.024559,0.086467,0.004610,0.026242,0.140289,-0.027535,0.025546,0.194445
14,0.116667,-0.024852,0.024560,0.086466,0.004605,0.026237,0.140285,-0.027536,0.025544,0.194447
15,0.125000,-0.024849,0.024562,0.086464,0.004605,0.026237,0.140283,-0.027537,0.025542,0.194441
16,0.133333,-0.024852,0.024565,0.086466,0.004607,0.026241,0.140285,-0.027539,0.025543,0.194442
17,0.141667,-0.024850,0.024563,0.086467,0.004607,0.026236,0.140284,-0.027542,0.025540,0.194441
18,0.150000,-0.024850,0.024561,0.086468,0.004607,0.026238,0.140288,-0.027538,0.025541,0.194445
