Format Version,1.21,Take Name,I2Rnew_2.0_psi,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-02 03.48.43.210 PM,Total Frames in Take,137,Total Exported Frames,137,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:113,Unlabeled:113,Unlabeled:113,Unlabeled:117,Unlabeled:117,Unlabeled:117,Unlabeled:119,Unlabeled:119,Unlabeled:119
,,"8392B20CF49E357071","8392B20CF49E357071","8392B20CF49E357071","8392B20CF49E357075","8392B20CF49E357075","8392B20CF49E357075","8392B20CF49E357077","8392B20CF49E357077","8392B20CF49E357077"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.142055,0.024251,0.227582,0.106524,0.025142,0.137786,0.103016,0.024090,0.190836
1,0.008333,0.142049,0.024247,0.227583,0.106526,0.025137,0.137785,0.103020,0.024092,0.190834
2,0.016667,0.142044,0.024250,0.227585,0.106527,0.025140,0.137784,0.103026,0.024095,0.190832
3,0.025000,0.142043,0.024243,0.227588,0.106529,0.025140,0.137786,0.103031,0.024091,0.190832
4,0.033333,0.142036,0.024251,0.227591,0.106529,0.025136,0.137788,0.103034,0.024097,0.190829
5,0.041667,0.142027,0.024248,0.227600,0.106526,0.025138,0.137792,0.103036,0.024096,0.190828
6,0.050000,0.142024,0.024246,0.227603,0.106524,0.025136,0.137799,0.103044,0.024092,0.190825
7,0.058333,0.142018,0.024250,0.227608,0.106524,0.025143,0.137801,0.103046,0.024096,0.190826
8,0.066667,0.142013,0.024249,0.227610,0.106521,0.025136,0.137798,0.103046,0.024095,0.190824
9,0.075000,0.142002,0.024247,0.227614,0.106521,0.025140,0.137804,0.103051,0.024092,0.190825
10,0.083333,0.141997,0.024248,0.227620,0.106519,0.025135,0.137805,0.103057,0.024092,0.190823
11,0.091667,0.141993,0.024249,0.227619,0.106517,0.025142,0.137810,0.103059,0.024098,0.190821
12,0.100000,0.141990,0.024242,0.227625,0.106522,0.025138,0.137810,0.103058,0.024092,0.190819
13,0.108333,0.141980,0.024246,0.227628,0.106519,0.025141,0.137811,0.103067,0.024092,0.190816
14,0.116667,0.141977,0.024245,0.227637,0.106521,0.025137,0.137815,0.103075,0.024094,0.190816
15,0.125000,0.141974,0.024243,0.227634,0.106523,0.025138,0.137814,0.103077,0.024092,0.190816
16,0.133333,0.141968,0.024247,0.227635,0.106524,0.025136,0.137815,0.103082,0.024095,0.190813
17,0.141667,0.141961,0.024242,0.227640,0.106521,0.025138,0.137815,0.103081,0.024095,0.190809
18,0.150000,0.141956,0.024242,0.227643,0.106520,0.025132,0.137819,0.103090,0.024093,0.190809
19,0.158333,0.141953,0.024242,0.227648,0.106520,0.025133,0.137817,0.103092,0.024092,0.190805
20,0.166667,0.141945,0.024240,0.227650,0.106515,0.025135,0.137822,0.103095,0.024093,0.190807
21,0.175000,0.141936,0.024239,0.227656,0.106517,0.025134,0.137826,0.103098,0.024090,0.190805
22,0.183333,0.141932,0.024240,0.227661,0.106513,0.025136,0.137827,0.103104,0.024095,0.190803
23,0.191667,0.141926,0.024237,0.227668,0.106513,0.025144,0.137834,0.103111,0.024094,0.190802
24,0.200000,0.141920,0.024237,0.227676,0.106513,0.025137,0.137833,0.103112,0.024091,0.190803
25,0.208333,0.141915,0.024235,0.227675,0.106517,0.025144,0.137836,0.103116,0.024091,0.190803
26,0.216667,0.141912,0.024235,0.227677,0.106516,0.025137,0.137835,0.103121,0.024092,0.190800
27,0.225000,0.141903,0.024235,0.227682,0.106517,0.025138,0.137835,0.103124,0.024094,0.190795
28,0.233333,0.141898,0.024234,0.227684,0.106517,0.025137,0.137838,0.103128,0.024092,0.190796
29,0.241667,0.141892,0.024235,0.227690,0.106515,0.025134,0.137840,0.103134,0.024095,0.190793
30,0.250000,0.141887,0.024232,0.227691,0.106515,0.025137,0.137838,0.103135,0.024089,0.190791
31,0.258333,0.141884,0.024231,0.227695,0.106513,0.025138,0.137846,0.103140,0.024095,0.190792
32,0.266667,0.141876,0.024231,0.227701,0.106513,0.025133,0.137847,0.103145,0.024093,0.190789
33,0.275000,0.141864,0.024226,0.227710,0.106511,0.025137,0.137852,0.103151,0.024093,0.190791
34,0.283333,0.141859,0.024231,0.227711,0.106512,0.025137,0.137852,0.103153,0.024094,0.190790
35,0.291667,0.141853,0.024228,0.227716,0.106511,0.025136,0.137856,0.103157,0.024091,0.190787
36,0.300000,0.141846,0.024227,0.227720,0.106505,0.025134,0.137851,0.103160,0.024090,0.190787
37,0.308333,0.141839,0.024229,0.227721,0.106512,0.025135,0.137856,0.103167,0.024097,0.190779
38,0.316667,0.141832,0.024223,0.227724,0.106507,0.025131,0.137858,0.103172,0.024094,0.190782
39,0.325000,0.141829,0.024222,0.227731,0.106506,0.025131,0.137861,0.103178,0.024097,0.190777
40,0.333333,0.141819,0.024221,0.227736,0.106512,0.025142,0.137866,0.103183,0.024096,0.190777
41,0.341667,0.141813,0.024221,0.227740,0.106507,0.025134,0.137868,0.103187,0.024096,0.190775
42,0.350000,0.141808,0.024220,0.227747,0.106510,0.025142,0.137872,0.103192,0.024097,0.190777
43,0.358333,0.141800,0.024219,0.227749,0.106508,0.025137,0.137872,0.103198,0.024094,0.190772
44,0.366667,0.141794,0.024219,0.227753,0.106507,0.025133,0.137872,0.103198,0.024098,0.190770
45,0.375000,0.141783,0.024220,0.227757,0.106503,0.025132,0.137875,0.103203,0.024097,0.190770
46,0.383333,0.141775,0.024220,0.227763,0.106505,0.025136,0.137879,0.103208,0.024096,0.190768
47,0.391667,0.141769,0.024220,0.227766,0.106501,0.025133,0.137880,0.103210,0.024095,0.190765
48,0.400000,0.141762,0.024217,0.227775,0.106505,0.025137,0.137887,0.103216,0.024093,0.190767
49,0.408333,0.141755,0.024215,0.227779,0.106501,0.025137,0.137888,0.103223,0.024098,0.190764
50,0.416667,0.141745,0.024214,0.227785,0.106506,0.025142,0.137888,0.103225,0.024094,0.190760
51,0.425000,0.141740,0.024213,0.227784,0.106503,0.025130,0.137889,0.103233,0.024098,0.190762
52,0.433333,0.141733,0.024213,0.227786,0.106501,0.025132,0.137895,0.103237,0.024094,0.190756
53,0.441667,0.141725,0.024215,0.227790,0.106503,0.025137,0.137894,0.103247,0.024097,0.190752
54,0.450000,0.141717,0.024208,0.227797,0.106501,0.025132,0.137899,0.103248,0.024095,0.190751
55,0.458333,0.141708,0.024208,0.227805,0.106498,0.025136,0.137901,0.103257,0.024097,0.190748
56,0.466667,0.141700,0.024210,0.227809,0.106495,0.025134,0.137909,0.103262,0.024101,0.190750
57,0.475000,0.141692,0.024209,0.227815,0.106498,0.025137,0.137913,0.103266,0.024095,0.190746
58,0.483333,0.141681,0.024206,0.227824,0.106496,0.025131,0.137918,0.103270,0.024094,0.190748
59,0.491667,0.141673,0.024207,0.227828,0.106496,0.025132,0.137921,0.103279,0.024101,0.190747
60,0.500000,0.141665,0.024204,0.227833,0.106493,0.025128,0.137919,0.103281,0.024098,0.190743
61,0.508333,0.141657,0.024206,0.227838,0.106494,0.025133,0.137922,0.103292,0.024101,0.190740
62,0.516667,0.141649,0.024205,0.227844,0.106491,0.025133,0.137925,0.103297,0.024099,0.190735
63,0.525000,0.141637,0.024204,0.227846,0.106491,0.025133,0.137924,0.103297,0.024098,0.190733
64,0.533333,0.141632,0.024202,0.227852,0.106494,0.025130,0.137931,0.103305,0.024098,0.190731
65,0.541667,0.141624,0.024200,0.227859,0.106490,0.025126,0.137934,0.103314,0.024097,0.190731
66,0.550000,0.141615,0.024196,0.227866,0.106494,0.025129,0.137937,0.103317,0.024098,0.190727
67,0.558333,0.141603,0.024198,0.227873,0.106491,0.025134,0.137943,0.103325,0.024098,0.190727
68,0.566667,0.141594,0.024200,0.227879,0.106490,0.025134,0.137945,0.103331,0.024093,0.190725
69,0.575000,0.141580,0.024198,0.227882,0.106485,0.025128,0.137949,0.103336,0.024096,0.190721
