Format Version,1.21,Take Name,I1R_2.5_psi,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-01 12.03.50.899 AM,Total Frames in Take,268,Total Exported Frames,268,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:196,Unlabeled:196,Unlabeled:196,Unlabeled:199,Unlabeled:199,Unlabeled:199,Unlabeled:200,Unlabeled:200,Unlabeled:200
,,"8392B20CF49E3570C4","8392B20CF49E3570C4","8392B20CF49E3570C4","8392B20CF49E3570C7","8392B20CF49E3570C7","8392B20CF49E3570C7","8392B20CF49E3570C8","8392B20CF49E3570C8","8392B20CF49E3570C8"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.091566,0.025498,0.183193,-0.120209,0.025181,0.141033,-0.118500,0.025116,0.091099
1,0.008333,-0.091567,0.025502,0.183194,-0.120211,0.025175,0.141031,-0.118505,0.025109,0.091101
2,0.016667,-0.091564,0.025503,0.183198,-0.120210,0.025178,0.141028,-0.118508,0.025107,0.091101
3,0.025000,-0.091566,0.025498,0.183195,-0.120206,0.025180,0.141031,-0.118505,0.025104,0.091097
4,0.033333,-0.091565,0.025500,0.183193,-0.120206,0.025183,0.141031,-0.118507,0.025108,0.091104
5,0.041667,-0.091565,0.025500,0.183192,-0.120207,0.025176,0.141035,-0.118507,0.025108,0.091097
6,0.050000,-0.091569,0.025500,0.183195,-0.120206,0.025177,0.141025,-0.118508,0.025109,0.091101
7,0.058333,-0.091565,0.025501,0.183191,-0.120208,0.025181,0.141029,-0.118509,0.025113,0.091104
8,0.066667,-0.091566,0.025496,0.183194,-0.120206,0.025173,0.141028,-0.118507,0.025107,0.091101
9,0.075000,-0.091565,0.025500,0.183195,-0.120211,0.025177,0.141030,-0.118508,0.025115,0.091105
10,0.083333,-0.091561,0.025498,0.183192,-0.120205,0.025183,0.141032,-0.118499,0.025111,0.091101
11,0.091667,-0.091563,0.025498,0.183192,-0.120211,0.025176,0.141028,-0.118506,0.025109,0.091100
12,0.100000,-0.091567,0.025496,0.183191,-0.120210,0.025181,0.141031,-0.118507,0.025108,0.091103
13,0.108333,-0.091568,0.025493,0.183192,-0.120207,0.025180,0.141032,-0.118502,0.025116,0.091103
14,0.116667,-0.091562,0.025499,0.183189,-0.120205,0.025177,0.141026,-0.118506,0.025112,0.091103
15,0.125000,-0.091563,0.025500,0.183188,-0.120208,0.025180,0.141029,-0.118502,0.025118,0.091100
16,0.133333,-0.091563,0.025494,0.183191,-0.120206,0.025175,0.141022,-0.118506,0.025108,0.091103
17,0.141667,-0.091562,0.025501,0.183189,-0.120206,0.025173,0.141028,-0.118505,0.025112,0.091104
18,0.150000,-0.091559,0.025505,0.183195,-0.120204,0.025168,0.141028,-0.118506,0.025107,0.091103
19,0.158333,-0.091559,0.025498,0.183191,-0.120203,0.025180,0.141031,-0.118504,0.025107,0.091105
20,0.166667,-0.091563,0.025505,0.183193,-0.120206,0.025179,0.141026,-0.118505,0.025110,0.091102
21,0.175000,-0.091562,0.025499,0.183190,-0.120204,0.025171,0.141027,-0.118507,0.025113,0.091099
22,0.183333,-0.091563,0.025496,0.183185,-0.120206,0.025174,0.141025,-0.118508,0.025109,0.091104
23,0.191667,-0.091562,0.025501,0.183189,-0.120205,0.025176,0.141025,-0.118508,0.025109,0.091100
24,0.200000,-0.091562,0.025498,0.183191,-0.120200,0.025181,0.141022,-0.118505,0.025112,0.091103
25,0.208333,-0.091561,0.025496,0.183187,-0.120202,0.025181,0.141024,-0.118505,0.025109,0.091103
26,0.216667,-0.091560,0.025500,0.183189,-0.120205,0.025179,0.141025,-0.118507,0.025104,0.091103
27,0.225000,-0.091560,0.025498,0.183190,-0.120203,0.025179,0.141029,-0.118504,0.025105,0.091101
28,0.233333,-0.091560,0.025497,0.183192,-0.120202,0.025180,0.141033,-0.118506,0.025108,0.091104
29,0.241667,-0.091556,0.025498,0.183190,-0.120199,0.025179,0.141027,-0.118505,0.025105,0.091102
30,0.250000,-0.091559,0.025501,0.183189,-0.120200,0.025177,0.141025,-0.118503,0.025111,0.091101
31,0.258333,-0.091561,0.025503,0.183188,-0.120203,0.025179,0.141028,-0.118508,0.025108,0.091102
32,0.266667,-0.091560,0.025499,0.183187,-0.120202,0.025178,0.141024,-0.118508,0.025105,0.091102
33,0.275000,-0.091562,0.025497,0.183188,-0.120206,0.025181,0.141028,-0.118509,0.025108,0.091104
34,0.283333,-0.091561,0.025497,0.183189,-0.120200,0.025177,0.141025,-0.118508,0.025113,0.091105
35,0.291667,-0.091562,0.025498,0.183192,-0.120201,0.025178,0.141029,-0.118506,0.025119,0.091108
36,0.300000,-0.091560,0.025502,0.183190,-0.120199,0.025179,0.141029,-0.118509,0.025111,0.091106
