Format Version,1.21,Take Name,I2Rnew_2.5_psi,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-02 03.53.54.870 PM,Total Frames in Take,170,Total Exported Frames,170,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:142,Unlabeled:142,Unlabeled:142,Unlabeled:143,Unlabeled:143,Unlabeled:143,Unlabeled:147,Unlabeled:147,Unlabeled:147
,,"8392B20CF49E35708E","8392B20CF49E35708E","8392B20CF49E35708E","8392B20CF49E35708F","8392B20CF49E35708F","8392B20CF49E35708F","8392B20CF49E357093","8392B20CF49E357093","8392B20CF49E357093"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.080619,0.024768,0.172198,0.128180,0.024207,0.197603,0.073600,0.025912,0.117752
1,0.008333,0.080617,0.024764,0.172199,0.128178,0.024209,0.197604,0.073599,0.025913,0.117744
2,0.016667,0.080621,0.024770,0.172193,0.128181,0.024207,0.197604,0.073599,0.025916,0.117747
3,0.025000,0.080620,0.024768,0.172193,0.128175,0.024208,0.197606,0.073597,0.025914,0.117750
4,0.033333,0.080620,0.024768,0.172188,0.128177,0.024205,0.197612,0.073597,0.025919,0.117743
5,0.041667,0.080621,0.024766,0.172193,0.128177,0.024211,0.197613,0.073599,0.025917,0.117748
6,0.050000,0.080618,0.024765,0.172192,0.128171,0.024206,0.197619,0.073594,0.025917,0.117748
7,0.058333,0.080624,0.024774,0.172197,0.128170,0.024206,0.197625,0.073597,0.025917,0.117749
8,0.066667,0.080625,0.024768,0.172194,0.128166,0.024208,0.197629,0.073601,0.025918,0.117752
9,0.075000,0.080621,0.024762,0.172195,0.128167,0.024205,0.197634,0.073599,0.025919,0.117749
10,0.083333,0.080626,0.024767,0.172193,0.128167,0.024207,0.197635,0.073599,0.025913,0.117752
11,0.091667,0.080625,0.024767,0.172189,0.128166,0.024207,0.197635,0.073599,0.025916,0.117746
12,0.100000,0.080630,0.024768,0.172192,0.128166,0.024204,0.197637,0.073598,0.025916,0.117749
13,0.108333,0.080629,0.024765,0.172190,0.128159,0.024207,0.197640,0.073595,0.025912,0.117745
14,0.116667,0.080629,0.024767,0.172190,0.128158,0.024207,0.197642,0.073594,0.025912,0.117750
15,0.125000,0.080627,0.024767,0.172189,0.128156,0.024205,0.197646,0.073594,0.025914,0.117747
16,0.133333,0.080628,0.024764,0.172195,0.128154,0.024209,0.197654,0.073594,0.025919,0.117749
17,0.141667,0.080627,0.024769,0.172189,0.128154,0.024208,0.197652,0.073595,0.025919,0.117749
18,0.150000,0.080633,0.024771,0.172190,0.128152,0.024206,0.197659,0.073596,0.025916,0.117745
19,0.158333,0.080636,0.024769,0.172188,0.128153,0.024207,0.197659,0.073603,0.025922,0.117750
20,0.166667,0.080636,0.024774,0.172185,0.128153,0.024209,0.197663,0.073600,0.025915,0.117749
21,0.175000,0.080637,0.024767,0.172183,0.128152,0.024207,0.197664,0.073603,0.025917,0.117747
22,0.183333,0.080637,0.024767,0.172189,0.128151,0.024208,0.197666,0.073600,0.025915,0.117748
23,0.191667,0.080640,0.024768,0.172182,0.128152,0.024212,0.197668,0.073603,0.025917,0.117741
24,0.200000,0.080640,0.024769,0.172184,0.128147,0.024203,0.197676,0.073598,0.025909,0.117738
25,0.208333,0.080640,0.024768,0.172178,0.128144,0.024203,0.197674,0.073598,0.025914,0.117738
26,0.216667,0.080639,0.024768,0.172178,0.128142,0.024207,0.197679,0.073597,0.025915,0.117736
27,0.225000,0.080641,0.024769,0.172181,0.128138,0.024207,0.197681,0.073593,0.025909,0.117742
28,0.233333,0.080643,0.024766,0.172181,0.128139,0.024207,0.197688,0.073591,0.025911,0.117746
29,0.241667,0.080642,0.024766,0.172184,0.128136,0.024204,0.197691,0.073595,0.025913,0.117745
30,0.250000,0.080645,0.024770,0.172183,0.128141,0.024209,0.197698,0.073595,0.025913,0.117744
31,0.258333,0.080643,0.024770,0.172183,0.128135,0.024204,0.197703,0.073596,0.025915,0.117745
32,0.266667,0.080645,0.024772,0.172180,0.128135,0.024208,0.197703,0.073597,0.025915,0.117744
33,0.275000,0.080648,0.024766,0.172182,0.128136,0.024209,0.197706,0.073595,0.025913,0.117744
34,0.283333,0.080646,0.024766,0.172181,0.128135,0.024207,0.197709,0.073593,0.025909,0.117744
35,0.291667,0.080650,0.024774,0.172180,0.128133,0.024209,0.197711,0.073592,0.025914,0.117745
36,0.300000,0.080648,0.024769,0.172181,0.128128,0.024204,0.197714,0.073592,0.025912,0.117743
