Format Version,1.21,Take Name,E2R_1.5_psi,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-01 11.00.41.732 AM,Total Frames in Take,668,Total Exported Frames,668,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:106,Unlabeled:106,Unlabeled:106,Unlabeled:109,Unlabeled:109,Unlabeled:109,Unlabeled:110,Unlabeled:110,Unlabeled:110
,,"8392B20CF49E35706A","8392B20CF49E35706A","8392B20CF49E35706A","8392B20CF49E35706D","8392B20CF49E35706D","8392B20CF49E35706D","8392B20CF49E35706E","8392B20CF49E35706E","8392B20CF49E35706E"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.042230,0.025042,0.096753,-0.030917,0.024793,0.149822,-0.001220,0.025867,0.196024
1,0.008333,-0.042227,0.025045,0.096757,-0.030917,0.024798,0.149823,-0.001220,0.025867,0.196023
2,0.016667,-0.042228,0.025046,0.096757,-0.030919,0.024794,0.149824,-0.001221,0.025865,0.196023
3,0.025000,-0.042225,0.025054,0.096757,-0.030919,0.024796,0.149825,-0.001220,0.025871,0.196027
4,0.033333,-0.042226,0.025052,0.096757,-0.030919,0.024797,0.149827,-0.001223,0.025862,0.196029
5,0.041667,-0.042232,0.025047,0.096754,-0.030922,0.024795,0.149827,-0.001223,0.025862,0.196027
6,0.050000,-0.042234,0.025050,0.096757,-0.030923,0.024796,0.149825,-0.001226,0.025865,0.196028
7,0.058333,-0.042229,0.025054,0.096756,-0.030921,0.024797,0.149823,-0.001224,0.025864,0.196028
8,0.066667,-0.042232,0.025051,0.096756,-0.030923,0.024793,0.149823,-0.001225,0.025862,0.196026
9,0.075000,-0.042229,0.025052,0.096755,-0.030921,0.024801,0.149824,-0.001219,0.025868,0.196028
10,0.083333,-0.042229,0.025052,0.096756,-0.030919,0.024798,0.149823,-0.001224,0.025862,0.196030
11,0.091667,-0.042231,0.025048,0.096757,-0.030921,0.024793,0.149825,-0.001219,0.025866,0.196026
12,0.100000,-0.042226,0.025049,0.096758,-0.030922,0.024796,0.149824,-0.001220,0.025867,0.196029
13,0.108333,-0.042228,0.025044,0.096756,-0.030923,0.024793,0.149824,-0.001221,0.025869,0.196028
14,0.116667,-0.042230,0.025052,0.096757,-0.030920,0.024799,0.149822,-0.001222,0.025865,0.196025
15,0.125000,-0.042229,0.025046,0.096755,-0.030923,0.024797,0.149821,-0.001226,0.025861,0.196025
16,0.133333,-0.042231,0.025048,0.096752,-0.030921,0.024800,0.149822,-0.001224,0.025866,0.196026
17,0.141667,-0.042233,0.025041,0.096750,-0.030925,0.024798,0.149822,-0.001224,0.025868,0.196029
