Format Version,1.21,Take Name,I1R_1_psi,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-01 11.16.35.031 AM,Total Frames in Take,370,Total Exported Frames,370,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:100,Unlabeled:100,Unlabeled:100,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102
,,"8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.101191,0.023431,0.181709,-0.095081,0.025739,0.132267,-0.084657,0.023956,0.229240
1,0.008333,-0.101190,0.023425,0.181706,-0.095081,0.025738,0.132262,-0.084656,0.023958,0.229237
2,0.016667,-0.101187,0.023425,0.181703,-0.095084,0.025738,0.132260,-0.084657,0.023958,0.229238
3,0.025000,-0.101189,0.023425,0.181704,-0.095079,0.025738,0.132261,-0.084656,0.023958,0.229237
4,0.033333,-0.101188,0.023426,0.181703,-0.095081,0.025735,0.132259,-0.084654,0.023959,0.229238
5,0.041667,-0.101187,0.023426,0.181707,-0.095080,0.025734,0.132262,-0.084657,0.023959,0.229238
6,0.050000,-0.101185,0.023429,0.181707,-0.095080,0.025736,0.132267,-0.084656,0.023955,0.229240
7,0.058333,-0.101187,0.023428,0.181707,-0.095080,0.025740,0.132266,-0.084658,0.023953,0.229242
8,0.066667,-0.101187,0.023429,0.181710,-0.095079,0.025742,0.132264,-0.084660,0.023955,0.229241
9,0.075000,-0.101190,0.023428,0.181707,-0.095079,0.025739,0.132261,-0.084655,0.023959,0.229236
10,0.083333,-0.101188,0.023425,0.181707,-0.095080,0.025738,0.132262,-0.084656,0.023954,0.229236
11,0.091667,-0.101189,0.023424,0.181702,-0.095081,0.025736,0.132258,-0.084657,0.023956,0.229237
12,0.100000,-0.101189,0.023426,0.181708,-0.095082,0.025735,0.132257,-0.084655,0.023955,0.229234
13,0.108333,-0.101189,0.023426,0.181704,-0.095080,0.025736,0.132259,-0.084654,0.023956,0.229236
14,0.116667,-0.101189,0.023427,0.181707,-0.095082,0.025738,0.132260,-0.084655,0.023956,0.229239
15,0.125000,-0.101185,0.023429,0.181707,-0.095077,0.025740,0.132263,-0.084655,0.023957,0.229239
16,0.133333,-0.101186,0.023424,0.181707,-0.095080,0.025738,0.132262,-0.084657,0.023955,0.229242
17,0.141667,-0.101188,0.023428,0.181708,-0.095083,0.025736,0.132263,-0.084655,0.023953,0.229242
