Format Version,1.21,Take Name,I2L_3_psi,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-01 12.55.31.906 AM,Total Frames in Take,190,Total Exported Frames,190,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:137,Unlabeled:137,Unlabeled:137,Unlabeled:154,Unlabeled:154,Unlabeled:154,Unlabeled:157,Unlabeled:157,Unlabeled:157
,,"8392B20CF49E357089","8392B20CF49E357089","8392B20CF49E357089","8392B20CF49E35709A","8392B20CF49E35709A","8392B20CF49E35709A","8392B20CF49E35709D","8392B20CF49E35709D","8392B20CF49E35709D"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.126289,0.025985,0.131017,-0.103029,0.026012,0.180588,-0.136501,0.025625,0.220385
1,0.008333,-0.126291,0.025986,0.131014,-0.103027,0.026012,0.180587,-0.136498,0.025625,0.220388
2,0.016667,-0.126288,0.025989,0.131016,-0.103030,0.026014,0.180586,-0.136497,0.025624,0.220392
3,0.025000,-0.126290,0.025988,0.131017,-0.103026,0.026014,0.180586,-0.136490,0.025625,0.220397
4,0.033333,-0.126292,0.025987,0.131016,-0.103032,0.026014,0.180587,-0.136495,0.025626,0.220397
5,0.041667,-0.126290,0.025989,0.131015,-0.103030,0.026012,0.180586,-0.136489,0.025626,0.220395
6,0.050000,-0.126289,0.025990,0.131012,-0.103030,0.026011,0.180584,-0.136489,0.025624,0.220398
7,0.058333,-0.126287,0.025986,0.131009,-0.103033,0.026009,0.180585,-0.136489,0.025624,0.220403
8,0.066667,-0.126285,0.025985,0.131010,-0.103034,0.026010,0.180584,-0.136494,0.025625,0.220401
9,0.075000,-0.126285,0.025987,0.131010,-0.103035,0.026011,0.180588,-0.136489,0.025625,0.220405
10,0.083333,-0.126286,0.025992,0.131009,-0.103033,0.026013,0.180587,-0.136487,0.025628,0.220407
11,0.091667,-0.126286,0.025987,0.131010,-0.103034,0.026012,0.180584,-0.136486,0.025627,0.220410
12,0.100000,-0.126288,0.025991,0.131012,-0.103036,0.026013,0.180589,-0.136483,0.025629,0.220413
13,0.108333,-0.126294,0.025988,0.131009,-0.103039,0.026015,0.180586,-0.136484,0.025626,0.220412
14,0.116667,-0.126288,0.025986,0.131012,-0.103039,0.026013,0.180588,-0.136485,0.025626,0.220416
15,0.125000,-0.126290,0.025988,0.131007,-0.103040,0.026016,0.180586,-0.136482,0.025624,0.220416
16,0.133333,-0.126287,0.025988,0.131008,-0.103040,0.026015,0.180584,-0.136484,0.025628,0.220419
17,0.141667,-0.126285,0.025990,0.131009,-0.103042,0.026015,0.180588,-0.136482,0.025628,0.220420
18,0.150000,-0.126285,0.025989,0.131007,-0.103041,0.026015,0.180591,-0.136479,0.025628,0.220425
19,0.158333,-0.126286,0.025990,0.131006,-0.103044,0.026015,0.180588,-0.136479,0.025629,0.220423
20,0.166667,-0.126282,0.025987,0.131009,-0.103041,0.026013,0.180589,-0.136475,0.025631,0.220429
21,0.175000,-0.126284,0.025988,0.131008,-0.103042,0.026015,0.180586,-0.136472,0.025628,0.220430
22,0.183333,-0.126287,0.025989,0.131007,-0.103042,0.026015,0.180586,-0.136473,0.025632,0.220430
23,0.191667,-0.126291,0.025991,0.131006,-0.103047,0.026013,0.180586,-0.136473,0.025629,0.220432
24,0.200000,-0.126290,0.025990,0.131003,-0.103046,0.026016,0.180588,-0.136470,0.025627,0.220432
25,0.208333,-0.126286,0.025991,0.131005,-0.103050,0.026016,0.180587,-0.136472,0.025626,0.220432
26,0.216667,-0.126292,0.025988,0.131003,-0.103050,0.026017,0.180589,-0.136472,0.025626,0.220435
27,0.225000,-0.126285,0.025992,0.131004,-0.103049,0.026018,0.180589,-0.136472,0.025627,0.220435
28,0.233333,-0.126289,0.025992,0.131003,-0.103050,0.026016,0.180590,-0.136467,0.025625,0.220439
29,0.241667,-0.126286,0.025988,0.131008,-0.103049,0.026015,0.180591,-0.136463,0.025623,0.220439
30,0.250000,-0.126285,0.025990,0.131003,-0.103051,0.026017,0.180590,-0.136463,0.025628,0.220442
31,0.258333,-0.126284,0.025990,0.131004,-0.103048,0.026014,0.180589,-0.136462,0.025628,0.220444
32,0.266667,-0.126284,0.025989,0.130998,-0.103054,0.026017,0.180589,-0.136462,0.025629,0.220448
33,0.275000,-0.126285,0.025989,0.130997,-0.103054,0.026017,0.180585,-0.136464,0.025627,0.220448
34,0.283333,-0.126287,0.025985,0.130994,-0.103054,0.026016,0.180585,-0.136466,0.025629,0.220447
35,0.291667,-0.126284,0.025988,0.130999,-0.103057,0.026017,0.180587,-0.136465,0.025624,0.220447
36,0.300000,-0.126290,0.025990,0.131003,-0.103058,0.026020,0.180587,-0.136462,0.025625,0.220452
37,0.308333,-0.126285,0.025992,0.131001,-0.103056,0.026021,0.180588,-0.136460,0.025630,0.220455
38,0.316667,-0.126287,0.025991,0.131000,-0.103057,0.026020,0.180589,-0.136456,0.025632,0.220458
39,0.325000,-0.126281,0.025992,0.131003,-0.103058,0.026019,0.180589,-0.136458,0.025632,0.220461
40,0.333333,-0.126286,0.025991,0.130997,-0.103055,0.026018,0.180587,-0.136453,0.025633,0.220462
41,0.341667,-0.126283,0.025992,0.130995,-0.103060,0.026017,0.180588,-0.136453,0.025630,0.220461
42,0.350000,-0.126284,0.025986,0.130992,-0.103058,0.026016,0.180584,-0.136453,0.025630,0.220461
43,0.358333,-0.126288,0.025988,0.130994,-0.103060,0.026016,0.180586,-0.136455,0.025630,0.220466
44,0.366667,-0.126288,0.025992,0.130997,-0.103063,0.026020,0.180590,-0.136452,0.025633,0.220468
45,0.375000,-0.126285,0.025988,0.130994,-0.103066,0.026019,0.180592,-0.136451,0.025626,0.220468
46,0.383333,-0.126287,0.025990,0.130996,-0.103061,0.026017,0.180593,-0.136451,0.025632,0.220470
47,0.391667,-0.126284,0.025987,0.130991,-0.103065,0.026019,0.180590,-0.136449,0.025628,0.220477
48,0.400000,-0.126286,0.025990,0.130993,-0.103067,0.026018,0.180588,-0.136446,0.025630,0.220472
49,0.408333,-0.126284,0.025991,0.130993,-0.103068,0.026021,0.180587,-0.136446,0.025633,0.220475
50,0.416667,-0.126287,0.025986,0.130990,-0.103068,0.026019,0.180590,-0.136444,0.025630,0.220479
51,0.425000,-0.126288,0.025990,0.130994,-0.103067,0.026020,0.180590,-0.136447,0.025631,0.220477
52,0.433333,-0.126287,0.025987,0.130991,-0.103070,0.026019,0.180591,-0.136445,0.025633,0.220483
53,0.441667,-0.126284,0.025990,0.130991,-0.103071,0.026018,0.180591,-0.136444,0.025629,0.220484
54,0.450000,-0.126282,0.025985,0.130989,-0.103069,0.026020,0.180590,-0.136441,0.025629,0.220488
55,0.458333,-0.126283,0.025989,0.130989,-0.103073,0.026016,0.180587,-0.136436,0.025630,0.220487
56,0.466667,-0.126286,0.025995,0.130987,-0.103070,0.026021,0.180589,-0.136434,0.025631,0.220489
57,0.475000,-0.126283,0.025992,0.130989,-0.103072,0.026021,0.180589,-0.136438,0.025634,0.220491
58,0.483333,-0.126285,0.025990,0.130988,-0.103073,0.026019,0.180589,-0.136437,0.025633,0.220492
59,0.491667,-0.126284,0.025990,0.130987,-0.103077,0.026017,0.180588,-0.136439,0.025627,0.220496
60,0.500000,-0.126285,0.025991,0.130991,-0.103080,0.026022,0.180590,-0.136439,0.025631,0.220498
61,0.508333,-0.126281,0.025988,0.130987,-0.103079,0.026019,0.180589,-0.136437,0.025628,0.220495
62,0.516667,-0.126283,0.025987,0.130979,-0.103079,0.026020,0.180591,-0.136434,0.025629,0.220501
63,0.525000,-0.126278,0.025990,0.130983,-0.103078,0.026018,0.180588,-0.136431,0.025625,0.220502
64,0.533333,-0.126284,0.025989,0.130985,-0.103077,0.026022,0.180591,-0.136430,0.025631,0.220504
65,0.541667,-0.126283,0.025991,0.130984,-0.103079,0.026019,0.180590,-0.136429,0.025637,0.220505
66,0.550000,-0.126283,0.025990,0.130979,-0.103078,0.026024,0.180591,-0.136428,0.025636,0.220505
67,0.558333,-0.126284,0.025988,0.130978,-0.103081,0.026017,0.180589,-0.136429,0.025631,0.220508
68,0.566667,-0.126282,0.025989,0.130979,-0.103082,0.026019,0.180588,-0.136429,0.025631,0.220508
69,0.575000,-0.126286,0.025985,0.130977,-0.103084,0.026018,0.180588,-0.136433,0.025625,0.220511
70,0.583333,-0.126286,0.025989,0.130979,-0.103090,0.026021,0.180589,-0.136429,0.025633,0.220514
71,0.591667,-0.126288,0.025987,0.130982,-0.103089,0.026022,0.180592,-0.136428,0.025624,0.220516
72,0.600000,-0.126283,0.025989,0.130981,-0.103087,0.026023,0.180594,-0.136429,0.025626,0.220518
73,0.608333,-0.126279,0.025990,0.130979,-0.103086,0.026024,0.180592,-0.136424,0.025635,0.220518
74,0.616667,-0.126280,0.025993,0.130975,-0.103086,0.026025,0.180590,-0.136419,0.025633,0.220519
75,0.625000,-0.126277,0.025987,0.130975,-0.103087,0.026021,0.180588,-0.136419,0.025635,0.220522
76,0.633333,-0.126281,0.025989,0.130973,-0.103087,0.026021,0.180589,-0.136418,0.025635,0.220523
77,0.641667,-0.126282,0.025985,0.130978,-0.103090,0.026023,0.180590,-0.136419,0.025631,0.220526
78,0.650000,-0.126282,0.025988,0.130977,-0.103095,0.026024,0.180594,-0.136417,0.025634,0.220527
79,0.658333,-0.126284,0.025991,0.130976,-0.103095,0.026026,0.180591,-0.136417,0.025631,0.220529
80,0.666667,-0.126285,0.025992,0.130971,-0.103097,0.026020,0.180588,-0.136419,0.025628,0.220533
81,0.675000,-0.126283,0.025991,0.130972,-0.103094,0.026024,0.180592,-0.136417,0.025633,0.220534
82,0.683333,-0.126279,0.025990,0.130971,-0.103096,0.026022,0.180591,-0.136416,0.025630,0.220534
83,0.691667,-0.126276,0.025991,0.130972,-0.103094,0.026026,0.180589,-0.136409,0.025632,0.220536
84,0.700000,-0.126277,0.025991,0.130969,-0.103095,0.026022,0.180590,-0.136408,0.025635,0.220538
85,0.708333,-0.126274,0.025987,0.130974,-0.103099,0.026022,0.180589,-0.136410,0.025630,0.220542
86,0.716667,-0.126281,0.025990,0.130976,-0.103097,0.026024,0.180595,-0.136410,0.025634,0.220544
87,0.725000,-0.126279,0.025988,0.130973,-0.103099,0.026025,0.180594,-0.136405,0.025635,0.220543
88,0.733333,-0.126278,0.025990,0.130971,-0.103101,0.026022,0.180593,-0.136408,0.025632,0.220545
89,0.741667,-0.126278,0.025989,0.130969,-0.103100,0.026028,0.180589,-0.136408,0.025633,0.220547
90,0.750000,-0.126281,0.025988,0.130967,-0.103101,0.026026,0.180588,-0.136410,0.025631,0.220546
