Format Version,1.21,Take Name,I1R_1.0_psi,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-02 02.21.41.741 PM,Total Frames in Take,170,Total Exported Frames,170,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:160,Unlabeled:160,Unlabeled:160,Unlabeled:170,Unlabeled:170,Unlabeled:170,Unlabeled:173,Unlabeled:173,Unlabeled:173
,,"8392B20CF49E3570A0","8392B20CF49E3570A0","8392B20CF49E3570A0","8392B20CF49E3570AA","8392B20CF49E3570AA","8392B20CF49E3570AA","8392B20CF49E3570AD","8392B20CF49E3570AD","8392B20CF49E3570AD"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.108691,0.024227,0.088589,0.102408,0.024793,0.184558,0.098229,0.023736,0.135629
1,0.008333,0.108694,0.024223,0.088586,0.102405,0.024794,0.184562,0.098229,0.023736,0.135628
2,0.016667,0.108695,0.024226,0.088586,0.102405,0.024790,0.184557,0.098233,0.023740,0.135629
3,0.025000,0.108696,0.024228,0.088584,0.102408,0.024796,0.184558,0.098232,0.023741,0.135624
4,0.033333,0.108693,0.024222,0.088584,0.102403,0.024794,0.184560,0.098228,0.023735,0.135629
5,0.041667,0.108697,0.024229,0.088585,0.102403,0.024791,0.184556,0.098229,0.023736,0.135625
6,0.050000,0.108694,0.024222,0.088581,0.102406,0.024793,0.184558,0.098231,0.023735,0.135626
7,0.058333,0.108692,0.024223,0.088581,0.102407,0.024793,0.184555,0.098228,0.023740,0.135631
8,0.066667,0.108690,0.024225,0.088580,0.102407,0.024791,0.184558,0.098227,0.023736,0.135630
9,0.075000,0.108691,0.024226,0.088578,0.102405,0.024793,0.184556,0.098231,0.023735,0.135627
10,0.083333,0.108694,0.024222,0.088582,0.102405,0.024792,0.184560,0.098229,0.023736,0.135625
11,0.091667,0.108696,0.024231,0.088590,0.102407,0.024791,0.184561,0.098229,0.023741,0.135629
12,0.100000,0.108695,0.024227,0.088583,0.102404,0.024788,0.184560,0.098223,0.023737,0.135629
13,0.108333,0.108690,0.024220,0.088585,0.102408,0.024796,0.184561,0.098233,0.023744,0.135630
14,0.116667,0.108697,0.024226,0.088584,0.102405,0.024791,0.184560,0.098226,0.023742,0.135629
15,0.125000,0.108688,0.024219,0.088579,0.102406,0.024794,0.184560,0.098225,0.023734,0.135629
16,0.133333,0.108691,0.024225,0.088577,0.102407,0.024791,0.184560,0.098221,0.023734,0.135627
17,0.141667,0.108689,0.024223,0.088584,0.102410,0.024793,0.184556,0.098228,0.023737,0.135625
18,0.150000,0.108696,0.024228,0.088579,0.102408,0.024792,0.184558,0.098223,0.023736,0.135622
19,0.158333,0.108701,0.024227,0.088584,0.102405,0.024796,0.184559,0.098224,0.023736,0.135627
20,0.166667,0.108695,0.024229,0.088581,0.102408,0.024792,0.184560,0.098223,0.023739,0.135624
21,0.175000,0.108693,0.024232,0.088583,0.102406,0.024794,0.184559,0.098225,0.023742,0.135628
22,0.183333,0.108693,0.024225,0.088583,0.102406,0.024790,0.184559,0.098223,0.023733,0.135626
23,0.191667,0.108695,0.024233,0.088588,0.102411,0.024795,0.184560,0.098221,0.023737,0.135627
24,0.200000,0.108692,0.024224,0.088580,0.102407,0.024792,0.184561,0.098221,0.023738,0.135626
25,0.208333,0.108692,0.024223,0.088580,0.102408,0.024790,0.184561,0.098221,0.023741,0.135630
26,0.216667,0.108691,0.024227,0.088582,0.102408,0.024790,0.184559,0.098225,0.023736,0.135627
27,0.225000,0.108693,0.024227,0.088578,0.102410,0.024795,0.184558,0.098226,0.023741,0.135626
28,0.233333,0.108694,0.024231,0.088582,0.102408,0.024789,0.184562,0.098222,0.023737,0.135627
29,0.241667,0.108694,0.024229,0.088584,0.102408,0.024792,0.184558,0.098222,0.023740,0.135624
30,0.250000,0.108690,0.024227,0.088581,0.102407,0.024792,0.184559,0.098222,0.023741,0.135627
31,0.258333,0.108693,0.024218,0.088577,0.102408,0.024793,0.184558,0.098220,0.023735,0.135626
32,0.266667,0.108693,0.024226,0.088577,0.102408,0.024794,0.184560,0.098220,0.023732,0.135626
33,0.275000,0.108693,0.024234,0.088581,0.102408,0.024791,0.184561,0.098220,0.023740,0.135628
34,0.283333,0.108692,0.024232,0.088581,0.102410,0.024794,0.184562,0.098218,0.023740,0.135628
35,0.291667,0.108692,0.024229,0.088579,0.102409,0.024793,0.184560,0.098224,0.023741,0.135628
36,0.300000,0.108691,0.024228,0.088585,0.102409,0.024790,0.184558,0.098218,0.023738,0.135627
37,0.308333,0.108692,0.024223,0.088577,0.102410,0.024791,0.184560,0.098219,0.023739,0.135625
