Format Version,1.21,Take Name,E2R_2_psi,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-01 11.01.37.210 AM,Total Frames in Take,284,Total Exported Frames,284,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:106,Unlabeled:106,Unlabeled:106,Unlabeled:109,Unlabeled:109,Unlabeled:109,Unlabeled:110,Unlabeled:110,Unlabeled:110
,,"8392B20CF49E35706A","8392B20CF49E35706A","8392B20CF49E35706A","8392B20CF49E35706D","8392B20CF49E35706D","8392B20CF49E35706D","8392B20CF49E35706E","8392B20CF49E35706E","8392B20CF49E35706E"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.042671,0.025256,0.096160,-0.035203,0.025677,0.153188,0.003204,0.026122,0.197039
1,0.008333,-0.042672,0.025253,0.096160,-0.035200,0.025678,0.153188,0.003206,0.026122,0.197036
2,0.016667,-0.042671,0.025254,0.096163,-0.035202,0.025672,0.153190,0.003203,0.026127,0.197040
3,0.025000,-0.042670,0.025256,0.096163,-0.035202,0.025675,0.153190,0.003206,0.026122,0.197042
4,0.033333,-0.042673,0.025255,0.096165,-0.035200,0.025676,0.153190,0.003204,0.026123,0.197043
5,0.041667,-0.042668,0.025259,0.096164,-0.035200,0.025672,0.153193,0.003206,0.026126,0.197040
6,0.050000,-0.042671,0.025253,0.096167,-0.035199,0.025676,0.153189,0.003205,0.026119,0.197041
7,0.058333,-0.042672,0.025250,0.096165,-0.035199,0.025678,0.153191,0.003206,0.026125,0.197036
8,0.066667,-0.042670,0.025257,0.096167,-0.035199,0.025674,0.153183,0.003205,0.026119,0.197039
9,0.075000,-0.042667,0.025255,0.096161,-0.035198,0.025671,0.153186,0.003208,0.026121,0.197036
10,0.083333,-0.042667,0.025260,0.096162,-0.035197,0.025678,0.153188,0.003208,0.026125,0.197037
11,0.091667,-0.042672,0.025255,0.096162,-0.035196,0.025673,0.153188,0.003206,0.026125,0.197033
12,0.100000,-0.042669,0.025256,0.096167,-0.035197,0.025674,0.153187,0.003205,0.026124,0.197035
13,0.108333,-0.042667,0.025258,0.096169,-0.035194,0.025673,0.153185,0.003206,0.026123,0.197037
14,0.116667,-0.042672,0.025255,0.096163,-0.035197,0.025677,0.153185,0.003207,0.026125,0.197036
15,0.125000,-0.042672,0.025252,0.096165,-0.035198,0.025675,0.153185,0.003203,0.026122,0.197034
16,0.133333,-0.042670,0.025254,0.096165,-0.035193,0.025675,0.153186,0.003204,0.026118,0.197033
17,0.141667,-0.042669,0.025257,0.096165,-0.035197,0.025672,0.153186,0.003203,0.026127,0.197034
18,0.150000,-0.042668,0.025253,0.096165,-0.035193,0.025672,0.153185,0.003207,0.026125,0.197033
