Format Version,1.21,Take Name,I2L_2.5_psi,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-01 12.54.21.501 AM,Total Frames in Take,223,Total Exported Frames,223,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:137,Unlabeled:137,Unlabeled:137,Unlabeled:138,Unlabeled:138,Unlabeled:138,Unlabeled:142,Unlabeled:142,Unlabeled:142
,,"8392B20CF49E357089","8392B20CF49E357089","8392B20CF49E357089","8392B20CF49E35708A","8392B20CF49E35708A","8392B20CF49E35708A","8392B20CF49E35708E","8392B20CF49E35708E","8392B20CF49E35708E"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.088302,0.025556,0.138402,-0.066203,0.025774,0.186897,-0.071876,0.025373,0.238066
1,0.008333,-0.088301,0.025559,0.138402,-0.066201,0.025775,0.186896,-0.071865,0.025376,0.238066
2,0.016667,-0.088306,0.025558,0.138404,-0.066200,0.025773,0.186895,-0.071861,0.025378,0.238067
3,0.025000,-0.088305,0.025556,0.138403,-0.066204,0.025776,0.186896,-0.071857,0.025378,0.238065
4,0.033333,-0.088304,0.025559,0.138404,-0.066208,0.025773,0.186896,-0.071858,0.025376,0.238066
5,0.041667,-0.088305,0.025555,0.138399,-0.066213,0.025774,0.186900,-0.071861,0.025375,0.238068
6,0.050000,-0.088307,0.025559,0.138399,-0.066220,0.025773,0.186901,-0.071867,0.025378,0.238070
7,0.058333,-0.088306,0.025559,0.138399,-0.066228,0.025774,0.186899,-0.071871,0.025376,0.238071
8,0.066667,-0.088309,0.025557,0.138398,-0.066232,0.025779,0.186901,-0.071873,0.025368,0.238070
9,0.075000,-0.088312,0.025557,0.138403,-0.066237,0.025779,0.186902,-0.071871,0.025375,0.238075
10,0.083333,-0.088310,0.025559,0.138395,-0.066242,0.025776,0.186902,-0.071870,0.025377,0.238072
11,0.091667,-0.088317,0.025558,0.138392,-0.066241,0.025774,0.186899,-0.071868,0.025374,0.238073
12,0.100000,-0.088318,0.025559,0.138397,-0.066240,0.025772,0.186897,-0.071862,0.025376,0.238071
13,0.108333,-0.088320,0.025556,0.138395,-0.066244,0.025771,0.186897,-0.071859,0.025374,0.238076
14,0.116667,-0.088319,0.025555,0.138390,-0.066246,0.025772,0.186900,-0.071855,0.025375,0.238078
15,0.125000,-0.088318,0.025553,0.138393,-0.066253,0.025769,0.186898,-0.071856,0.025374,0.238075
16,0.133333,-0.088318,0.025556,0.138394,-0.066255,0.025775,0.186901,-0.071861,0.025371,0.238075
17,0.141667,-0.088316,0.025561,0.138389,-0.066256,0.025778,0.186901,-0.071860,0.025372,0.238075
18,0.150000,-0.088316,0.025559,0.138393,-0.066260,0.025776,0.186904,-0.071865,0.025369,0.238075
19,0.158333,-0.088313,0.025560,0.138389,-0.066260,0.025777,0.186903,-0.071864,0.025373,0.238077
20,0.166667,-0.088317,0.025558,0.138390,-0.066265,0.025779,0.186901,-0.071859,0.025372,0.238078
21,0.175000,-0.088320,0.025557,0.138389,-0.066268,0.025776,0.186903,-0.071859,0.025375,0.238080
22,0.183333,-0.088318,0.025556,0.138386,-0.066270,0.025771,0.186899,-0.071850,0.025374,0.238080
23,0.191667,-0.088321,0.025555,0.138385,-0.066266,0.025773,0.186902,-0.071850,0.025375,0.238077
24,0.200000,-0.088322,0.025558,0.138387,-0.066272,0.025769,0.186903,-0.071848,0.025372,0.238081
25,0.208333,-0.088322,0.025557,0.138385,-0.066273,0.025773,0.186903,-0.071846,0.025375,0.238079
26,0.216667,-0.088322,0.025552,0.138387,-0.066274,0.025777,0.186899,-0.071846,0.025374,0.238080
27,0.225000,-0.088322,0.025558,0.138388,-0.066278,0.025776,0.186903,-0.071848,0.025375,0.238083
28,0.233333,-0.088322,0.025559,0.138386,-0.066285,0.025775,0.186902,-0.071848,0.025373,0.238081
29,0.241667,-0.088325,0.025558,0.138386,-0.066286,0.025777,0.186901,-0.071849,0.025372,0.238085
30,0.250000,-0.088327,0.025558,0.138385,-0.066294,0.025775,0.186905,-0.071854,0.025371,0.238084
31,0.258333,-0.088331,0.025557,0.138384,-0.066298,0.025778,0.186905,-0.071856,0.025372,0.238086
32,0.266667,-0.088331,0.025560,0.138386,-0.066304,0.025775,0.186905,-0.071852,0.025371,0.238088
33,0.275000,-0.088329,0.025556,0.138379,-0.066303,0.025779,0.186902,-0.071851,0.025372,0.238084
34,0.283333,-0.088328,0.025556,0.138385,-0.066303,0.025779,0.186905,-0.071851,0.025373,0.238086
35,0.291667,-0.088328,0.025556,0.138382,-0.066306,0.025776,0.186901,-0.071843,0.025371,0.238088
36,0.300000,-0.088328,0.025561,0.138382,-0.066307,0.025777,0.186905,-0.071841,0.025375,0.238087
37,0.308333,-0.088330,0.025555,0.138379,-0.066305,0.025773,0.186906,-0.071836,0.025372,0.238089
38,0.316667,-0.088329,0.025560,0.138379,-0.066310,0.025776,0.186903,-0.071835,0.025373,0.238087
39,0.325000,-0.088330,0.025560,0.138382,-0.066310,0.025777,0.186905,-0.071832,0.025372,0.238089
40,0.333333,-0.088331,0.025557,0.138383,-0.066317,0.025777,0.186907,-0.071839,0.025374,0.238091
41,0.341667,-0.088330,0.025556,0.138376,-0.066320,0.025783,0.186909,-0.071840,0.025376,0.238090
42,0.350000,-0.088335,0.025558,0.138378,-0.066328,0.025778,0.186909,-0.071842,0.025371,0.238092
43,0.358333,-0.088334,0.025556,0.138379,-0.066331,0.025777,0.186908,-0.071845,0.025370,0.238093
44,0.366667,-0.088338,0.025558,0.138376,-0.066333,0.025778,0.186908,-0.071842,0.025373,0.238094
45,0.375000,-0.088337,0.025555,0.138372,-0.066338,0.025776,0.186910,-0.071838,0.025371,0.238094
46,0.383333,-0.088340,0.025557,0.138375,-0.066338,0.025777,0.186908,-0.071838,0.025371,0.238091
47,0.391667,-0.088340,0.025555,0.138374,-0.066340,0.025779,0.186911,-0.071834,0.025375,0.238094
48,0.400000,-0.088341,0.025556,0.138375,-0.066341,0.025776,0.186911,-0.071832,0.025376,0.238098
49,0.408333,-0.088338,0.025555,0.138376,-0.066344,0.025779,0.186915,-0.071829,0.025372,0.238100
50,0.416667,-0.088340,0.025557,0.138376,-0.066349,0.025778,0.186913,-0.071830,0.025377,0.238101
51,0.425000,-0.088337,0.025555,0.138373,-0.066350,0.025777,0.186911,-0.071830,0.025371,0.238098
52,0.433333,-0.088338,0.025558,0.138372,-0.066354,0.025775,0.186910,-0.071830,0.025372,0.238101
53,0.441667,-0.088334,0.025557,0.138363,-0.066357,0.025782,0.186911,-0.071831,0.025373,0.238099
54,0.450000,-0.088335,0.025558,0.138367,-0.066356,0.025777,0.186910,-0.071829,0.025372,0.238096
55,0.458333,-0.088339,0.025557,0.138366,-0.066363,0.025777,0.186910,-0.071823,0.025374,0.238096
56,0.466667,-0.088343,0.025554,0.138366,-0.066367,0.025777,0.186912,-0.071824,0.025370,0.238102
57,0.475000,-0.088347,0.025556,0.138367,-0.066374,0.025777,0.186911,-0.071824,0.025371,0.238102
58,0.483333,-0.088350,0.025554,0.138367,-0.066378,0.025782,0.186911,-0.071826,0.025370,0.238103
59,0.491667,-0.088348,0.025556,0.138365,-0.066385,0.025780,0.186914,-0.071830,0.025374,0.238102
60,0.500000,-0.088347,0.025554,0.138364,-0.066383,0.025779,0.186915,-0.071833,0.025367,0.238108
61,0.508333,-0.088343,0.025556,0.138366,-0.066384,0.025784,0.186917,-0.071828,0.025370,0.238106
62,0.516667,-0.088348,0.025559,0.138365,-0.066389,0.025782,0.186916,-0.071826,0.025370,0.238108
63,0.525000,-0.088351,0.025555,0.138364,-0.066390,0.025782,0.186918,-0.071823,0.025371,0.238109
64,0.533333,-0.088346,0.025555,0.138365,-0.066394,0.025777,0.186914,-0.071818,0.025376,0.238110
65,0.541667,-0.088344,0.025556,0.138362,-0.066395,0.025778,0.186914,-0.071815,0.025371,0.238110
66,0.550000,-0.088344,0.025555,0.138357,-0.066394,0.025780,0.186917,-0.071815,0.025377,0.238109
67,0.558333,-0.088341,0.025555,0.138356,-0.066396,0.025780,0.186915,-0.071813,0.025376,0.238109
68,0.566667,-0.088338,0.025555,0.138355,-0.066397,0.025779,0.186918,-0.071811,0.025372,0.238110
69,0.575000,-0.088345,0.025559,0.138360,-0.066402,0.025778,0.186922,-0.071805,0.025377,0.238111
70,0.583333,-0.088352,0.025556,0.138361,-0.066406,0.025780,0.186917,-0.071805,0.025374,0.238110
71,0.591667,-0.088354,0.025555,0.138357,-0.066409,0.025778,0.186918,-0.071808,0.025371,0.238115
72,0.600000,-0.088353,0.025556,0.138360,-0.066417,0.025780,0.186918,-0.071817,0.025374,0.238116
73,0.608333,-0.088355,0.025554,0.138356,-0.066420,0.025783,0.186920,-0.071821,0.025370,0.238117
74,0.616667,-0.088354,0.025553,0.138358,-0.066423,0.025780,0.186921,-0.071820,0.025370,0.238117
75,0.625000,-0.088349,0.025554,0.138357,-0.066424,0.025782,0.186922,-0.071813,0.025373,0.238117
76,0.633333,-0.088355,0.025554,0.138353,-0.066422,0.025782,0.186922,-0.071807,0.025372,0.238116
77,0.641667,-0.088352,0.025554,0.138355,-0.066420,0.025775,0.186919,-0.071799,0.025377,0.238116
78,0.650000,-0.088351,0.025552,0.138353,-0.066424,0.025779,0.186921,-0.071795,0.025374,0.238118
79,0.658333,-0.088341,0.025557,0.138347,-0.066422,0.025782,0.186919,-0.071792,0.025372,0.238116
80,0.666667,-0.088337,0.025558,0.138347,-0.066425,0.025782,0.186918,-0.071798,0.025373,0.238115
81,0.675000,-0.088334,0.025550,0.138347,-0.066425,0.025779,0.186921,-0.071802,0.025370,0.238117
82,0.683333,-0.088339,0.025555,0.138345,-0.066426,0.025780,0.186920,-0.071801,0.025373,0.238118
83,0.691667,-0.088349,0.025554,0.138348,-0.066432,0.025780,0.186923,-0.071798,0.025373,0.238123
84,0.700000,-0.088357,0.025550,0.138354,-0.066438,0.025773,0.186926,-0.071793,0.025376,0.238123
85,0.708333,-0.088361,0.025554,0.138352,-0.066447,0.025780,0.186925,-0.071794,0.025371,0.238125
86,0.716667,-0.088359,0.025551,0.138350,-0.066448,0.025778,0.186922,-0.071799,0.025369,0.238123
87,0.725000,-0.088356,0.025554,0.138344,-0.066450,0.025779,0.186921,-0.071805,0.025369,0.238119
88,0.733333,-0.088353,0.025557,0.138345,-0.066450,0.025777,0.186920,-0.071805,0.025370,0.238122
89,0.741667,-0.088349,0.025554,0.138344,-0.066449,0.025775,0.186921,-0.071801,0.025370,0.238120
90,0.750000,-0.088349,0.025556,0.138347,-0.066449,0.025782,0.186927,-0.071793,0.025373,0.238126
91,0.758333,-0.088350,0.025558,0.138347,-0.066451,0.025780,0.186925,-0.071784,0.025374,0.238126
92,0.766667,-0.088350,0.025559,0.138347,-0.066452,0.025779,0.186926,-0.071782,0.025372,0.238126
93,0.775000,-0.088353,0.025558,0.138348,-0.066456,0.025779,0.186924,-0.071784,0.025377,0.238129
94,0.783333,-0.088357,0.025555,0.138347,-0.066459,0.025778,0.186923,-0.071790,0.025373,0.238128
95,0.791667,-0.088364,0.025552,0.138344,-0.066469,0.025776,0.186923,-0.071792,0.025370,0.238124
