Format Version,1.21,Take Name,I2Lnew_1.5_psi,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-02 03.43.18.334 PM,Total Frames in Take,114,Total Exported Frames,114,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:113,Unlabeled:113,Unlabeled:113,Unlabeled:117,Unlabeled:117,Unlabeled:117,Unlabeled:119,Unlabeled:119,Unlabeled:119
,,"8392B20CF49E357071","8392B20CF49E357071","8392B20CF49E357071","8392B20CF49E357075","8392B20CF49E357075","8392B20CF49E357075","8392B20CF49E357077","8392B20CF49E357077","8392B20CF49E357077"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.125975,0.024085,0.229892,0.134709,0.024652,0.132400,0.139715,0.024414,0.182170
1,0.008333,0.125973,0.024082,0.229894,0.134709,0.024654,0.132398,0.139714,0.024415,0.182166
2,0.016667,0.125973,0.024083,0.229890,0.134709,0.024656,0.132400,0.139712,0.024416,0.182165
3,0.025000,0.125971,0.024086,0.229892,0.134706,0.024653,0.132395,0.139712,0.024411,0.182167
4,0.033333,0.125973,0.024079,0.229893,0.134709,0.024654,0.132397,0.139710,0.024412,0.182166
5,0.041667,0.125974,0.024085,0.229891,0.134709,0.024653,0.132395,0.139710,0.024415,0.182169
6,0.050000,0.125975,0.024084,0.229893,0.134709,0.024654,0.132398,0.139709,0.024415,0.182169
7,0.058333,0.125973,0.024086,0.229893,0.134710,0.024654,0.132399,0.139711,0.024411,0.182169
8,0.066667,0.125976,0.024085,0.229897,0.134710,0.024653,0.132403,0.139710,0.024418,0.182170
9,0.075000,0.125977,0.024084,0.229896,0.134707,0.024653,0.132409,0.139709,0.024414,0.182169
10,0.083333,0.125972,0.024082,0.229896,0.134707,0.024654,0.132405,0.139708,0.024413,0.182172
11,0.091667,0.125972,0.024083,0.229894,0.134708,0.024655,0.132401,0.139706,0.024413,0.182167
12,0.100000,0.125974,0.024087,0.229891,0.134708,0.024656,0.132402,0.139705,0.024413,0.182168
13,0.108333,0.125973,0.024081,0.229891,0.134708,0.024652,0.132402,0.139704,0.024416,0.182168
14,0.116667,0.125975,0.024082,0.229889,0.134707,0.024652,0.132400,0.139704,0.024413,0.182168
15,0.125000,0.125973,0.024081,0.229891,0.134708,0.024655,0.132400,0.139705,0.024419,0.182166
16,0.133333,0.125975,0.024081,0.229888,0.134709,0.024654,0.132399,0.139708,0.024418,0.182164
17,0.141667,0.125978,0.024085,0.229891,0.134709,0.024655,0.132399,0.139706,0.024414,0.182165
18,0.150000,0.125978,0.024081,0.229888,0.134709,0.024655,0.132402,0.139706,0.024416,0.182165
19,0.158333,0.125977,0.024083,0.229893,0.134711,0.024653,0.132403,0.139705,0.024416,0.182167
20,0.166667,0.125978,0.024083,0.229894,0.134711,0.024655,0.132406,0.139705,0.024413,0.182170
21,0.175000,0.125979,0.024085,0.229894,0.134708,0.024652,0.132402,0.139704,0.024414,0.182169
22,0.183333,0.125978,0.024086,0.229895,0.134709,0.024655,0.132405,0.139701,0.024415,0.182171
23,0.191667,0.125978,0.024084,0.229892,0.134709,0.024651,0.132409,0.139701,0.024415,0.182172
24,0.200000,0.125976,0.024082,0.229891,0.134706,0.024657,0.132409,0.139701,0.024416,0.182171
25,0.208333,0.125973,0.024082,0.229892,0.134707,0.024652,0.132406,0.139699,0.024419,0.182170
26,0.216667,0.125977,0.024079,0.229890,0.134705,0.024653,0.132406,0.139696,0.024416,0.182169
27,0.225000,0.125975,0.024081,0.229893,0.134706,0.024655,0.132406,0.139700,0.024415,0.182169
28,0.233333,0.125976,0.024082,0.229890,0.134703,0.024655,0.132406,0.139696,0.024416,0.182170
29,0.241667,0.125976,0.024081,0.229890,0.134706,0.024651,0.132406,0.139702,0.024414,0.182166
30,0.250000,0.125975,0.024082,0.229895,0.134706,0.024654,0.132408,0.139696,0.024416,0.182172
31,0.258333,0.125979,0.024080,0.229891,0.134709,0.024651,0.132408,0.139697,0.024417,0.182171
32,0.266667,0.125980,0.024082,0.229895,0.134708,0.024653,0.132409,0.139696,0.024413,0.182169
33,0.275000,0.125977,0.024086,0.229895,0.134708,0.024649,0.132408,0.139696,0.024414,0.182171
34,0.283333,0.125980,0.024085,0.229891,0.134709,0.024656,0.132410,0.139697,0.024415,0.182167
35,0.291667,0.125980,0.024083,0.229892,0.134706,0.024650,0.132405,0.139696,0.024416,0.182168
36,0.300000,0.125978,0.024079,0.229888,0.134707,0.024653,0.132406,0.139693,0.024412,0.182163
37,0.308333,0.125979,0.024084,0.229886,0.134707,0.024653,0.132405,0.139691,0.024414,0.182161
38,0.316667,0.125977,0.024076,0.229885,0.134707,0.024651,0.132405,0.139692,0.024413,0.182162
39,0.325000,0.125978,0.024078,0.229886,0.134708,0.024655,0.132406,0.139691,0.024413,0.182163
40,0.333333,0.125981,0.024083,0.229888,0.134706,0.024651,0.132406,0.139691,0.024410,0.182167
41,0.341667,0.125980,0.024083,0.229890,0.134707,0.024652,0.132411,0.139691,0.024415,0.182168
42,0.350000,0.125977,0.024080,0.229894,0.134708,0.024656,0.132411,0.139691,0.024415,0.182171
43,0.358333,0.125980,0.024079,0.229892,0.134707,0.024653,0.132412,0.139693,0.024413,0.182172
44,0.366667,0.125977,0.024078,0.229894,0.134706,0.024652,0.132413,0.139689,0.024412,0.182170
45,0.375000,0.125979,0.024082,0.229891,0.134705,0.024652,0.132411,0.139688,0.024414,0.182169
46,0.383333,0.125979,0.024083,0.229890,0.134701,0.024652,0.132411,0.139687,0.024414,0.182167
47,0.391667,0.125977,0.024078,0.229891,0.134705,0.024651,0.132409,0.139688,0.024412,0.182164
48,0.400000,0.125977,0.024081,0.229886,0.134702,0.024651,0.132407,0.139681,0.024413,0.182166
49,0.408333,0.125978,0.024078,0.229890,0.134706,0.024649,0.132405,0.139682,0.024418,0.182165
50,0.416667,0.125977,0.024079,0.229892,0.134702,0.024648,0.132413,0.139686,0.024415,0.182165
51,0.425000,0.125979,0.024082,0.229890,0.134704,0.024652,0.132417,0.139686,0.024412,0.182169
52,0.433333,0.125978,0.024079,0.229890,0.134706,0.024654,0.132413,0.139684,0.024416,0.182169
53,0.441667,0.125978,0.024078,0.229891,0.134705,0.024651,0.132414,0.139688,0.024414,0.182168
54,0.450000,0.125979,0.024074,0.229891,0.134707,0.024650,0.132411,0.139686,0.024413,0.182167
55,0.458333,0.125983,0.024079,0.229886,0.134708,0.024652,0.132410,0.139687,0.024414,0.182166
56,0.466667,0.125982,0.024076,0.229887,0.134703,0.024651,0.132413,0.139683,0.024411,0.182167
57,0.475000,0.125980,0.024078,0.229887,0.134706,0.024651,0.132410,0.139683,0.024407,0.182166
58,0.483333,0.125980,0.024081,0.229885,0.134708,0.024652,0.132412,0.139682,0.024412,0.182168
59,0.491667,0.125979,0.024078,0.229889,0.134702,0.024652,0.132410,0.139681,0.024412,0.182169
60,0.500000,0.125978,0.024081,0.229889,0.134703,0.024654,0.132414,0.139679,0.024413,0.182166
61,0.508333,0.125980,0.024079,0.229889,0.134707,0.024654,0.132414,0.139681,0.024410,0.182168
62,0.516667,0.125981,0.024081,0.229889,0.134702,0.024652,0.132414,0.139682,0.024412,0.182170
63,0.525000,0.125982,0.024082,0.229890,0.134705,0.024654,0.132418,0.139679,0.024408,0.182171
64,0.533333,0.125981,0.024079,0.229890,0.134703,0.024655,0.132418,0.139677,0.024410,0.182172
65,0.541667,0.125985,0.024084,0.229892,0.134703,0.024653,0.132419,0.139678,0.024414,0.182170
66,0.550000,0.125979,0.024078,0.229896,0.134704,0.024653,0.132417,0.139676,0.024415,0.182171
67,0.558333,0.125979,0.024077,0.229892,0.134703,0.024654,0.132418,0.139675,0.024413,0.182175
68,0.566667,0.125980,0.024078,0.229890,0.134701,0.024653,0.132421,0.139672,0.024412,0.182173
69,0.575000,0.125980,0.024085,0.229890,0.134705,0.024653,0.132419,0.139673,0.024413,0.182170
