Format Version,1.21,Take Name,E1R_0_psi,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-01 10.36.41.371 AM,Total Frames in Take,170,Total Exported Frames,170,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102,Unlabeled:103,Unlabeled:103,Unlabeled:103
,,"8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357067"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.032407,0.023603,0.184721,-0.032983,0.024188,0.130279,-0.034709,0.024777,0.235120
1,0.008333,-0.032401,0.023601,0.184724,-0.032983,0.024187,0.130279,-0.034708,0.024780,0.235123
2,0.016667,-0.032401,0.023604,0.184725,-0.032983,0.024188,0.130280,-0.034704,0.024776,0.235123
3,0.025000,-0.032399,0.023599,0.184727,-0.032979,0.024190,0.130284,-0.034703,0.024782,0.235125
4,0.033333,-0.032397,0.023600,0.184726,-0.032978,0.024186,0.130284,-0.034699,0.024780,0.235125
5,0.041667,-0.032398,0.023600,0.184728,-0.032976,0.024187,0.130285,-0.034698,0.024779,0.235122
6,0.050000,-0.032397,0.023600,0.184723,-0.032976,0.024188,0.130285,-0.034700,0.024777,0.235124
7,0.058333,-0.032395,0.023600,0.184725,-0.032978,0.024184,0.130284,-0.034696,0.024778,0.235123
8,0.066667,-0.032398,0.023600,0.184724,-0.032978,0.024187,0.130283,-0.034702,0.024779,0.235122
9,0.075000,-0.032398,0.023598,0.184723,-0.032977,0.024191,0.130279,-0.034703,0.024778,0.235121
10,0.083333,-0.032402,0.023601,0.184722,-0.032978,0.024186,0.130281,-0.034705,0.024777,0.235125
11,0.091667,-0.032403,0.023603,0.184721,-0.032984,0.024186,0.130278,-0.034707,0.024781,0.235125
12,0.100000,-0.032404,0.023601,0.184723,-0.032985,0.024187,0.130284,-0.034707,0.024778,0.235127
13,0.108333,-0.032403,0.023602,0.184727,-0.032983,0.024188,0.130284,-0.034710,0.024779,0.235121
14,0.116667,-0.032399,0.023603,0.184726,-0.032980,0.024189,0.130280,-0.034703,0.024782,0.235124
15,0.125000,-0.032396,0.023603,0.184723,-0.032975,0.024186,0.130278,-0.034701,0.024781,0.235122
16,0.133333,-0.032391,0.023602,0.184721,-0.032973,0.024189,0.130279,-0.034695,0.024781,0.235118
17,0.141667,-0.032388,0.023602,0.184720,-0.032969,0.024191,0.130277,-0.034691,0.024780,0.235117
18,0.150000,-0.032386,0.023607,0.184720,-0.032970,0.024191,0.130275,-0.034691,0.024783,0.235116
19,0.158333,-0.032388,0.023605,0.184719,-0.032969,0.024190,0.130277,-0.034692,0.024782,0.235119
20,0.166667,-0.032391,0.023604,0.184723,-0.032970,0.024189,0.130278,-0.034698,0.024784,0.235121
21,0.175000,-0.032395,0.023604,0.184721,-0.032976,0.024189,0.130278,-0.034702,0.024779,0.235124
22,0.183333,-0.032402,0.023602,0.184724,-0.032982,0.024187,0.130284,-0.034707,0.024780,0.235126
23,0.191667,-0.032406,0.023600,0.184727,-0.032984,0.024185,0.130286,-0.034711,0.024778,0.235130
24,0.200000,-0.032408,0.023602,0.184730,-0.032987,0.024188,0.130289,-0.034713,0.024779,0.235129
25,0.208333,-0.032408,0.023602,0.184731,-0.032986,0.024182,0.130285,-0.034708,0.024776,0.235127
26,0.216667,-0.032404,0.023603,0.184726,-0.032985,0.024186,0.130286,-0.034708,0.024779,0.235130
27,0.225000,-0.032401,0.023602,0.184726,-0.032983,0.024188,0.130285,-0.034703,0.024781,0.235128
28,0.233333,-0.032395,0.023601,0.184728,-0.032977,0.024187,0.130280,-0.034695,0.024780,0.235122
29,0.241667,-0.032391,0.023603,0.184721,-0.032970,0.024187,0.130281,-0.034695,0.024781,0.235121
30,0.250000,-0.032390,0.023601,0.184723,-0.032971,0.024190,0.130281,-0.034689,0.024777,0.235122
31,0.258333,-0.032390,0.023606,0.184721,-0.032972,0.024191,0.130281,-0.034699,0.024778,0.235124
32,0.266667,-0.032392,0.023597,0.184723,-0.032975,0.024185,0.130279,-0.034695,0.024780,0.235121
33,0.275000,-0.032394,0.023601,0.184725,-0.032973,0.024189,0.130282,-0.034702,0.024779,0.235122
34,0.283333,-0.032397,0.023603,0.184720,-0.032976,0.024188,0.130279,-0.034702,0.024777,0.235123
35,0.291667,-0.032400,0.023603,0.184722,-0.032981,0.024187,0.130280,-0.034703,0.024781,0.235122
36,0.300000,-0.032402,0.023606,0.184719,-0.032981,0.024190,0.130278,-0.034707,0.024781,0.235120
37,0.308333,-0.032405,0.023601,0.184718,-0.032981,0.024186,0.130276,-0.034711,0.024777,0.235118
38,0.316667,-0.032403,0.023604,0.184722,-0.032984,0.024186,0.130279,-0.034704,0.024777,0.235123
39,0.325000,-0.032400,0.023600,0.184720,-0.032980,0.024186,0.130279,-0.034703,0.024779,0.235119
40,0.333333,-0.032400,0.023598,0.184721,-0.032979,0.024186,0.130280,-0.034703,0.024779,0.235122
41,0.341667,-0.032395,0.023603,0.184719,-0.032975,0.024187,0.130280,-0.034695,0.024777,0.235123
42,0.350000,-0.032395,0.023598,0.184722,-0.032975,0.024189,0.130282,-0.034697,0.024783,0.235123
43,0.358333,-0.032391,0.023602,0.184725,-0.032973,0.024188,0.130282,-0.034692,0.024782,0.235120
44,0.366667,-0.032396,0.023602,0.184723,-0.032976,0.024190,0.130283,-0.034698,0.024779,0.235127
45,0.375000,-0.032397,0.023600,0.184728,-0.032975,0.024193,0.130287,-0.034698,0.024781,0.235126
46,0.383333,-0.032398,0.023602,0.184725,-0.032981,0.024187,0.130286,-0.034705,0.024779,0.235129
47,0.391667,-0.032403,0.023599,0.184726,-0.032984,0.024187,0.130284,-0.034705,0.024777,0.235127
48,0.400000,-0.032403,0.023600,0.184728,-0.032985,0.024188,0.130286,-0.034708,0.024782,0.235130
49,0.408333,-0.032405,0.023598,0.184725,-0.032985,0.024190,0.130283,-0.034709,0.024781,0.235126
50,0.416667,-0.032404,0.023596,0.184721,-0.032985,0.024190,0.130279,-0.034710,0.024780,0.235121
51,0.425000,-0.032401,0.023601,0.184722,-0.032979,0.024184,0.130279,-0.034704,0.024776,0.235121
52,0.433333,-0.032395,0.023602,0.184719,-0.032977,0.024188,0.130276,-0.034701,0.024777,0.235118
53,0.441667,-0.032392,0.023603,0.184719,-0.032971,0.024188,0.130278,-0.034695,0.024783,0.235117
54,0.450000,-0.032389,0.023602,0.184718,-0.032970,0.024188,0.130278,-0.034692,0.024783,0.235118
55,0.458333,-0.032385,0.023606,0.184721,-0.032969,0.024191,0.130279,-0.034689,0.024782,0.235122
56,0.466667,-0.032389,0.023603,0.184725,-0.032970,0.024190,0.130282,-0.034693,0.024784,0.235123
57,0.475000,-0.032393,0.023600,0.184723,-0.032973,0.024190,0.130284,-0.034694,0.024780,0.235124
58,0.483333,-0.032397,0.023600,0.184723,-0.032976,0.024186,0.130284,-0.034698,0.024783,0.235123
