Format Version,1.21,Take Name,I1L_1.5_psi,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-02 02.16.54.193 PM,Total Frames in Take,133,Total Exported Frames,133,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:160,Unlabeled:160,Unlabeled:160,Unlabeled:170,Unlabeled:170,Unlabeled:170,Unlabeled:172,Unlabeled:172,Unlabeled:172
,,"8392B20CF49E3570A0","8392B20CF49E3570A0","8392B20CF49E3570A0","8392B20CF49E3570AA","8392B20CF49E3570AA","8392B20CF49E3570AA","8392B20CF49E3570AC","8392B20CF49E3570AC","8392B20CF49E3570AC"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.096824,0.024460,0.092527,0.107978,0.024875,0.187261,0.116870,0.023465,0.137692
1,0.008333,0.096824,0.024463,0.092525,0.107978,0.024872,0.187263,0.116873,0.023470,0.137693
2,0.016667,0.096833,0.024462,0.092526,0.107981,0.024873,0.187264,0.116873,0.023465,0.137696
3,0.025000,0.096829,0.024460,0.092523,0.107986,0.024876,0.187260,0.116876,0.023468,0.137695
4,0.033333,0.096831,0.024458,0.092523,0.107984,0.024874,0.187262,0.116879,0.023468,0.137692
5,0.041667,0.096836,0.024461,0.092523,0.107985,0.024874,0.187263,0.116879,0.023466,0.137696
6,0.050000,0.096833,0.024463,0.092525,0.107983,0.024875,0.187264,0.116878,0.023466,0.137695
7,0.058333,0.096835,0.024459,0.092528,0.107980,0.024873,0.187265,0.116878,0.023467,0.137698
8,0.066667,0.096824,0.024463,0.092527,0.107982,0.024876,0.187264,0.116874,0.023465,0.137698
9,0.075000,0.096827,0.024460,0.092529,0.107976,0.024872,0.187263,0.116871,0.023464,0.137693
10,0.083333,0.096824,0.024460,0.092528,0.107975,0.024871,0.187266,0.116870,0.023461,0.137698
11,0.091667,0.096825,0.024459,0.092519,0.107976,0.024871,0.187262,0.116870,0.023468,0.137693
12,0.100000,0.096823,0.024464,0.092529,0.107974,0.024871,0.187265,0.116874,0.023471,0.137696
13,0.108333,0.096825,0.024466,0.092530,0.107976,0.024874,0.187265,0.116873,0.023464,0.137696
14,0.116667,0.096827,0.024463,0.092523,0.107978,0.024874,0.187263,0.116880,0.023468,0.137695
15,0.125000,0.096831,0.024461,0.092525,0.107982,0.024871,0.187263,0.116878,0.023471,0.137694
16,0.133333,0.096834,0.024460,0.092527,0.107981,0.024873,0.187264,0.116880,0.023466,0.137696
17,0.141667,0.096827,0.024459,0.092520,0.107981,0.024875,0.187263,0.116879,0.023463,0.137695
18,0.150000,0.096830,0.024455,0.092525,0.107982,0.024874,0.187265,0.116886,0.023470,0.137695
19,0.158333,0.096835,0.024468,0.092529,0.107985,0.024873,0.187263,0.116878,0.023470,0.137697
20,0.166667,0.096830,0.024457,0.092524,0.107983,0.024872,0.187263,0.116882,0.023466,0.137692
21,0.175000,0.096829,0.024462,0.092523,0.107979,0.024874,0.187262,0.116882,0.023466,0.137688
22,0.183333,0.096828,0.024463,0.092520,0.107980,0.024876,0.187261,0.116877,0.023464,0.137691
