Format Version,1.21,Take Name,I2R_3_psi,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-01 01.10.23.731 PM,Total Frames in Take,208,Total Exported Frames,208,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:204,Unlabeled:204,Unlabeled:204,Unlabeled:207,Unlabeled:207,Unlabeled:207,Unlabeled:211,Unlabeled:211,Unlabeled:211
,,"8392B20CF49E3570CC","8392B20CF49E3570CC","8392B20CF49E3570CC","8392B20CF49E3570CF","8392B20CF49E3570CF","8392B20CF49E3570CF","8392B20CF49E3570D3","8392B20CF49E3570D3","8392B20CF49E3570D3"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.153157,0.026649,0.094387,-0.118909,0.024861,0.182763,-0.164016,0.025893,0.150517
1,0.008333,-0.153158,0.026650,0.094384,-0.118913,0.024859,0.182766,-0.164019,0.025891,0.150514
2,0.016667,-0.153158,0.026649,0.094385,-0.118912,0.024862,0.182766,-0.164020,0.025890,0.150512
3,0.025000,-0.153156,0.026647,0.094383,-0.118912,0.024854,0.182765,-0.164016,0.025891,0.150511
4,0.033333,-0.153160,0.026647,0.094385,-0.118911,0.024862,0.182765,-0.164016,0.025893,0.150512
5,0.041667,-0.153158,0.026648,0.094381,-0.118911,0.024862,0.182763,-0.164015,0.025892,0.150513
6,0.050000,-0.153160,0.026649,0.094379,-0.118910,0.024858,0.182764,-0.164012,0.025893,0.150510
7,0.058333,-0.153161,0.026649,0.094382,-0.118915,0.024859,0.182767,-0.164012,0.025893,0.150508
8,0.066667,-0.153159,0.026646,0.094378,-0.118914,0.024860,0.182768,-0.164009,0.025890,0.150510
9,0.075000,-0.153160,0.026651,0.094380,-0.118913,0.024856,0.182768,-0.164010,0.025891,0.150507
10,0.083333,-0.153157,0.026649,0.094382,-0.118915,0.024857,0.182765,-0.164013,0.025889,0.150509
11,0.091667,-0.153156,0.026653,0.094385,-0.118917,0.024862,0.182769,-0.164013,0.025896,0.150514
12,0.100000,-0.153164,0.026650,0.094381,-0.118917,0.024861,0.182772,-0.164011,0.025894,0.150508
13,0.108333,-0.153164,0.026650,0.094386,-0.118918,0.024861,0.182772,-0.164009,0.025893,0.150511
14,0.116667,-0.153161,0.026650,0.094385,-0.118918,0.024863,0.182770,-0.164016,0.025891,0.150511
15,0.125000,-0.153161,0.026652,0.094383,-0.118918,0.024857,0.182775,-0.164012,0.025888,0.150512
16,0.133333,-0.153162,0.026650,0.094384,-0.118921,0.024856,0.182773,-0.164009,0.025897,0.150512
17,0.141667,-0.153161,0.026652,0.094386,-0.118919,0.024860,0.182776,-0.164010,0.025890,0.150513
18,0.150000,-0.153162,0.026651,0.094386,-0.118918,0.024861,0.182775,-0.164011,0.025897,0.150517
19,0.158333,-0.153164,0.026647,0.094383,-0.118922,0.024859,0.182775,-0.164007,0.025893,0.150508
20,0.166667,-0.153157,0.026650,0.094382,-0.118921,0.024864,0.182776,-0.164012,0.025886,0.150508
21,0.175000,-0.153160,0.026648,0.094381,-0.118920,0.024860,0.182778,-0.164010,0.025888,0.150509
22,0.183333,-0.153160,0.026653,0.094379,-0.118918,0.024861,0.182777,-0.164007,0.025892,0.150506
23,0.191667,-0.153163,0.026653,0.094381,-0.118920,0.024859,0.182776,-0.164009,0.025892,0.150506
24,0.200000,-0.153163,0.026649,0.094382,-0.118917,0.024859,0.182776,-0.164004,0.025892,0.150506
25,0.208333,-0.153158,0.026647,0.094377,-0.118922,0.024859,0.182775,-0.164008,0.025891,0.150506
26,0.216667,-0.153158,0.026651,0.094382,-0.118920,0.024860,0.182776,-0.164005,0.025891,0.150507
27,0.225000,-0.153161,0.026650,0.094384,-0.118922,0.024856,0.182778,-0.164004,0.025896,0.150505
28,0.233333,-0.153159,0.026651,0.094383,-0.118925,0.024859,0.182783,-0.164004,0.025889,0.150505
29,0.241667,-0.153161,0.026653,0.094386,-0.118924,0.024859,0.182785,-0.164006,0.025890,0.150510
30,0.250000,-0.153166,0.026647,0.094382,-0.118926,0.024856,0.182781,-0.164004,0.025889,0.150506
31,0.258333,-0.153161,0.026648,0.094379,-0.118928,0.024857,0.182782,-0.164003,0.025891,0.150503
32,0.266667,-0.153162,0.026648,0.094380,-0.118930,0.024856,0.182783,-0.164005,0.025891,0.150506
33,0.275000,-0.153160,0.026654,0.094386,-0.118930,0.024857,0.182786,-0.164002,0.025892,0.150504
34,0.283333,-0.153160,0.026650,0.094379,-0.118927,0.024857,0.182786,-0.163999,0.025892,0.150504
35,0.291667,-0.153160,0.026651,0.094381,-0.118929,0.024859,0.182786,-0.164002,0.025890,0.150506
36,0.300000,-0.153164,0.026643,0.094384,-0.118927,0.024857,0.182788,-0.164005,0.025887,0.150504
37,0.308333,-0.153164,0.026651,0.094382,-0.118933,0.024861,0.182791,-0.164003,0.025890,0.150505
38,0.316667,-0.153164,0.026648,0.094382,-0.118930,0.024857,0.182789,-0.164003,0.025888,0.150504
39,0.325000,-0.153168,0.026646,0.094384,-0.118931,0.024858,0.182790,-0.164003,0.025892,0.150507
40,0.333333,-0.153163,0.026650,0.094387,-0.118930,0.024860,0.182789,-0.164001,0.025892,0.150507
41,0.341667,-0.153162,0.026650,0.094379,-0.118930,0.024858,0.182789,-0.164000,0.025892,0.150503
42,0.350000,-0.153161,0.026646,0.094377,-0.118931,0.024859,0.182789,-0.164001,0.025894,0.150507
43,0.358333,-0.153161,0.026651,0.094381,-0.118930,0.024859,0.182791,-0.163999,0.025890,0.150502
44,0.366667,-0.153164,0.026650,0.094379,-0.118931,0.024858,0.182790,-0.163998,0.025897,0.150503
45,0.375000,-0.153165,0.026651,0.094382,-0.118932,0.024860,0.182791,-0.163994,0.025892,0.150503
46,0.383333,-0.153164,0.026652,0.094381,-0.118934,0.024861,0.182794,-0.163998,0.025889,0.150502
47,0.391667,-0.153165,0.026652,0.094381,-0.118935,0.024859,0.182794,-0.163999,0.025891,0.150502
48,0.400000,-0.153167,0.026651,0.094383,-0.118935,0.024859,0.182793,-0.163997,0.025891,0.150502
49,0.408333,-0.153165,0.026650,0.094377,-0.118935,0.024859,0.182794,-0.163997,0.025893,0.150503
50,0.416667,-0.153167,0.026645,0.094379,-0.118935,0.024861,0.182796,-0.163998,0.025891,0.150500
51,0.425000,-0.153169,0.026649,0.094386,-0.118935,0.024860,0.182796,-0.163995,0.025893,0.150505
52,0.433333,-0.153170,0.026649,0.094382,-0.118936,0.024859,0.182799,-0.163996,0.025893,0.150502
53,0.441667,-0.153165,0.026652,0.094381,-0.118937,0.024858,0.182797,-0.163996,0.025891,0.150502
54,0.450000,-0.153169,0.026648,0.094381,-0.118940,0.024861,0.182803,-0.163998,0.025888,0.150499
55,0.458333,-0.153171,0.026649,0.094381,-0.118939,0.024857,0.182800,-0.163995,0.025891,0.150501
56,0.466667,-0.153169,0.026650,0.094382,-0.118940,0.024858,0.182802,-0.163994,0.025893,0.150503
57,0.475000,-0.153167,0.026645,0.094382,-0.118937,0.024856,0.182801,-0.163993,0.025893,0.150499
58,0.483333,-0.153167,0.026647,0.094383,-0.118938,0.024857,0.182802,-0.163993,0.025893,0.150504
59,0.491667,-0.153166,0.026651,0.094384,-0.118938,0.024858,0.182801,-0.163991,0.025891,0.150501
60,0.500000,-0.153172,0.026649,0.094384,-0.118940,0.024860,0.182805,-0.163996,0.025895,0.150500
61,0.508333,-0.153166,0.026649,0.094379,-0.118941,0.024862,0.182807,-0.163990,0.025890,0.150501
62,0.516667,-0.153168,0.026652,0.094378,-0.118941,0.024861,0.182810,-0.163991,0.025895,0.150502
63,0.525000,-0.153167,0.026648,0.094378,-0.118940,0.024864,0.182804,-0.163992,0.025890,0.150501
64,0.533333,-0.153168,0.026648,0.094378,-0.118938,0.024862,0.182808,-0.163992,0.025890,0.150500
65,0.541667,-0.153168,0.026650,0.094381,-0.118941,0.024861,0.182805,-0.163985,0.025897,0.150497
66,0.550000,-0.153168,0.026653,0.094378,-0.118941,0.024861,0.182805,-0.163988,0.025890,0.150497
67,0.558333,-0.153165,0.026646,0.094373,-0.118941,0.024859,0.182810,-0.163993,0.025888,0.150501
68,0.566667,-0.153172,0.026649,0.094380,-0.118941,0.024861,0.182810,-0.163986,0.025892,0.150499
69,0.575000,-0.153172,0.026652,0.094378,-0.118943,0.024858,0.182808,-0.163989,0.025892,0.150496
70,0.583333,-0.153168,0.026650,0.094377,-0.118943,0.024858,0.182813,-0.163985,0.025890,0.150498
71,0.591667,-0.153174,0.026648,0.094381,-0.118944,0.024858,0.182817,-0.163992,0.025890,0.150497
72,0.600000,-0.153172,0.026650,0.094382,-0.118943,0.024858,0.182809,-0.163987,0.025894,0.150496
73,0.608333,-0.153177,0.026648,0.094378,-0.118945,0.024860,0.182815,-0.163987,0.025894,0.150497
74,0.616667,-0.153176,0.026651,0.094381,-0.118943,0.024862,0.182812,-0.163988,0.025892,0.150495
75,0.625000,-0.153176,0.026649,0.094380,-0.118944,0.024859,0.182812,-0.163986,0.025891,0.150496
76,0.633333,-0.153173,0.026647,0.094380,-0.118949,0.024858,0.182815,-0.163983,0.025895,0.150499
77,0.641667,-0.153174,0.026647,0.094379,-0.118948,0.024858,0.182816,-0.163987,0.025893,0.150495
78,0.650000,-0.153174,0.026650,0.094379,-0.118945,0.024861,0.182818,-0.163982,0.025889,0.150493
