Format Version,1.21,Take Name,I1R_2_psi,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-01 11.34.25.363 AM,Total Frames in Take,266,Total Exported Frames,266,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:148,Unlabeled:148,Unlabeled:148,Unlabeled:150,Unlabeled:150,Unlabeled:150,Unlabeled:154,Unlabeled:154,Unlabeled:154
,,"8392B20CF49E357094","8392B20CF49E357094","8392B20CF49E357094","8392B20CF49E357096","8392B20CF49E357096","8392B20CF49E357096","8392B20CF49E35709A","8392B20CF49E35709A","8392B20CF49E35709A"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.068795,0.024129,0.184002,-0.056202,0.025863,0.132338,-0.036872,0.024978,0.227209
1,0.008333,-0.068793,0.024126,0.184000,-0.056200,0.025866,0.132340,-0.036874,0.024980,0.227211
2,0.016667,-0.068795,0.024130,0.184002,-0.056202,0.025859,0.132340,-0.036875,0.024979,0.227210
3,0.025000,-0.068791,0.024131,0.183999,-0.056204,0.025860,0.132343,-0.036880,0.024977,0.227212
4,0.033333,-0.068787,0.024130,0.183998,-0.056202,0.025859,0.132337,-0.036887,0.024977,0.227212
5,0.041667,-0.068787,0.024129,0.184000,-0.056205,0.025858,0.132340,-0.036891,0.024978,0.227211
6,0.050000,-0.068787,0.024131,0.183999,-0.056201,0.025861,0.132341,-0.036892,0.024980,0.227212
7,0.058333,-0.068786,0.024128,0.183995,-0.056203,0.025860,0.132341,-0.036894,0.024979,0.227216
8,0.066667,-0.068780,0.024131,0.183997,-0.056203,0.025856,0.132346,-0.036897,0.024977,0.227215
9,0.075000,-0.068784,0.024129,0.183998,-0.056205,0.025862,0.132346,-0.036901,0.024975,0.227217
10,0.083333,-0.068781,0.024127,0.183995,-0.056204,0.025861,0.132346,-0.036902,0.024974,0.227219
11,0.091667,-0.068777,0.024130,0.183996,-0.056206,0.025860,0.132352,-0.036907,0.024972,0.227223
12,0.100000,-0.068780,0.024129,0.183996,-0.056206,0.025860,0.132348,-0.036913,0.024975,0.227223
13,0.108333,-0.068777,0.024131,0.183996,-0.056205,0.025860,0.132348,-0.036912,0.024976,0.227226
14,0.116667,-0.068777,0.024131,0.183998,-0.056208,0.025859,0.132348,-0.036919,0.024975,0.227225
15,0.125000,-0.068777,0.024129,0.183997,-0.056207,0.025859,0.132348,-0.036923,0.024973,0.227229
16,0.133333,-0.068775,0.024125,0.183993,-0.056206,0.025863,0.132354,-0.036927,0.024973,0.227231
17,0.141667,-0.068773,0.024128,0.183990,-0.056207,0.025861,0.132349,-0.036934,0.024972,0.227233
18,0.150000,-0.068771,0.024129,0.183997,-0.056207,0.025862,0.132352,-0.036935,0.024970,0.227234
19,0.158333,-0.068771,0.024126,0.183991,-0.056206,0.025862,0.132351,-0.036940,0.024970,0.227234
20,0.166667,-0.068768,0.024126,0.183995,-0.056205,0.025865,0.132354,-0.036942,0.024973,0.227239
21,0.175000,-0.068767,0.024131,0.183993,-0.056205,0.025863,0.132355,-0.036943,0.024973,0.227238
