Format Version,1.21,Take Name,I2Lnew_2.5_psi,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-02 03.44.56.318 PM,Total Frames in Take,146,Total Exported Frames,146,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:113,Unlabeled:113,Unlabeled:113,Unlabeled:117,Unlabeled:117,Unlabeled:117,Unlabeled:119,Unlabeled:119,Unlabeled:119
,,"8392B20CF49E357071","8392B20CF49E357071","8392B20CF49E357071","8392B20CF49E357075","8392B20CF49E357075","8392B20CF49E357075","8392B20CF49E357077","8392B20CF49E357077","8392B20CF49E357077"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.112903,0.025009,0.228388,0.112523,0.024986,0.136059,0.136011,0.025108,0.182968
1,0.008333,0.112904,0.025011,0.228388,0.112530,0.024990,0.136059,0.136013,0.025110,0.182970
2,0.016667,0.112902,0.025009,0.228386,0.112527,0.024988,0.136057,0.136013,0.025112,0.182969
3,0.025000,0.112904,0.025010,0.228388,0.112525,0.024986,0.136058,0.136011,0.025109,0.182973
4,0.033333,0.112903,0.025012,0.228391,0.112523,0.024985,0.136057,0.136007,0.025107,0.182971
5,0.041667,0.112904,0.025012,0.228391,0.112520,0.024987,0.136060,0.136007,0.025108,0.182969
6,0.050000,0.112906,0.025011,0.228395,0.112520,0.024988,0.136065,0.136003,0.025105,0.182974
7,0.058333,0.112906,0.025007,0.228392,0.112524,0.024984,0.136060,0.136006,0.025110,0.182974
8,0.066667,0.112906,0.025007,0.228393,0.112524,0.024984,0.136061,0.136005,0.025106,0.182971
9,0.075000,0.112907,0.025008,0.228396,0.112524,0.024987,0.136059,0.136004,0.025110,0.182975
10,0.083333,0.112908,0.025008,0.228396,0.112523,0.024986,0.136064,0.136005,0.025108,0.182971
11,0.091667,0.112910,0.025010,0.228391,0.112524,0.024986,0.136061,0.136005,0.025112,0.182975
12,0.100000,0.112912,0.025009,0.228397,0.112524,0.024989,0.136068,0.136002,0.025109,0.182972
13,0.108333,0.112909,0.025008,0.228397,0.112525,0.024979,0.136064,0.136003,0.025110,0.182974
14,0.116667,0.112912,0.025009,0.228399,0.112524,0.024982,0.136065,0.136001,0.025108,0.182975
15,0.125000,0.112910,0.025010,0.228398,0.112525,0.024986,0.136066,0.135999,0.025108,0.182974
16,0.133333,0.112911,0.025007,0.228398,0.112525,0.024983,0.136063,0.136001,0.025110,0.182973
17,0.141667,0.112914,0.025009,0.228396,0.112523,0.024986,0.136063,0.136002,0.025108,0.182972
18,0.150000,0.112913,0.025007,0.228396,0.112525,0.024986,0.136063,0.136002,0.025109,0.182971
19,0.158333,0.112916,0.025005,0.228397,0.112526,0.024989,0.136066,0.136002,0.025108,0.182971
20,0.166667,0.112918,0.025004,0.228399,0.112525,0.024989,0.136065,0.136003,0.025109,0.182969
21,0.175000,0.112915,0.025006,0.228400,0.112525,0.024985,0.136070,0.135999,0.025110,0.182972
22,0.183333,0.112917,0.025006,0.228401,0.112527,0.024984,0.136068,0.136000,0.025112,0.182972
23,0.191667,0.112919,0.025010,0.228404,0.112525,0.024988,0.136068,0.135998,0.025109,0.182975
24,0.200000,0.112919,0.025005,0.228402,0.112522,0.024982,0.136068,0.135999,0.025109,0.182975
25,0.208333,0.112920,0.025008,0.228402,0.112525,0.024987,0.136069,0.135999,0.025112,0.182976
26,0.216667,0.112921,0.025008,0.228399,0.112522,0.024981,0.136066,0.135998,0.025112,0.182975
27,0.225000,0.112917,0.025005,0.228399,0.112523,0.024987,0.136070,0.135995,0.025108,0.182973
28,0.233333,0.112920,0.025008,0.228401,0.112527,0.024987,0.136066,0.135991,0.025106,0.182973
29,0.241667,0.112919,0.025005,0.228400,0.112521,0.024981,0.136067,0.135993,0.025112,0.182975
30,0.250000,0.112922,0.025009,0.228406,0.112522,0.024986,0.136069,0.135991,0.025108,0.182972
31,0.258333,0.112922,0.025006,0.228403,0.112524,0.024981,0.136070,0.135993,0.025108,0.182974
32,0.266667,0.112922,0.025009,0.228406,0.112525,0.024986,0.136068,0.135989,0.025110,0.182976
33,0.275000,0.112926,0.025006,0.228407,0.112525,0.024987,0.136073,0.135988,0.025108,0.182978
34,0.283333,0.112926,0.025010,0.228411,0.112524,0.024982,0.136073,0.135990,0.025109,0.182977
35,0.291667,0.112927,0.025008,0.228406,0.112525,0.024985,0.136072,0.135990,0.025109,0.182977
36,0.300000,0.112931,0.025008,0.228408,0.112528,0.024983,0.136069,0.135990,0.025112,0.182976
37,0.308333,0.112932,0.025005,0.228406,0.112526,0.024982,0.136071,0.135989,0.025110,0.182973
38,0.316667,0.112932,0.025007,0.228406,0.112524,0.024986,0.136068,0.135988,0.025108,0.182971
39,0.325000,0.112931,0.025006,0.228406,0.112525,0.024984,0.136070,0.135988,0.025111,0.182972
40,0.333333,0.112933,0.025004,0.228405,0.112529,0.024983,0.136069,0.135986,0.025108,0.182974
41,0.341667,0.112933,0.025005,0.228410,0.112522,0.024984,0.136071,0.135984,0.025109,0.182977
42,0.350000,0.112935,0.025006,0.228412,0.112524,0.024980,0.136071,0.135986,0.025109,0.182973
43,0.358333,0.112936,0.025004,0.228410,0.112525,0.024980,0.136070,0.135986,0.025109,0.182973
44,0.366667,0.112937,0.025001,0.228413,0.112525,0.024983,0.136072,0.135981,0.025108,0.182975
45,0.375000,0.112937,0.025004,0.228414,0.112523,0.024980,0.136072,0.135980,0.025108,0.182970
46,0.383333,0.112940,0.025009,0.228410,0.112526,0.024984,0.136071,0.135980,0.025110,0.182975
47,0.391667,0.112939,0.025003,0.228415,0.112526,0.024979,0.136072,0.135982,0.025107,0.182974
48,0.400000,0.112942,0.025004,0.228416,0.112526,0.024979,0.136075,0.135980,0.025110,0.182975
49,0.408333,0.112945,0.025005,0.228412,0.112525,0.024983,0.136077,0.135978,0.025112,0.182973
50,0.416667,0.112941,0.025009,0.228415,0.112529,0.024983,0.136074,0.135979,0.025116,0.182974
51,0.425000,0.112943,0.025005,0.228417,0.112527,0.024983,0.136073,0.135976,0.025108,0.182973
52,0.433333,0.112946,0.025001,0.228415,0.112522,0.024981,0.136076,0.135977,0.025108,0.182973
53,0.441667,0.112947,0.025000,0.228414,0.112523,0.024985,0.136074,0.135973,0.025109,0.182975
54,0.450000,0.112945,0.025003,0.228417,0.112524,0.024981,0.136072,0.135970,0.025102,0.182971
55,0.458333,0.112947,0.025005,0.228417,0.112527,0.024980,0.136074,0.135974,0.025107,0.182971
56,0.466667,0.112946,0.025000,0.228417,0.112524,0.024977,0.136070,0.135972,0.025106,0.182973
57,0.475000,0.112950,0.025003,0.228415,0.112527,0.024982,0.136074,0.135972,0.025107,0.182969
58,0.483333,0.112951,0.025000,0.228418,0.112529,0.024980,0.136073,0.135973,0.025107,0.182972
59,0.491667,0.112951,0.025005,0.228423,0.112530,0.024982,0.136076,0.135970,0.025107,0.182974
60,0.500000,0.112956,0.025006,0.228419,0.112527,0.024977,0.136076,0.135972,0.025111,0.182972
61,0.508333,0.112952,0.025001,0.228419,0.112529,0.024977,0.136076,0.135970,0.025107,0.182974
62,0.516667,0.112956,0.025004,0.228420,0.112529,0.024978,0.136076,0.135967,0.025109,0.182976
63,0.525000,0.112954,0.025003,0.228420,0.112529,0.024983,0.136075,0.135965,0.025108,0.182974
64,0.533333,0.112959,0.025002,0.228422,0.112527,0.024979,0.136078,0.135966,0.025108,0.182973
65,0.541667,0.112957,0.025002,0.228426,0.112529,0.024982,0.136075,0.135966,0.025110,0.182975
66,0.550000,0.112960,0.025001,0.228426,0.112528,0.024980,0.136079,0.135962,0.025108,0.182975
67,0.558333,0.112962,0.025003,0.228427,0.112526,0.024979,0.136078,0.135965,0.025107,0.182981
68,0.566667,0.112962,0.025003,0.228429,0.112529,0.024977,0.136081,0.135960,0.025107,0.182978
69,0.575000,0.112963,0.025001,0.228428,0.112531,0.024979,0.136081,0.135957,0.025104,0.182975
