Frame,Time,Marker 1 X,Marker 1 Y,Marker 1 Z,Marker 2 X,Marker 2 Y,Marker 2 Z,Marker 3 X,Marker 3 Y,Marker 3 Z,Marker 4 X,Marker 4 Y,Marker 4 Z,Marker 5 X,Marker 5 Y,Marker 5 Z,Marker 6 X,Marker 6 Y,Marker 6 Z
0,0,0.02921,0.025325,0.200344,0.034886,0.025157,0.258051,0.028844,0.024116,0.144087,0.031629,0.025144,0.188051,0.035969,0.026682,0.302074,0.020813,0.026486,0.08968
1,0.008333,0.02922,0.025326,0.200344,0.034904,0.025173,0.258062,0.028856,0.024116,0.14409,0.031638,0.025142,0.188051,0.035986,0.026693,0.302077,0.020826,0.026486,0.089683
2,0.016667,0.029233,0.02533,0.200345,0.034922,0.025173,0.258059,0.028866,0.024122,0.144084,0.031651,0.025147,0.188053,0.035998,0.026689,0.30207,0.020839,0.026485,0.089678
3,0.025,0.029238,0.025336,0.200339,0.034929,0.025172,0.258052,0.02887,0.024118,0.144083,0.031656,0.025142,0.188053,0.036015,0.026694,0.302068,0.020841,0.026487,0.089674
4,0.033333,0.02924,0.025329,0.200335,0.034932,0.025162,0.25804,0.02887,0.024115,0.144079,0.031659,0.025139,0.188043,0.036019,0.026689,0.302063,0.020841,0.026486,0.089668
5,0.041667,0.029232,0.02533,0.200329,0.034929,0.025171,0.258039,0.028864,0.024114,0.14407,0.03165,0.025141,0.18804,0.036023,0.026685,0.302061,0.02083,0.026484,0.089662
6,0.05,0.029228,0.02533,0.200327,0.034924,0.025161,0.258037,0.028852,0.024109,0.144075,0.031647,0.025136,0.188035,0.036023,0.026686,0.302055,0.02082,0.026484,0.089658
7,0.058333,0.029223,0.02533,0.200329,0.034914,0.025156,0.258039,0.028849,0.024109,0.144075,0.03164,0.025144,0.188035,0.036015,0.026685,0.302062,0.02081,0.026483,0.089664
8,0.066667,0.02922,0.025331,0.200336,0.034912,0.02516,0.25804,0.028843,0.024115,0.144081,0.031635,0.025145,0.188049,0.036003,0.026685,0.302065,0.020805,0.026486,0.089672
9,0.075,0.029216,0.025327,0.200342,0.034906,0.025169,0.258051,0.028838,0.024112,0.144087,0.031629,0.02514,0.188052,0.036,0.026688,0.302068,0.020805,0.026483,0.089674
10,0.083333,0.029214,0.025331,0.200346,0.034905,0.025165,0.258053,0.028842,0.024115,0.144087,0.03163,0.025138,0.188051,0.035987,0.026686,0.302072,0.020804,0.026485,0.089677
11,0.091667,0.029209,0.025327,0.200345,0.034898,0.025167,0.258057,0.028843,0.024112,0.144089,0.031628,0.025138,0.188054,0.035978,0.026685,0.302078,0.020803,0.026485,0.089679
12,0.1,0.029212,0.025325,0.200339,0.034886,0.025157,0.258052,0.028845,0.024111,0.144087,0.031628,0.025136,0.18805,0.035972,0.026687,0.302076,0.020811,0.026481,0.089672
13,0.108333,0.029211,0.025325,0.20034,0.034891,0.025161,0.258047,0.028846,0.02411,0.144081,0.031629,0.025131,0.188042,0.035969,0.026678,0.302068,0.020817,0.026481,0.089669
14,0.116667,0.029212,0.025324,0.200334,0.034893,0.025148,0.25804,0.028851,0.024114,0.144079,0.031635,0.025132,0.18804,0.035978,0.026681,0.302067,0.020825,0.02648,0.089667
15,0.125,0.029224,0.025325,0.200333,0.034902,0.025163,0.258046,0.02886,0.024117,0.144078,0.031642,0.025139,0.188043,0.035992,0.026679,0.302067,0.020828,0.026484,0.089665
16,0.133333,0.029233,0.025329,0.200336,0.034922,0.025163,0.258042,0.028865,0.024115,0.144079,0.031654,0.025143,0.188043,0.036009,0.026688,0.302067,0.020831,0.026483,0.08967
17,0.141667,0.029238,0.025337,0.200338,0.034935,0.025162,0.258042,0.028868,0.024113,0.144078,0.031654,0.025151,0.188046,0.036028,0.02669,0.302067,0.020833,0.026487,0.089674
18,0.15,0.02924,0.025336,0.200336,0.034938,0.025169,0.258045,0.028862,0.024117,0.144079,0.031659,0.025141,0.188049,0.036035,0.026698,0.302073,0.020829,0.026489,0.089674
