Frame,Time,Marker 1 X,Marker 1 Y,Marker 1 Z,Marker 2 X,Marker 2 Y,Marker 2 Z,Marker 3 X,Marker 3 Y,Marker 3 Z
0,0.000000,-0.028335,0.027173,0.094257,-0.004307,0.026012,0.151982,0.006828,0.025922,0.048375
1,0.008333,-0.028342,0.027173,0.094262,-0.004310,0.026008,0.151980,0.006830,0.025921,0.048380
2,0.016667,-0.028339,0.027178,0.094259,-0.004306,0.026009,0.151978,0.006829,0.025919,0.048373
3,0.025000,-0.028336,0.027177,0.094262,-0.004304,0.026007,0.151982,0.006832,0.025924,0.048376
4,0.033333,-0.028332,0.027181,0.094259,-0.004308,0.026014,0.151985,0.006834,0.025923,0.048375
5,0.041667,-0.028338,0.027170,0.094264,-0.004304,0.026007,0.151986,0.006831,0.025919,0.048373
6,0.050000,-0.028336,0.027171,0.094256,-0.004307,0.026005,0.151982,0.006832,0.025919,0.048373
7,0.058333,-0.028343,0.027174,0.094255,-0.004307,0.026008,0.151983,0.006829,0.025922,0.048372
8,0.066667,-0.028345,0.027170,0.094255,-0.004309,0.026006,0.151984,0.006830,0.025921,0.048370
9,0.075000,-0.028345,0.027171,0.094260,-0.004310,0.026009,0.151983,0.006830,0.025918,0.048366
10,0.083333,-0.028340,0.027182,0.094256,-0.004310,0.026012,0.151982,0.006827,0.025920,0.048366
11,0.091667,-0.028343,0.027176,0.094253,-0.004308,0.026009,0.151985,0.006829,0.025919,0.048366
12,0.100000,-0.028346,0.027172,0.094254,-0.004310,0.026010,0.151984,0.006829,0.025924,0.048368
13,0.108333,-0.028345,0.027177,0.094262,-0.004308,0.026009,0.151986,0.006826,0.025923,0.048371
14,0.116667,-0.028347,0.027171,0.094264,-0.004312,0.026006,0.151987,0.006826,0.025920,0.048371
15,0.125000,-0.028349,0.027177,0.094258,-0.004314,0.026005,0.151989,0.006827,0.025922,0.048368
16,0.133333,-0.028348,0.027176,0.094264,-0.004313,0.026009,0.151988,0.006824,0.025923,0.048367
17,0.141667,-0.028352,0.027178,0.094265,-0.004315,0.026012,0.151993,0.006825,0.025923,0.048369
18,0.150000,-0.028347,0.027175,0.094259,-0.004313,0.026010,0.151993,0.006826,0.025919,0.048368
19,0.158333,-0.028358,0.027172,0.094256,-0.004312,0.026008,0.151988,0.006827,0.025923,0.048363
20,0.166667,-0.028353,0.027173,0.094257,-0.004317,0.026010,0.151989,0.006827,0.025922,0.048363
21,0.175000,-0.028356,0.027173,0.094253,-0.004312,0.026013,0.151992,0.006827,0.025920,0.048364
22,0.183333,-0.028354,0.027171,0.094258,-0.004312,0.026007,0.151989,0.006826,0.025921,0.048365
23,0.191667,-0.028354,0.027173,0.094261,-0.004317,0.026007,0.151992,0.006825,0.025923,0.048362
24,0.200000,-0.028356,0.027174,0.094256,-0.004314,0.026004,0.151990,0.006822,0.025918,0.048362
25,0.208333,-0.028358,0.027173,0.094262,-0.004317,0.026011,0.151993,0.006826,0.025920,0.048363
26,0.216667,-0.028361,0.027171,0.094260,-0.004314,0.026008,0.151993,0.006823,0.025921,0.048360
27,0.225000,-0.028360,0.027173,0.094255,-0.004314,0.026012,0.151992,0.006826,0.025922,0.048358
28,0.233333,-0.028358,0.027173,0.094257,-0.004311,0.026010,0.151991,0.006824,0.025919,0.048361
29,0.241667,-0.028357,0.027169,0.094255,-0.004312,0.026008,0.151991,0.006828,0.025919,0.048357
30,0.250000,-0.028355,0.027174,0.094259,-0.004310,0.026011,0.151992,0.006829,0.025921,0.048352
31,0.258333,-0.028357,0.027174,0.094257,-0.004310,0.026008,0.151992,0.006831,0.025921,0.048353
32,0.266667,-0.028358,0.027182,0.094256,-0.004309,0.026009,0.151992,0.006829,0.025918,0.048356
33,0.275000,-0.028363,0.027170,0.094255,-0.004313,0.026010,0.151996,0.006827,0.025921,0.048356
34,0.283333,-0.028361,0.027173,0.094257,-0.004318,0.026006,0.151992,0.006825,0.025922,0.048355
35,0.291667,-0.028369,0.027174,0.094258,-0.004321,0.026007,0.151995,0.006820,0.025922,0.048356
36,0.300000,-0.028371,0.027170,0.094256,-0.004315,0.026008,0.152000,0.006821,0.025917,0.048357
37,0.308333,-0.028366,0.027173,0.094262,-0.004317,0.026008,0.152004,0.006824,0.025925,0.048358
38,0.316667,-0.028367,0.027178,0.094262,-0.004318,0.026011,0.152000,0.006821,0.025921,0.048355
39,0.325000,-0.028369,0.027181,0.094262,-0.004318,0.026007,0.152001,0.006823,0.025922,0.048358
40,0.333333,-0.028366,0.027179,0.094262,-0.004313,0.026012,0.152000,0.006823,0.025921,0.048354
41,0.341667,-0.028372,0.027179,0.094263,-0.004321,0.026008,0.152000,0.006821,0.025923,0.048351
42,0.350000,-0.028374,0.027175,0.094263,-0.004319,0.026005,0.151998,0.006821,0.025918,0.048352
43,0.358333,-0.028376,0.027176,0.094262,-0.004322,0.026010,0.151998,0.006818,0.025921,0.048346
44,0.366667,-0.028377,0.027173,0.094254,-0.004322,0.026008,0.151999,0.006823,0.025921,0.048347
45,0.375000,-0.028376,0.027180,0.094250,-0.004325,0.026005,0.152001,0.006823,0.025922,0.048344
46,0.383333,-0.028376,0.027174,0.094257,-0.004320,0.026011,0.151997,0.006822,0.025922,0.048349
47,0.391667,-0.028376,0.027177,0.094252,-0.004322,0.026011,0.152002,0.006823,0.025920,0.048344
48,0.400000,-0.028377,0.027180,0.094261,-0.004322,0.026009,0.152000,0.006822,0.025924,0.048344
49,0.408333,-0.028378,0.027176,0.094259,-0.004322,0.026010,0.152005,0.006821,0.025920,0.048344
50,0.416667,-0.028384,0.027171,0.094256,-0.004319,0.026003,0.152003,0.006820,0.025921,0.048346
51,0.425000,-0.028382,0.027178,0.094253,-0.004321,0.026011,0.152004,0.006822,0.025923,0.048343
52,0.433333,-0.028386,0.027173,0.094253,-0.004326,0.026008,0.152003,0.006821,0.025920,0.048341
53,0.441667,-0.028386,0.027176,0.094256,-0.004323,0.026008,0.152000,0.006820,0.025923,0.048340
54,0.450000,-0.028388,0.027182,0.094250,-0.004320,0.026011,0.152010,0.006819,0.025921,0.048337
55,0.458333,-0.028388,0.027173,0.094256,-0.004323,0.026007,0.152003,0.006820,0.025921,0.048337
56,0.466667,-0.028389,0.027176,0.094257,-0.004325,0.026009,0.152005,0.006820,0.025919,0.048339
57,0.475000,-0.028393,0.027170,0.094256,-0.004325,0.026012,0.152006,0.006823,0.025921,0.048340
58,0.483333,-0.028391,0.027172,0.094255,-0.004324,0.026009,0.152009,0.006820,0.025921,0.048338
59,0.491667,-0.028394,0.027174,0.094255,-0.004324,0.026008,0.152008,0.006821,0.025925,0.048337
60,0.500000,-0.028395,0.027172,0.094256,-0.004326,0.026008,0.152011,0.006815,0.025923,0.048338
61,0.508333,-0.028401,0.027174,0.094255,-0.004325,0.026015,0.152014,0.006814,0.025920,0.048338
62,0.516667,-0.028397,0.027173,0.094258,-0.004325,0.026010,0.152011,0.006816,0.025920,0.048333
63,0.525000,-0.028397,0.027177,0.094253,-0.004327,0.026013,0.152010,0.006817,0.025922,0.048337
64,0.533333,-0.028398,0.027167,0.094253,-0.004327,0.026010,0.152011,0.006817,0.025921,0.048330
65,0.541667,-0.028396,0.027175,0.094253,-0.004324,0.026012,0.152008,0.006820,0.025923,0.048334
66,0.550000,-0.028397,0.027171,0.094252,-0.004328,0.026007,0.152008,0.006821,0.025919,0.048329
67,0.558333,-0.028399,0.027174,0.094249,-0.004322,0.026008,0.152007,0.006821,0.025923,0.048326
68,0.566667,-0.028401,0.027309,0.094284,-0.004325,0.026012,0.152008,0.006819,0.025919,0.048328
69,0.575000,-0.028400,0.027175,0.094251,-0.004326,0.026018,0.152009,0.006818,0.025920,0.048327
70,0.583333,-0.028401,0.027307,0.094282,-0.004327,0.026015,0.152007,0.006818,0.025920,0.048322
71,0.591667,-0.028401,0.027169,0.094250,-0.004328,0.026009,0.152011,0.006817,0.025922,0.048325
72,0.600000,-0.028404,0.027173,0.094248,-0.004332,0.026014,0.152010,0.006817,0.025918,0.048326
73,0.608333,-0.028410,0.027302,0.094286,-0.004326,0.026013,0.152009,0.006815,0.025921,0.048323
74,0.616667,-0.028407,0.027171,0.094250,-0.004328,0.026011,0.152010,0.006817,0.025920,0.048322
75,0.625000,-0.028406,0.027179,0.094245,-0.004328,0.026015,0.152012,0.006816,0.025921,0.048321
76,0.633333,-0.028403,0.027166,0.094253,-0.004330,0.026009,0.152013,0.006818,0.025923,0.048322
77,0.641667,-0.028410,0.027306,0.094278,-0.004331,0.026008,0.152009,0.006818,0.025920,0.048322
78,0.650000,-0.028410,0.027173,0.094249,-0.004327,0.026011,0.152014,0.006820,0.025923,0.048321
79,0.658333,-0.028414,0.027308,0.094283,-0.004328,0.026013,0.152011,0.006817,0.025923,0.048320
80,0.666667,-0.028410,0.027173,0.094253,-0.004329,0.026013,0.152015,0.006815,0.025925,0.048321
81,0.675000,-0.028413,0.027174,0.094252,-0.004329,0.026009,0.152019,0.006814,0.025924,0.048321
82,0.683333,-0.028412,0.027172,0.094248,-0.004332,0.026012,0.152019,0.006814,0.025920,0.048319
83,0.691667,-0.028416,0.027173,0.094254,-0.004332,0.026010,0.152017,0.006816,0.025917,0.048320
84,0.700000,-0.028418,0.027175,0.094248,-0.004334,0.026010,0.152015,0.006815,0.025921,0.048317
85,0.708333,-0.028417,0.027174,0.094249,-0.004332,0.026009,0.152022,0.006814,0.025922,0.048317
86,0.716667,-0.028421,0.027309,0.094283,-0.004334,0.026015,0.152015,0.006812,0.025920,0.048312
87,0.725000,-0.028421,0.027168,0.094248,-0.004332,0.026010,0.152015,0.006815,0.025920,0.048312
88,0.733333,-0.028418,0.027172,0.094244,-0.004333,0.026009,0.152015,0.006814,0.025922,0.048316
89,0.741667,-0.028422,0.027175,0.094247,-0.004334,0.026009,0.152019,0.006814,0.025925,0.048315
90,0.750000,-0.028415,0.027176,0.094252,-0.004332,0.026012,0.152018,0.006819,0.025921,0.048316
91,0.758333,-0.028419,0.027176,0.094246,-0.004331,0.026013,0.152021,0.006814,0.025920,0.048314
92,0.766667,-0.028424,0.027308,0.094281,-0.004328,0.026015,0.152019,0.006819,0.025924,0.048310
93,0.775000,-0.028425,0.027307,0.094277,-0.004331,0.026010,0.152021,0.006816,0.025921,0.048312
94,0.783333,-0.028430,0.027309,0.094277,-0.004331,0.026012,0.152021,0.006814,0.025923,0.048308
95,0.791667,-0.028425,0.027169,0.094246,-0.004334,0.026009,0.152023,0.006816,0.025924,0.048310
