FFrame,Time,Marker 1 X,Marker 1 Y,Marker 1 Z,Marker 2 X,Marker 2 Y,Marker 2 Z,Marker 3 X,Marker 3 Y,Marker 3 Z
619,5.158333,-0.007074,0.025502,0.142711,0.007668,0.025359,0.042120,0.008333,0.025926,0.090283
620,5.166667,-0.007073,0.025501,0.142710,0.007667,0.025361,0.042120,0.008334,0.025919,0.090286
621,5.175000,-0.007073,0.025503,0.142708,0.007669,0.025357,0.042119,0.008336,0.025922,0.090288
622,5.183333,-0.007072,0.025503,0.142710,0.007667,0.025363,0.042121,0.008305,0.025892,0.090285
623,5.191667,-0.007072,0.025503,0.142708,0.007670,0.025363,0.042120,0.008340,0.025937,0.090309
624,5.200000,-0.007073,0.025502,0.142704,0.007671,0.025363,0.042118,0.008306,0.025889,0.090276
625,5.208333,-0.007069,0.025503,0.142705,0.007669,0.025359,0.042119,0.008312,0.025887,0.090280
626,5.216667,-0.007076,0.025493,0.142705,0.007668,0.025362,0.042120,0.008336,0.025921,0.090285
627,5.225000,-0.007069,0.025502,0.142707,0.007669,0.025361,0.042120,0.008335,0.025923,0.090289
628,5.233333,-0.007075,0.025500,0.142707,0.007669,0.025357,0.042120,0.008333,0.025925,0.090283
629,5.241667,-0.007073,0.025501,0.142707,0.007667,0.025364,0.042121,0.008308,0.025892,0.090284
630,5.250000,-0.007078,0.025491,0.142705,0.007666,0.025359,0.042120,0.008333,0.025927,0.090289
631,5.258333,-0.007074,0.025504,0.142708,0.007666,0.025362,0.042119,0.008331,0.025928,0.090287
632,5.266667,-0.007075,0.025498,0.142706,0.007664,0.025357,0.042120,0.008330,0.025926,0.090288
633,5.275000,-0.007075,0.025499,0.142711,0.007667,0.025359,0.042119,0.008332,0.025922,0.090291
634,5.283333,-0.007072,0.025501,0.142705,0.007667,0.025360,0.042120,0.008331,0.025923,0.090285
635,5.291667,-0.007069,0.025503,0.142707,0.007667,0.025361,0.042120,0.008309,0.025890,0.090281
636,5.300000,-0.007072,0.025504,0.142707,0.007671,0.025364,0.042118,0.008303,0.025892,0.090280
637,5.308333,-0.007069,0.025505,0.142704,0.007671,0.025361,0.042122,0.008335,0.025921,0.090288
638,5.316667,-0.007068,0.025500,0.142706,0.007672,0.025361,0.042122,0.008336,0.025921,0.090287
639,5.325000,-0.007070,0.025497,0.142706,0.007668,0.025362,0.042118,0.008308,0.025891,0.090281
640,5.333333,-0.007078,0.025494,0.142706,0.007669,0.025361,0.042119,0.008335,0.025922,0.090286
641,5.341667,-0.007074,0.025500,0.142710,0.007668,0.025360,0.042117,0.008330,0.025928,0.090287
642,5.350000,-0.007072,0.025501,0.142705,0.007667,0.025360,0.042118,0.008330,0.025923,0.090283
643,5.358333,-0.007074,0.025506,0.142708,0.007665,0.025359,0.042120,0.008332,0.025919,0.090288
644,5.366667,-0.007076,0.025497,0.142711,0.007664,0.025360,0.042120,0.008304,0.025894,0.090281
645,5.375000,-0.007077,0.025505,0.142707,0.007666,0.025364,0.042121,0.008308,0.025888,0.090282
646,5.383333,-0.007073,0.025498,0.142708,0.007665,0.025362,0.042119,0.008333,0.025921,0.090285
647,5.391667,-0.007069,0.025501,0.142707,0.007665,0.025358,0.042120,0.008331,0.025921,0.090286
648,5.400000,-0.007069,0.025496,0.142708,0.007671,0.025361,0.042121,0.008339,0.025922,0.090285
649,5.408333,-0.007071,0.025502,0.142706,0.007672,0.025359,0.042120,0.008334,0.025922,0.090287
650,5.416667,-0.007068,0.025503,0.142706,0.007672,0.025356,0.042119,0.008336,0.025924,0.090284
651,5.425000,-0.007070,0.025501,0.142710,0.007671,0.025361,0.042119,0.008333,0.025925,0.090286
652,5.433333,-0.007070,0.025503,0.142707,0.007673,0.025359,0.042119,0.008336,0.025919,0.090287
653,5.441667,-0.007069,0.025504,0.142710,0.007672,0.025362,0.042122,0.008336,0.025923,0.090288
654,5.450000,-0.007074,0.025501,0.142712,0.007668,0.025362,0.042124,0.008331,0.025925,0.090288
