Frame,Time,Marker 1 X,Marker 1 Y,Marker 1 Z,Marker 2 X,Marker 2 Y,Marker 2 Z,Marker 3 X,Marker 3 Y,Marker 3 Z,Marker 4 X,Marker 4 Y,Marker 4 Z,Marker 5 X,Marker 5 Y,Marker 5 Z,Marker 6 X,Marker 6 Y,Marker 6 Z
0,0.000000,0.044594,0.042763,0.242508,0.045501,0.043711,0.196776,0.049724,0.043813,0.172499,0.045767,0.042240,0.122733,0.044210,0.041529,0.077939,0.048373,0.039709,0.286164
1,0.008333,0.044601,0.042773,0.242505,0.045509,0.043714,0.196781,0.049722,0.043820,0.172498,0.045769,0.042233,0.122730,0.044207,0.041528,0.077938,0.048376,0.039710,0.286164
2,0.016667,0.044599,0.042768,0.242510,0.045508,0.043700,0.196780,0.049723,0.043823,0.172500,0.045771,0.042233,0.122733,0.044210,0.041526,0.077938,0.048374,0.039711,0.286169
3,0.025000,0.044597,0.042768,0.242514,0.045510,0.043717,0.196780,0.049731,0.043823,0.172501,0.045769,0.042241,0.122736,0.044212,0.041532,0.077938,0.048376,0.039715,0.286171
4,0.033333,0.044603,0.042777,0.242510,0.045513,0.043711,0.196782,0.049728,0.043820,0.172502,0.045767,0.042244,0.122735,0.044214,0.041526,0.077942,0.048381,0.039717,0.286168
5,0.041667,0.044603,0.042777,0.242513,0.045510,0.043709,0.196777,0.049729,0.043820,0.172499,0.045777,0.042241,0.122740,0.044213,0.041532,0.077941,0.048373,0.039709,0.286169
6,0.050000,0.044600,0.042763,0.242514,0.045516,0.043715,0.196783,0.049729,0.043819,0.172501,0.045770,0.042240,0.122739,0.044209,0.041525,0.077941,0.048379,0.039707,0.286170
7,0.058333,0.044604,0.042777,0.242513,0.045490,0.043846,0.196725,0.049726,0.043823,0.172502,0.045771,0.042242,0.122738,0.044215,0.041526,0.077940,0.048377,0.039703,0.286166
8,0.066667,0.044597,0.042775,0.242513,0.045511,0.043711,0.196779,0.049726,0.043828,0.172501,0.045762,0.042243,0.122731,0.044209,0.041529,0.077938,0.048374,0.039702,0.286163
9,0.075000,0.044597,0.042774,0.242505,0.045492,0.043850,0.196720,0.049722,0.043823,0.172498,0.045769,0.042241,0.122734,0.044211,0.041530,0.077937,0.048376,0.039708,0.286164
