Frame,Time,Marker 1 X,Marker 1 Y,Marker 1 Z,Marker 2 X,Marker 2 Y,Marker 2 Z,Marker 3 X,Marker 3 Y,Marker 3 Z
0,0.000000,-0.023468,0.026484,0.115559,-0.027074,0.025232,0.067611,-0.032132,0.025265,0.016173
1,0.008333,-0.023470,0.026482,0.115553,-0.027070,0.025234,0.067617,-0.032135,0.025264,0.016173
2,0.016667,-0.023469,0.026485,0.115553,-0.027075,0.025238,0.067612,-0.032137,0.025261,0.016176
3,0.025000,-0.023474,0.026479,0.115555,-0.027075,0.025239,0.067613,-0.032139,0.025265,0.016167
4,0.033333,-0.023472,0.026485,0.115551,-0.027077,0.025241,0.067615,-0.032139,0.025261,0.016174
5,0.041667,-0.023475,0.026481,0.115554,-0.027075,0.025235,0.067616,-0.032140,0.025262,0.016174
6,0.050000,-0.023475,0.026476,0.115553,-0.027078,0.025237,0.067611,-0.032136,0.025261,0.016176
7,0.058333,-0.023473,0.026481,0.115552,-0.027073,0.025236,0.067616,-0.032135,0.025263,0.016173
8,0.066667,-0.023471,0.026486,0.115557,-0.027073,0.025239,0.067612,-0.032138,0.025262,0.016173
9,0.075000,-0.023473,0.026483,0.115558,-0.027078,0.025234,0.067613,-0.032133,0.025266,0.016172
10,0.083333,-0.023469,0.026482,0.115555,-0.027073,0.025239,0.067616,-0.032130,0.025263,0.016179
11,0.091667,-0.023469,0.026482,0.115554,-0.027066,0.025232,0.067615,-0.032135,0.025260,0.016179
12,0.100000,-0.023469,0.026483,0.115551,-0.027070,0.025235,0.067610,-0.032138,0.025263,0.016169
13,0.108333,-0.023471,0.026480,0.115556,-0.027077,0.025238,0.067613,-0.032135,0.025260,0.016175
14,0.116667,-0.023475,0.026478,0.115555,-0.027078,0.025240,0.067607,-0.032137,0.025264,0.016172
15,0.125000,-0.023475,0.026485,0.115553,-0.027077,0.025230,0.067613,-0.032139,0.025259,0.016170
16,0.133333,-0.023476,0.026477,0.115557,-0.027083,0.025237,0.067610,-0.032142,0.025261,0.016173
17,0.141667,-0.023480,0.026476,0.115557,-0.027077,0.025234,0.067610,-0.032140,0.025262,0.016173
18,0.150000,-0.023476,0.026480,0.115558,-0.027077,0.025238,0.067614,-0.032138,0.025264,0.016173
19,0.158333,-0.023474,0.026476,0.115558,-0.027076,0.025232,0.067617,-0.032138,0.025262,0.016174
20,0.166667,-0.023476,0.026480,0.115558,-0.027074,0.025233,0.067617,-0.032133,0.025261,0.016179
21,0.175000,-0.023471,0.026481,0.115556,-0.027075,0.025231,0.067609,-0.032135,0.025262,0.016172
22,0.183333,-0.023472,0.026481,0.115555,-0.027071,0.025235,0.067620,-0.032135,0.025257,0.016172
23,0.191667,-0.023471,0.026481,0.115556,-0.027075,0.025235,0.067608,-0.032134,0.025262,0.016170
24,0.200000,-0.023471,0.026483,0.115555,-0.027073,0.025237,0.067614,-0.032136,0.025262,0.016169
25,0.208333,-0.023474,0.026481,0.115554,-0.027078,0.025233,0.067611,-0.032139,0.025260,0.016171
26,0.216667,-0.023471,0.026483,0.115558,-0.027075,0.025238,0.067612,-0.032139,0.025262,0.016172
27,0.225000,-0.023473,0.026484,0.115555,-0.027075,0.025232,0.067617,-0.032145,0.025262,0.016172
28,0.233333,-0.023477,0.026485,0.115557,-0.027081,0.025236,0.067612,-0.032141,0.025261,0.016171
29,0.241667,-0.023476,0.026481,0.115555,-0.027076,0.025235,0.067622,-0.032139,0.025264,0.016172
30,0.250000,-0.023475,0.026479,0.115558,-0.027079,0.025235,0.067615,-0.032141,0.025262,0.016174
31,0.258333,-0.023476,0.026480,0.115554,-0.027074,0.025233,0.067614,-0.032141,0.025261,0.016175
32,0.266667,-0.023471,0.026483,0.115554,-0.027073,0.025237,0.067603,-0.032134,0.025267,0.016166
33,0.275000,-0.023467,0.026479,0.115553,-0.027074,0.025237,0.067612,-0.032131,0.025262,0.016171
34,0.283333,-0.023467,0.026481,0.115554,-0.027075,0.025239,0.067608,-0.032134,0.025266,0.016169
35,0.291667,-0.023471,0.026482,0.115554,-0.027075,0.025233,0.067615,-0.032131,0.025267,0.016172
36,0.300000,-0.023467,0.026484,0.115555,-0.027074,0.025242,0.067615,-0.032129,0.025260,0.016174
37,0.308333,-0.023473,0.026482,0.115556,-0.027075,0.025241,0.067616,-0.032135,0.025262,0.016175
38,0.316667,-0.023469,0.026483,0.115558,-0.027074,0.025234,0.067619,-0.032139,0.025263,0.016173
39,0.325000,-0.023474,0.026481,0.115557,-0.027075,0.025232,0.067621,-0.032137,0.025261,0.016179
40,0.333333,-0.023478,0.026481,0.115559,-0.027076,0.025235,0.067619,-0.032142,0.025261,0.016176
41,0.341667,-0.023477,0.026481,0.115556,-0.027076,0.025233,0.067618,-0.032141,0.025261,0.016171
42,0.350000,-0.023475,0.026481,0.115554,-0.027079,0.025232,0.067620,-0.032142,0.025261,0.016176
43,0.358333,-0.023475,0.026481,0.115553,-0.027076,0.025234,0.067616,-0.032138,0.025267,0.016175
44,0.366667,-0.023473,0.026481,0.115554,-0.027072,0.025237,0.067610,-0.032136,0.025256,0.016180
45,0.375000,-0.023470,0.026480,0.115555,-0.027075,0.025239,0.067614,-0.032135,0.025257,0.016176
46,0.383333,-0.023469,0.026482,0.115556,-0.027071,0.025238,0.067616,-0.032134,0.025262,0.016171
47,0.391667,-0.023470,0.026480,0.115555,-0.027072,0.025238,0.067606,-0.032131,0.025264,0.016171
48,0.400000,-0.023472,0.026478,0.115556,-0.027074,0.025238,0.067616,-0.032132,0.025264,0.016177
49,0.408333,-0.023471,0.026477,0.115554,-0.027070,0.025239,0.067613,-0.032140,0.025261,0.016173
50,0.416667,-0.023475,0.026480,0.115557,-0.027076,0.025234,0.067616,-0.032138,0.025265,0.016173
51,0.425000,-0.023477,0.026485,0.115552,-0.027081,0.025236,0.067612,-0.032140,0.025260,0.016174
52,0.433333,-0.023479,0.026475,0.115558,-0.027076,0.025234,0.067617,-0.032142,0.025258,0.016174
53,0.441667,-0.023476,0.026480,0.115555,-0.027081,0.025237,0.067618,-0.032143,0.025262,0.016170
54,0.450000,-0.023479,0.026481,0.115555,-0.027078,0.025239,0.067608,-0.032140,0.025262,0.016170
55,0.458333,-0.023476,0.026476,0.115551,-0.027077,0.025234,0.067619,-0.032138,0.025264,0.016169
56,0.466667,-0.023474,0.026483,0.115553,-0.027076,0.025228,0.067612,-0.032139,0.025263,0.016169
57,0.475000,-0.023474,0.026483,0.115553,-0.027073,0.025238,0.067609,-0.032134,0.025261,0.016171
58,0.483333,-0.023469,0.026477,0.115550,-0.027072,0.025238,0.067610,-0.032133,0.025262,0.016171
59,0.491667,-0.023471,0.026481,0.115560,-0.027075,0.025239,0.067612,-0.032133,0.025263,0.016172
60,0.500000,-0.023472,0.026477,0.115555,-0.027070,0.025235,0.067616,-0.032132,0.025258,0.016178
61,0.508333,-0.023472,0.026482,0.115558,-0.027073,0.025232,0.067616,-0.032134,0.025261,0.016178
62,0.516667,-0.023476,0.026480,0.115557,-0.027078,0.025232,0.067613,-0.032138,0.025267,0.016177
63,0.525000,-0.023471,0.026477,0.115558,-0.027079,0.025239,0.067616,-0.032139,0.025262,0.016174
64,0.533333,-0.023473,0.026481,0.115555,-0.027080,0.025235,0.067614,-0.032142,0.025260,0.016170
65,0.541667,-0.023474,0.026480,0.115554,-0.027080,0.025234,0.067611,-0.032140,0.025264,0.016173
66,0.550000,-0.023476,0.026483,0.115553,-0.027083,0.025237,0.067609,-0.032135,0.025260,0.016175
67,0.558333,-0.023480,0.026479,0.115557,-0.027074,0.025230,0.067618,-0.032139,0.025258,0.016170
68,0.566667,-0.023474,0.026482,0.115552,-0.027072,0.025236,0.067614,-0.032139,0.025262,0.016172
69,0.575000,-0.023473,0.026481,0.115556,-0.027075,0.025238,0.067612,-0.032137,0.025262,0.016170
70,0.583333,-0.023471,0.026482,0.115555,-0.027075,0.025230,0.067615,-0.032132,0.025260,0.016178
71,0.591667,-0.023470,0.026477,0.115556,-0.027074,0.025235,0.067614,-0.032131,0.025264,0.016174
72,0.600000,-0.023469,0.026480,0.115555,-0.027075,0.025239,0.067613,-0.032134,0.025264,0.016174
73,0.608333,-0.023468,0.026480,0.115556,-0.027073,0.025232,0.067617,-0.032134,0.025260,0.016170
74,0.616667,-0.023474,0.026481,0.115556,-0.027077,0.025235,0.067611,-0.032135,0.025261,0.016177
75,0.625000,-0.023473,0.026479,0.115554,-0.027077,0.025234,0.067615,-0.032140,0.025259,0.016169
76,0.633333,-0.023478,0.026478,0.115554,-0.027082,0.025233,0.067610,-0.032140,0.025262,0.016170
77,0.641667,-0.023478,0.026476,0.115552,-0.027072,0.025235,0.067615,-0.032142,0.025255,0.016173
78,0.650000,-0.023476,0.026481,0.115558,-0.027078,0.025235,0.067619,-0.032142,0.025261,0.016170
79,0.658333,-0.023476,0.026481,0.115551,-0.027075,0.025237,0.067613,-0.032140,0.025259,0.016168
80,0.666667,-0.023473,0.026479,0.115557,-0.027077,0.025237,0.067614,-0.032139,0.025262,0.016173
