Frame,Time,Marker 1 X,Marker 1 Y,Marker 1 Z,Marker 2 X,Marker 2 Y,Marker 2 Z,Marker 3 X,Marker 3 Y,Marker 3 Z
0,0.000000,-0.046065,0.027034,0.065247,-0.030969,0.026944,0.118335,-0.027735,0.025763,0.006377
1,0.008333,-0.046067,0.027032,0.065251,-0.030973,0.026947,0.118337,-0.027738,0.025756,0.006377
2,0.016667,-0.046064,0.027029,0.065248,-0.030967,0.026946,0.118337,-0.027736,0.025758,0.006376
3,0.025000,-0.046067,0.027037,0.065249,-0.030968,0.026944,0.118334,-0.027733,0.025760,0.006377
4,0.033333,-0.046064,0.027027,0.065246,-0.030967,0.026945,0.118336,-0.027736,0.025761,0.006378
5,0.041667,-0.046068,0.027032,0.065252,-0.030972,0.026939,0.118336,-0.027735,0.025759,0.006375
6,0.050000,-0.046067,0.027030,0.065253,-0.030969,0.026942,0.118338,-0.027737,0.025761,0.006378
7,0.058333,-0.046067,0.027029,0.065251,-0.030973,0.026944,0.118336,-0.027734,0.025762,0.006378
8,0.066667,-0.046069,0.027029,0.065251,-0.030968,0.026945,0.118336,-0.027737,0.025759,0.006378
9,0.075000,-0.046065,0.027030,0.065248,-0.030970,0.026950,0.118336,-0.027734,0.025762,0.006375
10,0.083333,-0.046066,0.027027,0.065247,-0.030967,0.026940,0.118331,-0.027736,0.025761,0.006378
11,0.091667,-0.046063,0.027028,0.065246,-0.030969,0.026940,0.118329,-0.027732,0.025757,0.006374
12,0.100000,-0.046062,0.027029,0.065247,-0.030970,0.026942,0.118330,-0.027736,0.025760,0.006374
13,0.108333,-0.046059,0.027033,0.065247,-0.030965,0.026951,0.118333,-0.027733,0.025761,0.006378
14,0.116667,-0.046063,0.027030,0.065245,-0.030962,0.026948,0.118330,-0.027734,0.025763,0.006380
15,0.125000,-0.046063,0.027025,0.065248,-0.030964,0.026942,0.118335,-0.027730,0.025763,0.006379
16,0.133333,-0.046063,0.027029,0.065246,-0.030968,0.026942,0.118334,-0.027731,0.025762,0.006382
17,0.141667,-0.046060,0.027038,0.065253,-0.030970,0.026946,0.118331,-0.027735,0.025761,0.006382
18,0.150000,-0.046064,0.027030,0.065252,-0.030971,0.026942,0.118334,-0.027734,0.025763,0.006381
19,0.158333,-0.046064,0.027029,0.065250,-0.030971,0.026941,0.118334,-0.027736,0.025762,0.006381
20,0.166667,-0.046065,0.027027,0.065251,-0.030968,0.026941,0.118332,-0.027735,0.025759,0.006382
21,0.175000,-0.046062,0.027033,0.065250,-0.030967,0.026945,0.118330,-0.027738,0.025760,0.006382
22,0.183333,-0.046064,0.027029,0.065252,-0.030964,0.026946,0.118331,-0.027733,0.025760,0.006379
23,0.191667,-0.046061,0.027029,0.065249,-0.030967,0.026942,0.118332,-0.027733,0.025764,0.006381
24,0.200000,-0.046060,0.027033,0.065254,-0.030966,0.026942,0.118330,-0.027733,0.025762,0.006382
25,0.208333,-0.046059,0.027029,0.065248,-0.030962,0.026944,0.118329,-0.027729,0.025763,0.006381
26,0.216667,-0.046057,0.027029,0.065248,-0.030962,0.026944,0.118331,-0.027729,0.025764,0.006384
27,0.225000,-0.046057,0.027033,0.065247,-0.030961,0.026951,0.118330,-0.027729,0.025759,0.006385
28,0.233333,-0.046057,0.027030,0.065249,-0.030960,0.026944,0.118328,-0.027729,0.025759,0.006384
29,0.241667,-0.046060,0.027033,0.065246,-0.030961,0.026944,0.118327,-0.027729,0.025769,0.006381
30,0.250000,-0.046056,0.027029,0.065246,-0.030961,0.026944,0.118332,-0.027732,0.025761,0.006383
31,0.258333,-0.046056,0.027032,0.065246,-0.030964,0.026948,0.118328,-0.027734,0.025758,0.006379
32,0.266667,-0.046062,0.027027,0.065248,-0.030962,0.026940,0.118326,-0.027731,0.025760,0.006384
33,0.275000,-0.046055,0.027032,0.065249,-0.030962,0.026943,0.118327,-0.027731,0.025763,0.006385
34,0.283333,-0.046052,0.027031,0.065250,-0.030963,0.026945,0.118327,-0.027730,0.025760,0.006382
35,0.291667,-0.046054,0.027028,0.065249,-0.030961,0.026945,0.118329,-0.027730,0.025760,0.006385
36,0.300000,-0.046052,0.027034,0.065247,-0.030958,0.026949,0.118328,-0.027729,0.025759,0.006387
37,0.308333,-0.046051,0.027033,0.065250,-0.030958,0.026943,0.118328,-0.027729,0.025765,0.006387
38,0.316667,-0.046049,0.027030,0.065250,-0.030956,0.026948,0.118327,-0.027727,0.025761,0.006388
39,0.325000,-0.046052,0.027033,0.065251,-0.030956,0.026947,0.118330,-0.027732,0.025761,0.006388
40,0.333333,-0.046053,0.027030,0.065249,-0.030960,0.026945,0.118329,-0.027730,0.025766,0.006386
41,0.341667,-0.046051,0.027033,0.065247,-0.030960,0.026943,0.118322,-0.027729,0.025761,0.006389
42,0.350000,-0.046052,0.027026,0.065251,-0.030961,0.026945,0.118331,-0.027732,0.025760,0.006386
43,0.358333,-0.046048,0.027032,0.065247,-0.030960,0.026947,0.118324,-0.027733,0.025760,0.006386
44,0.366667,-0.046050,0.027034,0.065251,-0.030962,0.026943,0.118325,-0.027730,0.025755,0.006386
45,0.375000,-0.046054,0.027027,0.065247,-0.030962,0.026944,0.118327,-0.027732,0.025761,0.006387
46,0.383333,-0.046054,0.027030,0.065250,-0.030961,0.026948,0.118324,-0.027727,0.025757,0.006386
47,0.391667,-0.046048,0.027033,0.065246,-0.030960,0.026950,0.118321,-0.027727,0.025759,0.006387
48,0.400000,-0.046045,0.027031,0.065247,-0.030956,0.026947,0.118321,-0.027727,0.025761,0.006385
49,0.408333,-0.046047,0.027032,0.065249,-0.030954,0.026944,0.118325,-0.027729,0.025766,0.006385
50,0.416667,-0.046045,0.027030,0.065249,-0.030954,0.026945,0.118322,-0.027726,0.025762,0.006386
51,0.425000,-0.046044,0.027032,0.065248,-0.030956,0.026948,0.118323,-0.027728,0.025766,0.006388
52,0.433333,-0.046049,0.027027,0.065246,-0.030954,0.026945,0.118325,-0.027729,0.025760,0.006386
53,0.441667,-0.046046,0.027031,0.065244,-0.030957,0.026942,0.118324,-0.027725,0.025764,0.006388
54,0.450000,-0.046045,0.027030,0.065250,-0.030960,0.026947,0.118323,-0.027730,0.025761,0.006387
55,0.458333,-0.046048,0.027033,0.065249,-0.030957,0.026945,0.118323,-0.027731,0.025759,0.006389
56,0.466667,-0.046047,0.027029,0.065249,-0.030957,0.026948,0.118321,-0.027730,0.025761,0.006388
57,0.475000,-0.046048,0.027027,0.065248,-0.030959,0.026944,0.118318,-0.027731,0.025757,0.006389
58,0.483333,-0.046047,0.027026,0.065247,-0.030956,0.026947,0.118322,-0.027727,0.025756,0.006388
59,0.491667,-0.046043,0.027028,0.065250,-0.030956,0.026946,0.118321,-0.027725,0.025759,0.006387
60,0.500000,-0.046047,0.027030,0.065247,-0.030954,0.026943,0.118320,-0.027725,0.025763,0.006392
61,0.508333,-0.046041,0.027027,0.065248,-0.030952,0.026947,0.118320,-0.027725,0.025760,0.006389
62,0.516667,-0.046042,0.027031,0.065245,-0.030953,0.026944,0.118319,-0.027726,0.025759,0.006394
63,0.525000,-0.046040,0.027032,0.065248,-0.030955,0.026947,0.118321,-0.027728,0.025759,0.006391
64,0.533333,-0.046044,0.027031,0.065248,-0.030952,0.026943,0.118324,-0.027729,0.025761,0.006390
65,0.541667,-0.046043,0.027031,0.065245,-0.030954,0.026942,0.118321,-0.027725,0.025757,0.006390
66,0.550000,-0.046041,0.027029,0.065249,-0.030953,0.026942,0.118321,-0.027727,0.025760,0.006391
67,0.558333,-0.046042,0.027030,0.065249,-0.030955,0.026942,0.118318,-0.027722,0.025763,0.006395
68,0.566667,-0.046038,0.027028,0.065250,-0.030955,0.026949,0.118319,-0.027724,0.025760,0.006387
69,0.575000,-0.046041,0.027032,0.065246,-0.030954,0.026949,0.118318,-0.027726,0.025760,0.006395
70,0.583333,-0.046039,0.027029,0.065244,-0.030949,0.026944,0.118318,-0.027723,0.025761,0.006391
71,0.591667,-0.046039,0.027029,0.065246,-0.030948,0.026948,0.118324,-0.027721,0.025762,0.006391
72,0.600000,-0.046039,0.027027,0.065244,-0.030951,0.026945,0.118318,-0.027724,0.025759,0.006391
73,0.608333,-0.046040,0.027030,0.065246,-0.030949,0.026942,0.118319,-0.027724,0.025759,0.006389
74,0.616667,-0.046037,0.027028,0.065247,-0.030953,0.026942,0.118317,-0.027725,0.025761,0.006389
75,0.625000,-0.046038,0.027033,0.065247,-0.030950,0.026945,0.118319,-0.027724,0.025757,0.006394
76,0.633333,-0.046041,0.027031,0.065245,-0.030950,0.026946,0.118318,-0.027724,0.025763,0.006394
