Frame,Time,Marker 1 X,Marker 1 Y,Marker 1 Z,Marker 2 X,Marker 2 Y,Marker 2 Z,Marker 3 X,Marker 3 Y,Marker 3 Z
0,0.000000,-0.041575,0.026845,0.066672,-0.031765,0.025550,0.009970,-0.030025,0.026793,0.117554
1,0.008333,-0.041565,0.026845,0.066673,-0.031763,0.025551,0.009977,-0.030017,0.026795,0.117556
2,0.016667,-0.041555,0.026841,0.066675,-0.031757,0.025547,0.009982,-0.030016,0.026791,0.117544
3,0.025000,-0.041547,0.026842,0.066674,-0.031755,0.025552,0.009987,-0.030007,0.026795,0.117542
4,0.033333,-0.041538,0.026842,0.066671,-0.031752,0.025546,0.009993,-0.030007,0.026795,0.117539
5,0.041667,-0.041532,0.026837,0.066672,-0.031744,0.025551,0.010001,-0.030001,0.026799,0.117536
6,0.050000,-0.041526,0.026839,0.066673,-0.031742,0.025551,0.010003,-0.029995,0.026791,0.117531
7,0.058333,-0.041514,0.026836,0.066676,-0.031738,0.025555,0.010010,-0.029988,0.026797,0.117526
8,0.066667,-0.041511,0.026838,0.066670,-0.031733,0.025555,0.010015,-0.029985,0.026799,0.117519
9,0.075000,-0.041496,0.026839,0.066664,-0.031733,0.025552,0.010018,-0.029979,0.026795,0.117512
10,0.083333,-0.041487,0.026837,0.066664,-0.031728,0.025552,0.010019,-0.029973,0.026796,0.117508
11,0.091667,-0.041481,0.026832,0.066662,-0.031724,0.025552,0.010022,-0.029967,0.026799,0.117505
12,0.100000,-0.041474,0.026834,0.066661,-0.031716,0.025555,0.010022,-0.029963,0.026797,0.117499
13,0.108333,-0.041469,0.026832,0.066660,-0.031713,0.025559,0.010030,-0.029962,0.026801,0.117490
14,0.116667,-0.041462,0.026828,0.066663,-0.031711,0.025555,0.010034,-0.029959,0.026798,0.117491
15,0.125000,-0.041451,0.026833,0.066661,-0.031708,0.025555,0.010043,-0.029951,0.026803,0.117486
16,0.133333,-0.041446,0.026825,0.066663,-0.031705,0.025554,0.010045,-0.029946,0.026800,0.117480
17,0.141667,-0.041436,0.026824,0.066659,-0.031702,0.025556,0.010048,-0.029945,0.026799,0.117474
18,0.150000,-0.041432,0.026828,0.066662,-0.031702,0.025555,0.010056,-0.029943,0.026807,0.117476
19,0.158333,-0.041422,0.026830,0.066655,-0.031695,0.025559,0.010057,-0.029937,0.026800,0.117470
20,0.166667,-0.041416,0.026827,0.066655,-0.031693,0.025559,0.010055,-0.029935,0.026796,0.117464
21,0.175000,-0.041410,0.026819,0.066652,-0.031690,0.025558,0.010060,-0.029930,0.026796,0.117456
22,0.183333,-0.041403,0.026814,0.066654,-0.031686,0.025558,0.010065,-0.029925,0.026797,0.117451
23,0.191667,-0.041399,0.026813,0.066651,-0.031683,0.025563,0.010067,-0.029922,0.026789,0.117444
24,0.200000,-0.041392,0.026816,0.066652,-0.031680,0.025557,0.010071,-0.029922,0.026794,0.117445
25,0.208333,-0.041387,0.026818,0.066647,-0.031682,0.025560,0.010072,-0.029919,0.026797,0.117441
26,0.216667,-0.041380,0.026818,0.066649,-0.031678,0.025560,0.010078,-0.029911,0.026800,0.117442
27,0.225000,-0.041378,0.026814,0.066653,-0.031673,0.025562,0.010083,-0.029913,0.026797,0.117438
28,0.233333,-0.041370,0.026813,0.066651,-0.031673,0.025563,0.010084,-0.029907,0.026798,0.117432
29,0.241667,-0.041363,0.026814,0.066650,-0.031669,0.025559,0.010091,-0.029905,0.026797,0.117430
30,0.250000,-0.041353,0.026813,0.066650,-0.031670,0.025561,0.010089,-0.029898,0.026798,0.117427
31,0.258333,-0.041353,0.026809,0.066647,-0.031662,0.025560,0.010090,-0.029896,0.026795,0.117422
32,0.266667,-0.041345,0.026810,0.066645,-0.031663,0.025562,0.010091,-0.029894,0.026799,0.117417
33,0.275000,-0.041343,0.026806,0.066641,-0.031660,0.025561,0.010095,-0.029889,0.026802,0.117416
34,0.283333,-0.041336,0.026806,0.066643,-0.031656,0.025563,0.010099,-0.029888,0.026795,0.117411
35,0.291667,-0.041333,0.026806,0.066644,-0.031656,0.025560,0.010105,-0.029889,0.026797,0.117411
36,0.300000,-0.041328,0.026806,0.066640,-0.031655,0.025560,0.010107,-0.029882,0.026798,0.117409
37,0.308333,-0.041324,0.026804,0.066645,-0.031653,0.025561,0.010112,-0.029881,0.026796,0.117405
38,0.316667,-0.041322,0.026803,0.066642,-0.031648,0.025564,0.010113,-0.029882,0.026793,0.117399
39,0.325000,-0.041316,0.026802,0.066645,-0.031647,0.025564,0.010116,-0.029877,0.026792,0.117400
40,0.333333,-0.041312,0.026799,0.066646,-0.031646,0.025563,0.010117,-0.029873,0.026793,0.117396
41,0.341667,-0.041308,0.026796,0.066639,-0.031642,0.025561,0.010120,-0.029871,0.026795,0.117397
42,0.350000,-0.041300,0.026804,0.066642,-0.031643,0.025570,0.010118,-0.029869,0.026797,0.117391
43,0.358333,-0.041294,0.026801,0.066644,-0.031643,0.025566,0.010122,-0.029866,0.026798,0.117387
44,0.366667,-0.041296,0.026798,0.066644,-0.031640,0.025563,0.010124,-0.029866,0.026792,0.117382
45,0.375000,-0.041293,0.026796,0.066642,-0.031636,0.025565,0.010126,-0.029913,0.026849,0.117348
46,0.383333,-0.041288,0.026795,0.066634,-0.031636,0.025564,0.010131,-0.029859,0.026790,0.117376
47,0.391667,-0.041279,0.026794,0.066639,-0.031635,0.025566,0.010134,-0.029857,0.026796,0.117377
48,0.400000,-0.041278,0.026796,0.066640,-0.031636,0.025563,0.010133,-0.029854,0.026790,0.117372
49,0.408333,-0.041272,0.026796,0.066636,-0.031631,0.025563,0.010136,-0.029855,0.026795,0.117374
50,0.416667,-0.041272,0.026797,0.066637,-0.031625,0.025565,0.010138,-0.029897,0.026846,0.117338
51,0.425000,-0.041268,0.026793,0.066637,-0.031631,0.025564,0.010145,-0.029849,0.026792,0.117370
52,0.433333,-0.041266,0.026791,0.066637,-0.031629,0.025564,0.010144,-0.029848,0.026791,0.117370
53,0.441667,-0.041261,0.026793,0.066637,-0.031629,0.025560,0.010144,-0.029847,0.026790,0.117364
54,0.450000,-0.041258,0.026791,0.066638,-0.031626,0.025560,0.010146,-0.029892,0.026847,0.117330
55,0.458333,-0.041256,0.026793,0.066639,-0.031624,0.025565,0.010144,-0.029844,0.026798,0.117361
56,0.466667,-0.041253,0.026791,0.066634,-0.031622,0.025563,0.010147,-0.029885,0.026846,0.117323
57,0.475000,-0.041249,0.026786,0.066636,-0.031621,0.025563,0.010146,-0.029836,0.026791,0.117354
58,0.483333,-0.041249,0.026790,0.066636,-0.031624,0.025566,0.010148,-0.029885,0.026843,0.117321
59,0.491667,-0.041248,0.026787,0.066637,-0.031622,0.025564,0.010151,-0.029841,0.026793,0.117355
60,0.500000,-0.041241,0.026791,0.066638,-0.031622,0.025563,0.010155,-0.029839,0.026794,0.117352
61,0.508333,-0.041241,0.026792,0.066636,-0.031621,0.025561,0.010159,-0.029840,0.026786,0.117352
62,0.516667,-0.041239,0.026791,0.066637,-0.031621,0.025564,0.010162,-0.029837,0.026789,0.117352
63,0.525000,-0.041235,0.026789,0.066637,-0.031617,0.025565,0.010160,-0.029836,0.026787,0.117349
64,0.533333,-0.041234,0.026793,0.066634,-0.031618,0.025567,0.010158,-0.029834,0.026791,0.117348
65,0.541667,-0.041227,0.026790,0.066635,-0.031613,0.025562,0.010158,-0.029830,0.026785,0.117346
