Frame,Time,Marker 1 X,Marker 1 Y,Marker 1 Z,Marker 2 X,Marker 2 Y,Marker 2 Z,Marker 3 X,Marker 3 Y,Marker 3 Z
0,0.000000,-0.035308,0.026034,0.067287,-0.033632,0.025290,0.012826,-0.026961,0.026764,0.116736
1,0.008333,-0.035305,0.026027,0.067283,-0.033635,0.025290,0.012826,-0.026958,0.026765,0.116738
2,0.016667,-0.035303,0.026033,0.067284,-0.033634,0.025289,0.012828,-0.026957,0.026765,0.116737
3,0.025000,-0.035303,0.026026,0.067284,-0.033632,0.025286,0.012826,-0.026960,0.026760,0.116735
4,0.033333,-0.035301,0.026028,0.067287,-0.033629,0.025291,0.012827,-0.026957,0.026761,0.116737
5,0.041667,-0.035299,0.026032,0.067286,-0.033635,0.025296,0.012827,-0.026964,0.026763,0.116740
6,0.050000,-0.035304,0.026031,0.067280,-0.033630,0.025289,0.012824,-0.026957,0.026765,0.116736
7,0.058333,-0.035299,0.026031,0.067286,-0.033633,0.025288,0.012824,-0.026959,0.026763,0.116738
8,0.066667,-0.035303,0.026034,0.067277,-0.033631,0.025291,0.012825,-0.026961,0.026766,0.116735
9,0.075000,-0.035305,0.026030,0.067282,-0.033632,0.025289,0.012828,-0.026958,0.026760,0.116735
10,0.083333,-0.035303,0.026035,0.067284,-0.033634,0.025288,0.012827,-0.026964,0.026762,0.116736
11,0.091667,-0.035297,0.026032,0.067286,-0.033630,0.025293,0.012827,-0.026955,0.026774,0.116738
12,0.100000,-0.035303,0.026029,0.067283,-0.033633,0.025287,0.012828,-0.026956,0.026757,0.116737
13,0.108333,-0.035303,0.026038,0.067285,-0.033636,0.025294,0.012829,-0.026960,0.026767,0.116742
14,0.116667,-0.035302,0.026027,0.067285,-0.033632,0.025288,0.012830,-0.026958,0.026762,0.116738
15,0.125000,-0.035307,0.026028,0.067282,-0.033635,0.025286,0.012830,-0.026962,0.026763,0.116735
16,0.133333,-0.035300,0.026028,0.067285,-0.033633,0.025295,0.012831,-0.026957,0.026768,0.116737
17,0.141667,-0.035306,0.026025,0.067280,-0.033636,0.025282,0.012830,-0.026959,0.026759,0.116731
18,0.150000,-0.035305,0.026028,0.067283,-0.033633,0.025290,0.012829,-0.026960,0.026761,0.116732
19,0.158333,-0.035302,0.026026,0.067287,-0.033632,0.025291,0.012824,-0.026960,0.026765,0.116733
20,0.166667,-0.035302,0.026028,0.067283,-0.033633,0.025285,0.012829,-0.026959,0.026756,0.116734
21,0.175000,-0.035300,0.026032,0.067282,-0.033630,0.025291,0.012827,-0.026954,0.026765,0.116732
22,0.183333,-0.035301,0.026027,0.067282,-0.033627,0.025288,0.012831,-0.026960,0.026762,0.116733
